,Unknown
4352,862
4353,"1,411"
4354,630
4355,999
4356,"1,204"
4357,"1,150"
4358,555
4359,799
4360,837
4361,646
4362,782
4363,688
4364,442
4365,629
4366,510
4367,607
4368,652
4369,"1,022"
4370,477
4371,575
4372,442
4373,893
4374,466
4375,484
4376,498
4377,409
4378,241
4379,453
4380,611
4381,231
4382,422
4383,439
4384,712
4385,329
4386,454
4387,635
4388,714
4389,352
4390,309
4391,336
4392,567
4393,421
4394,421
4395,472
4396,611
4397,416
4398,420
4399,562
4400,439
4401,305
4402,364
4403,390
4404,359
4405,343
4406,407
4407,256
4408,302
4409,381
4410,336
4411,279
4412,301
4413,204
4414,306
4415,376
4416,258
4417,219
4418,205
4419,415
4420,231
4421,295
4422,540
4423,191
4424,237
4425,309
4426,394
4427,206
4428,219
4429,256
4430,287
4431,246
4432,157
4433,282
4434,400
4435,193
4436,166
4437,178
4438,247
4439,267
4440,237
4441,200
4442,180
4443,249
4444,274
4445,220
4446,218
4447,190
4448,290
4449,168
4450,175
4451,201
4452,204
4453,138
4454,196
4455,245
4456,215
4457,163
4458,124
4459,175
4460,432
4461,98
4462,223
4463,334
4464,128
4465,124
4466,133
4467,108
4468,121
4469,374
4470,175
4471,49
4472,97
4473,98
4474,73
4475,57
4476,76
4477,104
4478,102
4479,91
4480,75
4481,66
4482,53
4483,92
4484,90
4485,82
4486,53
4487,66
4488,68
4489,89
4490,85
4491,59
4492,44
4493,40
4494,45
4495,61
4496,39
4497,68
4498,63
4499,51
4500,38
4501,37
4502,48
4503,48
4504,47
4505,42
4506,45
4507,58
4508,59
4509,70
4510,36
4511,57
4512,55
4513,41
4514,24
4515,13
4516,48
4517,34
4518,53
4519,31
4520,"48,137"
4521,"37,824"
4522,"19,354"
4523,"28,578"
4524,"14,694"
4525,"21,661"
4526,"9,863"
4527,"21,896"
4528,"15,752"
4529,"15,566"
4530,"12,053"
4531,"10,568"
4532,"11,932"
4533,"11,562"
4534,"9,344"
4535,"7,000"
4536,"5,293"
4537,"8,988"
4538,"5,728"
4539,"6,336"
4540,"4,797"
4541,"3,153"
4542,"6,240"
4543,"3,824"
4544,"4,165"
4545,"5,982"
4546,"5,319"
4547,"5,382"
4548,"4,243"
4549,"2,709"
4550,"5,608"
4551,"5,673"
4552,"4,864"
4553,"4,484"
4554,"3,834"
4555,"4,331"
4556,"3,820"
4557,"3,657"
4558,"4,629"
4559,"3,068"
4560,"2,744"
4561,"4,417"
4562,"2,722"
4563,"2,491"
4564,"2,436"
4565,"2,403"
4566,"3,167"
4567,"3,999"
4568,"3,331"
4569,"1,830"
4570,"2,008"
4571,"2,513"
4572,"1,996"
4573,"2,120"
4574,"2,115"
4575,"1,806"
4576,"2,091"
4577,"2,511"
4578,"1,361"
4579,"2,029"
4580,"2,155"
4581,"2,727"
4582,"1,592"
4583,"3,285"
4584,"1,183"
4585,"2,038"
4586,"1,942"
4587,"2,193"
4588,"1,838"
4589,"1,632"
4590,"1,366"
4591,"1,338"
4592,"2,021"
4593,"1,354"
4594,"1,392"
4595,"1,302"
4596,"1,220"
4597,832
4598,"1,030"
4599,"1,402"
4600,"1,155"
4601,"1,449"
4602,"1,592"
4603,"1,122"
4604,"1,064"
4605,"1,230"
4606,"1,012"
4607,"1,696"
4608,"1,090"
4609,"1,030"
4610,750
4611,603
4612,"1,055"
4613,"1,204"
4614,"1,480"
4615,974
4616,"1,465"
4617,"1,177"
4618,772
4619,813
4620,"1,215"
4621,758
4622,803
4623,"1,137"
4624,635
4625,647
4626,798
4627,514
4628,"1,332"
4629,"1,007"
4630,455
4631,497
4632,499
4633,505
4634,274
4635,492
4636,412
4637,"1,101"
4638,933
4639,"1,008"
4640,576
4641,526
4642,415
4643,447
4644,449
4645,435
4646,504
4647,336
4648,408
4649,441
4650,393
4651,468
4652,505
4653,405
4654,342
4655,734
4656,694
4657,393
4658,427
4659,412
4660,429
4661,411
4662,494
4663,476
4664,408
4665,452
4666,330
4667,341
4668,616
4669,360
4670,234
4671,195
4672,368
4673,264
4674,319
4675,301
4676,249
4677,235
4678,292
4679,357
4680,316
4681,379
4682,467
4683,406
4684,336
4685,294
4686,473
4687,253
4688,225
4689,220
4690,335
4691,265
4692,194
4693,192
4694,232
4695,361
4696,206
4697,182
4698,246
4699,298
4700,162
4701,234
4702,179
4703,269
4704,233
4705,221
4706,239
4707,221
4708,211
4709,227
4710,193
4711,424
4712,252
4713,232
4714,154
4715,161
4716,192
4717,189
4718,76
4719,114
4720,167
4721,232
4722,100
4723,192
4724,103
4725,224
4726,116
4727,121
4728,83
4729,108
4730,86
4731,123
4732,110
4733,80
4734,66
4735,108
4736,70
4737,77
4738,113
4739,60
4740,103
4741,103
4742,140
4743,93
4744,55
4745,79
4746,54
4747,46
4748,75
4749,126
4750,85
4751,87
4752,73
4753,95
4754,67
4755,83
4756,42
4757,77
4758,73
4759,91
4760,82
4761,50
4762,80
4763,56
4764,21
4765,44
4766,51
4767,47
4768,39
4769,44
4770,38
4771,44
4772,55
4773,30
4774,60
4775,47
4776,47
4777,45
4778,35
4779,19
4780,46
4781,51
4782,"47,370"
4783,"38,200"
4784,"19,517"
4785,"11,606"
4786,"26,380"
4787,"19,793"
4788,"12,731"
4789,"19,927"
4790,"13,638"
4791,"13,931"
4792,"12,533"
4793,"11,113"
4794,"9,831"
4795,"5,874"
4796,"7,227"
4797,"10,640"
4798,"7,963"
4799,"3,565"
4800,"7,389"
4801,"6,416"
4802,"4,921"
4803,"5,934"
4804,"4,661"
4805,"5,110"
4806,"5,310"
4807,"3,744"
4808,"4,780"
4809,"3,862"
4810,"3,323"
4811,"4,710"
4812,"5,092"
4813,"5,225"
4814,"2,826"
4815,"4,684"
4816,"3,924"
4817,"3,529"
4818,"4,422"
4819,"2,930"
4820,"2,671"
4821,"2,423"
4822,"3,729"
4823,"2,228"
4824,"4,017"
4825,"2,068"
4826,"2,369"
4827,"2,149"
4828,"2,017"
4829,"2,278"
4830,"2,160"
4831,"2,620"
4832,"1,980"
4833,"1,175"
4834,"2,747"
4835,"2,566"
4836,"1,489"
4837,"1,864"
4838,"2,425"
4839,"1,974"
4840,"1,201"
4841,"1,396"
4842,"2,162"
4843,"1,516"
4844,"1,899"
4845,"2,100"
4846,"1,350"
4847,"2,267"
4848,"1,402"
4849,"1,231"
4850,"1,108"
4851,"1,153"
4852,"1,812"
4853,"1,442"
4854,"1,030"
4855,"1,035"
4856,"1,132"
4857,"1,625"
4858,729
4859,"1,204"
4860,"1,102"
4861,875
4862,927
4863,"1,109"
4864,602
4865,956
4866,628
4867,829
4868,860
4869,"1,177"
4870,724
4871,983
4872,833
4873,624
4874,367
4875,489
4876,694
4877,"1,084"
4878,790
4879,"1,106"
4880,694
4881,987
4882,"1,003"
4883,672
4884,"1,004"
4885,501
4886,"1,244"
4887,637
4888,"1,047"
4889,476
4890,807
4891,"1,047"
4892,572
4893,834
4894,386
4895,530
4896,419
4897,832
4898,417
4899,395
4900,546
4901,426
4902,314
4903,347
4904,389
4905,391
4906,603
4907,588
4908,713
4909,377
4910,754
4911,398
4912,807
4913,337
4914,363
4915,311
4916,319
4917,441
4918,444
4919,329
4920,480
4921,208
4922,346
4923,263
4924,649
4925,304
4926,298
4927,285
4928,357
4929,262
4930,396
4931,315
4932,461
4933,270
4934,224
4935,229
4936,292
4937,166
4938,232
4939,166
4940,219
4941,126
4942,216
4943,351
4944,159
4945,175
4946,231
4947,158
4948,375
4949,176
4950,365
4951,150
4952,288
4953,221
4954,205
4955,204
4956,174
4957,100
4958,196
4959,139
4960,99
4961,193
4962,271
4963,200
4964,224
4965,92
4966,160
4967,169
4968,187
4969,183
4970,127
4971,208
4972,97
4973,109
4974,96
4975,128
4976,137
4977,93
4978,190
4979,171
4980,174
4981,291
4982,194
4983,147
4984,107
4985,162
4986,102
4987,100
4988,119
4989,103
4990,84
4991,75
4992,124
4993,69
4994,75
4995,96
4996,91
4997,103
4998,44
4999,28
5000,53
5001,82
5002,92
5003,77
5004,93
5005,109
5006,74
5007,63
5008,79
5009,49
5010,57
5011,45
5012,87
5013,111
5014,52
5015,51
5016,90
5017,30
5018,44
5019,52
5020,55
5021,30
5022,47
5023,58
5024,69
5025,84
5026,60
5027,69
5028,51
5029,44
5030,41
5031,40
5032,65
5033,26
5034,24
5035,52
5036,28
5037,72
5038,24
5039,"44,195"
5040,"37,823"
5041,"12,660"
5042,"18,587"
5043,"24,006"
5044,"17,877"
5045,"17,770"
5046,"10,400"
5047,"12,796"
5048,"5,954"
5049,"11,469"
5050,"12,269"
5051,"7,091"
5052,"9,199"
5053,"9,606"
5054,"9,493"
5055,"3,667"
5056,"7,084"
5057,"6,232"
5058,"4,863"
5059,"5,378"
5060,"5,582"
5061,"3,305"
5062,"4,126"
5063,"5,328"
5064,"3,715"
5065,"5,170"
5066,"4,440"
5067,"4,305"
5068,"4,707"
5069,"4,726"
5070,"4,720"
5071,"2,742"
5072,"3,429"
5073,"2,988"
5074,"3,072"
5075,"2,410"
5076,"2,248"
5077,"2,485"
5078,"1,934"
5079,"3,875"
5080,"2,081"
5081,"2,603"
5082,"1,803"
5083,"1,909"
5084,"2,894"
5085,"2,630"
5086,"2,541"
5087,"1,758"
5088,"1,531"
5089,"1,504"
5090,"1,152"
5091,"1,828"
5092,"1,635"
5093,"2,121"
5094,"2,135"
5095,"1,423"
5096,"1,099"
5097,"1,197"
5098,"1,044"
5099,"1,212"
5100,"1,190"
5101,"1,651"
5102,"1,076"
5103,"1,959"
5104,"1,239"
5105,"1,721"
5106,"1,400"
5107,751
5108,449
5109,"1,117"
5110,"1,031"
5111,"1,165"
5112,628
5113,"1,025"
5114,844
5115,628
5116,"1,090"
5117,"1,697"
5118,832
5119,511
5120,925
5121,"1,322"
5122,881
5123,992
5124,793
5125,633
5126,"1,276"
5127,555
5128,411
5129,513
5130,538
5131,578
5132,964
5133,435
5134,558
5135,585
5136,526
5137,894
5138,462
5139,"1,143"
5140,728
5141,363
5142,373
5143,678
5144,418
5145,324
5146,384
5147,378
5148,430
5149,841
5150,494
5151,692
5152,779
5153,612
5154,413
5155,426
5156,361
5157,357
5158,226
5159,377
5160,625
5161,329
5162,357
5163,290
5164,477
5165,511
5166,352
5167,401
5168,227
5169,455
5170,462
5171,163
5172,240
5173,318
5174,607
5175,223
5176,251
5177,136
5178,159
5179,375
5180,441
5181,271
5182,440
5183,357
5184,145
5185,212
5186,246
5187,222
5188,143
5189,114
5190,226
5191,148
5192,247
5193,134
5194,156
5195,176
5196,139
5197,167
5198,148
5199,110
5200,102
5201,135
5202,219
5203,134
5204,203
5205,115
5206,267
5207,149
5208,146
5209,177
5210,237
5211,170
5212,101
5213,252
5214,71
5215,199
5216,144
5217,236
5218,151
5219,112
5220,84
5221,116
5222,193
5223,77
5224,90
5225,98
5226,41
5227,86
5228,100
5229,141
5230,92
5231,130
5232,122
5233,53
5234,163
5235,148
5236,101
5237,45
5238,148
5239,67
5240,59
5241,115
5242,107
5243,151
5244,80
5245,102
5246,48
5247,100
5248,88
5249,91
5250,64
5251,83
5252,113
5253,65
5254,64
5255,76
5256,67
5257,62
5258,57
5259,154
5260,47
5261,34
5262,44
5263,48
5264,62
5265,34
5266,82
5267,53
5268,36
5269,29
5270,54
5271,89
5272,37
5273,51
5274,45
5275,64
5276,52
5277,40
5278,17
5279,60
5280,29
5281,"41,603"
5282,"36,804"
5283,"13,752"
5284,"16,906"
5285,"22,701"
5286,"16,147"
5287,"15,933"
5288,"6,123"
5289,"13,083"
5290,"7,595"
5291,"11,061"
5292,"9,880"
5293,"6,881"
5294,"3,792"
5295,"7,834"
5296,"8,278"
5297,"6,116"
5298,"5,691"
5299,"7,959"
5300,"4,872"
5301,"6,336"
5302,"5,137"
5303,"3,315"
5304,"3,690"
5305,"5,180"
5306,"3,916"
5307,"3,397"
5308,"3,911"
5309,"4,728"
5310,"4,491"
5311,"4,199"
5312,"3,091"
5313,"2,548"
5314,"2,636"
5315,"3,119"
5316,"2,116"
5317,"2,530"
5318,"2,021"
5319,"1,981"
5320,"3,751"
5321,"2,625"
5322,"2,610"
5323,"1,675"
5324,"1,739"
5325,"1,107"
5326,"1,230"
5327,"2,444"
5328,"1,286"
5329,"1,540"
5330,"2,069"
5331,"1,408"
5332,531
5333,"1,329"
5334,"1,285"
5335,"2,009"
5336,"1,124"
5337,826
5338,954
5339,530
5340,672
5341,930
5342,"1,045"
5343,"1,369"
5344,972
5345,"1,531"
5346,597
5347,"1,121"
5348,"1,523"
5349,"1,799"
5350,778
5351,"1,073"
5352,982
5353,954
5354,"1,000"
5355,"1,003"
5356,848
5357,571
5358,869
5359,"1,039"
5360,696
5361,"1,234"
5362,802
5363,787
5364,745
5365,468
5366,561
5367,517
5368,"1,139"
5369,553
5370,483
5371,"1,016"
5372,598
5373,"1,148"
5374,398
5375,412
5376,850
5377,547
5378,578
5379,930
5380,408
5381,797
5382,436
5383,844
5384,216
5385,"1,087"
5386,349
5387,218
5388,792
5389,292
5390,376
5391,343
5392,226
5393,310
5394,318
5395,241
5396,343
5397,414
5398,321
5399,451
5400,223
5401,308
5402,297
5403,366
5404,253
5405,637
5406,308
5407,254
5408,172
5409,256
5410,407
5411,374
5412,119
5413,231
5414,213
5415,175
5416,151
5417,230
5418,336
5419,361
5420,128
5421,153
5422,244
5423,371
5424,125
5425,137
5426,111
5427,151
5428,225
5429,304
5430,374
5431,118
5432,195
5433,179
5434,66
5435,102
5436,133
5437,63
5438,189
5439,274
5440,125
5441,161
5442,98
5443,86
5444,71
5445,107
5446,168
5447,60
5448,156
5449,98
5450,105
5451,100
5452,145
5453,109
5454,115
5455,172
5456,46
5457,96
5458,125
5459,53
5460,122
5461,50
5462,81
5463,149
5464,67
5465,54
5466,83
5467,153
5468,122
5469,83
5470,64
5471,68
5472,73
5473,88
5474,101
5475,86
5476,103
5477,44
5478,62
5479,127
5480,81
5481,89
5482,90
5483,103
5484,51
5485,130
5486,46
5487,40
5488,50
5489,49
5490,81
5491,38
5492,28
5493,24
5494,31
5495,43
5496,38
5497,69
5498,20
5499,55
5500,25
5501,28
5502,48
5503,19
5504,23
5505,46
5506,"39,028"
5507,"35,418"
5508,"14,365"
5509,"15,783"
5510,"21,896"
5511,"14,325"
5512,"6,248"
5513,"14,041"
5514,"13,622"
5515,"10,136"
5516,"3,885"
5517,"6,671"
5518,"5,486"
5519,"8,352"
5520,"5,938"
5521,"5,037"
5522,"5,953"
5523,"5,992"
5524,"6,395"
5525,"6,962"
5526,"3,214"
5527,"4,548"
5528,"5,854"
5529,"3,643"
5530,"4,596"
5531,"4,726"
5532,"3,568"
5533,"3,553"
5534,"4,284"
5535,"3,912"
5536,"3,161"
5537,"2,718"
5538,"2,702"
5539,"2,831"
5540,"1,976"
5541,"2,727"
5542,"1,928"
5543,"3,473"
5544,"2,575"
5545,"1,484"
5546,"1,321"
5547,"1,624"
5548,620
5549,"1,048"
5550,"1,376"
5551,"1,889"
5552,"2,328"
5553,"1,340"
5554,"1,365"
5555,885
5556,775
5557,"1,212"
5558,545
5559,998
5560,"1,159"
5561,752
5562,"1,774"
5563,"1,236"
5564,"1,336"
5565,938
5566,"1,097"
5567,"1,458"
5568,592
5569,"1,443"
5570,"1,079"
5571,553
5572,989
5573,535
5574,642
5575,"1,073"
5576,780
5577,814
5578,"1,500"
5579,666
5580,792
5581,594
5582,595
5583,"1,059"
5584,534
5585,961
5586,570
5587,614
5588,506
5589,729
5590,269
5591,418
5592,370
5593,275
5594,777
5595,386
5596,469
5597,325
5598,567
5599,861
5600,394
5601,457
5602,346
5603,437
5604,700
5605,872
5606,702
5607,235
5608,307
5609,974
5610,755
5611,669
5612,336
5613,316
5614,260
5615,351
5616,300
5617,373
5618,318
5619,229
5620,322
5621,186
5622,229
5623,200
5624,143
5625,294
5626,256
5627,409
5628,353
5629,199
5630,153
5631,322
5632,334
5633,466
5634,395
5635,104
5636,241
5637,140
5638,139
5639,99
5640,213
5641,219
5642,145
5643,192
5644,310
5645,225
5646,302
5647,245
5648,208
5649,443
5650,122
5651,213
5652,122
5653,78
5654,115
5655,189
5656,158
5657,121
5658,97
5659,97
5660,69
5661,94
5662,98
5663,88
5664,149
5665,186
5666,59
5667,89
5668,69
5669,96
5670,128
5671,53
5672,85
5673,83
5674,83
5675,130
5676,54
5677,53
5678,82
5679,60
5680,74
5681,164
5682,57
5683,151
5684,73
5685,123
5686,47
5687,66
5688,98
5689,67
5690,45
5691,87
5692,55
5693,79
5694,45
5695,23
5696,26
5697,43
5698,28
5699,64
5700,56
5701,93
5702,80
5703,61
5704,52
5705,58
5706,39
5707,74
5708,31
5709,87
5710,38
5711,28
5712,31
5713,45
5714,60
5715,64
5716,95
5717,95
5718,44
5719,45
5720,57
5721,"32,073"
5722,"34,585"
5723,"14,277"
5724,"14,031"
5725,"20,261"
5726,"5,959"
5727,"12,347"
5728,"13,598"
5729,"12,371"
5730,"3,792"
5731,"9,008"
5732,"5,934"
5733,"5,884"
5734,"4,975"
5735,"6,741"
5736,"5,434"
5737,"5,468"
5738,"2,978"
5739,"3,686"
5740,"5,716"
5741,"4,931"
5742,"3,504"
5743,"3,850"
5744,"3,142"
5745,"4,370"
5746,"4,124"
5747,"2,910"
5748,"3,119"
5749,"3,894"
5750,"3,796"
5751,"2,749"
5752,"3,138"
5753,"3,850"
5754,"2,065"
5755,"1,884"
5756,"1,818"
5757,"1,406"
5758,663
5759,"2,475"
5760,"3,196"
5761,"2,216"
5762,"1,141"
5763,993
5764,"1,480"
5765,929
5766,"1,541"
5767,683
5768,890
5769,"1,371"
5770,"2,102"
5771,"1,096"
5772,"1,118"
5773,673
5774,739
5775,"1,309"
5776,"1,276"
5777,862
5778,953
5779,569
5780,771
5781,"1,059"
5782,"1,546"
5783,568
5784,975
5785,"1,090"
5786,"1,009"
5787,778
5788,746
5789,627
5790,779
5791,482
5792,"1,321"
5793,275
5794,730
5795,"1,053"
5796,314
5797,430
5798,587
5799,497
5800,637
5801,963
5802,484
5803,597
5804,451
5805,381
5806,"1,016"
5807,248
5808,352
5809,389
5810,516
5811,427
5812,791
5813,266
5814,248
5815,616
5816,244
5817,336
5818,130
5819,731
5820,302
5821,245
5822,337
5823,280
5824,171
5825,869
5826,152
5827,122
5828,314
5829,222
5830,307
5831,231
5832,541
5833,611
5834,210
5835,181
5836,131
5837,225
5838,145
5839,344
5840,242
5841,336
5842,216
5843,338
5844,194
5845,260
5846,199
5847,125
5848,85
5849,152
5850,248
5851,89
5852,209
5853,116
5854,109
5855,121
5856,226
5857,211
5858,100
5859,99
5860,253
5861,73
5862,265
5863,280
5864,178
5865,120
5866,96
5867,66
5868,84
5869,179
5870,80
5871,85
5872,90
5873,80
5874,77
5875,268
5876,49
5877,67
5878,49
5879,177
5880,56
5881,121
5882,35
5883,63
5884,72
5885,34
5886,67
5887,99
5888,72
5889,45
5890,104
5891,61
5892,95
5893,32
5894,29
5895,74
5896,58
5897,47
5898,57
5899,38
5900,55
5901,35
5902,49
5903,50
5904,69
5905,62
5906,45
5907,34
5908,22
5909,89
5910,78
5911,92
5912,59
5913,37
5914,54
5915,30
5916,80
5917,47
5918,"29,926"
5919,"32,401"
5920,"14,367"
5921,"12,015"
5922,"6,021"
5923,"19,424"
5924,"10,990"
5925,"13,729"
5926,"11,863"
5927,"3,797"
5928,"8,143"
5929,"6,014"
5930,"5,149"
5931,"5,115"
5932,"5,236"
5933,"2,950"
5934,"4,784"
5935,"5,052"
5936,"4,754"
5937,"3,091"
5938,"3,283"
5939,"3,338"
5940,"2,994"
5941,"4,029"
5942,"3,324"
5943,"2,796"
5944,"3,802"
5945,"2,848"
5946,"2,997"
5947,"3,792"
5948,"2,153"
5949,804
5950,"3,001"
5951,"1,861"
5952,"1,541"
5953,"1,085"
5954,"1,713"
5955,"2,459"
5956,"2,975"
5957,"1,679"
5958,"1,554"
5959,716
5960,866
5961,"2,057"
5962,"1,424"
5963,953
5964,767
5965,956
5966,"1,419"
5967,"1,185"
5968,"1,776"
5969,780
5970,662
5971,916
5972,978
5973,"1,946"
5974,646
5975,818
5976,"1,275"
5977,545
5978,"1,041"
5979,556
5980,687
5981,345
5982,368
5983,749
5984,770
5985,"1,153"
5986,898
5987,"1,074"
5988,"1,252"
5989,707
5990,872
5991,551
5992,655
5993,802
5994,480
5995,336
5996,"1,057"
5997,322
5998,488
5999,201
6000,322
6001,189
6002,355
6003,383
6004,442
6005,312
6006,416
6007,481
6008,258
6009,203
6010,343
6011,256
6012,439
6013,324
6014,156
6015,364
6016,732
6017,303
6018,349
6019,713
6020,345
6021,326
6022,197
6023,602
6024,244
6025,495
6026,180
6027,279
6028,321
6029,786
6030,156
6031,145
6032,96
6033,107
6034,346
6035,415
6036,469
6037,233
6038,103
6039,111
6040,125
6041,150
6042,204
6043,106
6044,118
6045,134
6046,280
6047,104
6048,138
6049,97
6050,240
6051,85
6052,84
6053,165
6054,89
6055,91
6056,161
6057,120
6058,165
6059,178
6060,186
6061,55
6062,209
6063,80
6064,163
6065,65
6066,55
6067,173
6068,73
6069,35
6070,42
6071,52
6072,66
6073,58
6074,57
6075,63
6076,82
6077,120
6078,70
6079,24
6080,63
6081,67
6082,46
6083,52
6084,52
6085,36
6086,47
6087,26
6088,58
6089,84
6090,47
6091,161
6092,80
6093,67
6094,27
6095,42
6096,65
6097,80
6098,66
6099,81
6100,49
6101,40
