,Power
3642,70.33333333
3643,233.0
3644,106.3023256
3645,93.5
3646,174.3333333
3647,56.25
3648,120.3333333
3649,147.0
3650,102.0
3651,112.0714286
3652,294.0
3653,74.0
3654,274.0
3655,71.0
3656,239.0
3657,96.05263158
3658,68.57142857
3659,63.56410256
3660,130.25
3661,89.46153846
3662,75.57692308
3663,67.95652174
3664,94.03389831
3665,74.0
3666,126.1111111
3667,60.96296296
3668,87.31034483
3669,71.33333333
3670,67.0
3671,106.225
3672,53.88235294
3673,60.8
3674,99.0
3675,91.61016949
3676,53.81818182
3677,92.82051282
3678,93.58695652
3679,72.58139535
3680,125.4358974
3681,50.875
3682,70.25
3683,131.6
3684,81.66666667
3685,225.0
3686,69.875
3687,182.5714286
3688,117.7058824
3689,74.4
3690,149.7096774
3691,68.26923077
3692,67.0
3693,45.0
3694,70.92156863
3695,84.92682927
3696,105.1692308
3697,192.4
3698,103.6769231
3699,86.45454545
3700,60.11111111
3701,76.31578947
3702,75.4
3703,72.85185185
3704,124.8571429
3705,57.86666667
3706,85.71428571
3707,70.0
3708,137.7741935
3709,48.0
3710,66.97058824
3711,93.01190476
3712,103.4285714
3713,87.07692308
3714,81.375
3715,59.5
3716,223.5454545
3717,91.75
3718,98.04761905
3719,84.2
3720,113.3529412
3721,135.2909091
3722,196.3361345
3723,114.6818182
3724,117.4311927
3725,111.0
3726,109.6666667
3727,94.33333333
3728,94.0625
3729,49.28571429
3730,88.73333333
3731,166.0
3732,199.7272727
3733,95.0
3734,64.2
3735,40.0
3736,110.0
3737,29.0
3738,112.75
3739,145.0
3740,66.66666667
3741,68.90909091
3742,75.64864865
3743,125.7058824
3744,125.36
3745,103.0
3746,97.6
3747,92.30769231
3748,82.2
3749,33.33333333
3750,166.3157895
3751,53.0
3752,78.85294118
3753,172.3157895
3754,92.33333333
3755,80.0
3756,80.8125
3757,250.0
3758,167.25
3759,178.5555556
3760,78.0
3761,116.2916667
3762,135.5
3763,58.66666667
3764,146.122449
3765,114.0
3766,105.0
3767,114.8202247
3768,50.0
3769,79.875
3770,73.48837209
3771,44.0
3772,105.5454545
3773,188.3333333
3774,47.75
3775,104.2264151
3776,68.75
3777,67.68421053
3778,85.28
3779,97.57894737
3780,110.6666667
3781,107.3793103
3782,184.1666667
3783,92.36363636
3784,115.0
3785,293.5333333
3786,72.42857143
3787,93.6
3788,74.0
3789,52.44444444
3790,74.21428571
3791,47.0
3792,82.15789474
3793,61.27272727
3794,117.5789474
3795,67.0
3796,101.12
3797,98.0
3798,213.5
3799,89.0
3800,196.3361345
3801,246.3333333
3802,104.2017544
3803,115.8333333
3804,67.33333333
3805,47.45454545
3806,98.2
3807,50.0
3808,115.4666667
3809,96.0
3810,95.09677419
3811,283.0
3812,309.0
3813,71.0
3814,73.08333333
3815,102.0
3816,66.35483871
3817,115.3333333
3818,138.2833333
3819,113.375
3820,96.92592593
3821,80.0
3822,55.0
3823,118.1851852
3824,61.0
3825,105.0
3826,69.0
3827,110.0
3828,109.1052632
3829,223.8333333
3830,98.0
3831,80.5
3832,67.02325581
3833,82.15789474
3834,420.0
3835,115.3
3836,83.0
3837,70.30769231
3838,51.4
3839,64.47619048
3840,120.1538462
3841,117.0243902
3842,94.0
3843,128.5
3844,69.0
3845,51.33333333
3846,75.0
3847,110.5
3848,84.0
3849,144.6363636
3850,51.0
3851,100.8
3852,133.3333333
3853,104.1428571
3854,134.3333333
3855,91.75
3856,72.0
3857,126.5
3858,77.0
3859,82.0
3860,250.0
3861,137.5
3862,118.0
3863,119.6666667
3864,90.88461538
3865,75.0
3866,82.25
3867,126.1451613
3868,87.71428571
3869,336.0
3870,59.875
3871,80.92592593
3872,98.0
3873,90.94117647
3874,105.875
3875,76.0
3876,41.4
3877,99.0
3878,74.0
3879,121.8571429
3880,54.35714286
3881,91.6
3882,70.0
3883,47.14285714
3884,163.5
3885,173.0
3886,110.0
3887,87.71428571
3888,79.30645161
3889,230.0
3890,78.4
3891,49.8
3892,110.3333333
3893,228.0
3894,89.2
3895,207.6097561
3896,89.34782609
3897,177.0
3898,67.0
3899,120.4255319
3900,104.6363636
3901,100.6666667
3902,202.125
3903,30.0
3904,98.57142857
3905,131.0
3906,103.5
3907,213.1538462
3908,43.0
3909,52.0
3910,110.0
3911,390.0
3912,64.0
3913,131.6
3914,35.8
3915,82.15789474
3916,250.0
3917,66.0
3918,151.6666667
3919,117.7857143
3920,48.0
3921,130.5555556
3922,56.25
3923,109.0769231
3924,235.0
3925,220.0
3926,235.0
3927,43.0
3928,100.6666667
3929,129.5
3930,450.0
3931,50.25
3932,104.1666667
3933,253.6666667
3934,64.625
3935,110.0
3936,233.0
3937,93.5
3938,66.0
3939,75.0
3940,96.0
3941,147.0
3942,326.0
3943,74.0
3944,69.0
3945,111.2
3946,73.0
3947,94.03846154
3948,166.0
3949,72.625
3950,112.0714286
3951,71.0
3952,239.0
3953,149.0
3954,274.0
3955,105.0740741
3956,148.5185185
3957,68.57142857
3958,63.56410256
3959,130.25
3960,89.46153846
3961,67.95652174
3962,75.57692308
3963,74.0
3964,60.96296296
3965,126.1111111
3966,94.03389831
3967,87.31034483
3968,67.0
3969,53.88235294
3970,106.225
3971,71.33333333
3972,70.25
3973,60.8
3974,91.61016949
3975,53.81818182
3976,50.875
3977,99.0
3978,93.58695652
3979,69.875
3980,92.82051282
3981,125.4358974
3982,225.0
3983,72.58139535
3984,68.26923077
3985,117.7058824
3986,182.5714286
3987,81.66666667
3988,131.6
3989,45.0
3990,60.11111111
3991,67.0
3992,84.92682927
3993,70.92156863
3994,149.7096774
3995,74.4
3996,57.86666667
3997,72.85185185
3998,87.07692308
3999,192.4
4000,105.1692308
4001,59.5
4002,75.4
4003,76.31578947
4004,70.0
4005,48.0
4006,103.6769231
4007,49.28571429
4008,85.71428571
4009,81.375
4010,91.75
4011,124.8571429
4012,64.2
4013,137.7741935
4014,223.5454545
4015,114.6818182
4016,103.4285714
4017,88.73333333
4018,93.01190476
4019,94.0625
4020,66.97058824
4021,86.45454545
4022,109.6666667
4023,196.3361345
4024,113.3529412
4025,166.0
4026,29.0
4027,117.4311927
4028,125.36
4029,110.0
4030,135.2909091
4031,68.90909091
4032,84.2
4033,66.66666667
4034,125.7058824
4035,98.04761905
4036,199.7272727
4037,94.33333333
4038,92.30769231
4039,80.8125
4040,33.33333333
4041,40.0
4042,103.0
4043,112.75
4044,67.68421053
4045,95.0
4046,145.0
4047,53.0
4048,97.6
4049,82.2
4050,44.0
4051,78.0
4052,58.66666667
4053,135.5
4054,250.0
4055,52.44444444
4056,73.48837209
4057,105.5454545
4058,111.0
4059,79.875
4060,105.0
4061,110.6666667
4062,72.42857143
4063,166.3157895
4064,114.0
4065,78.85294118
4066,172.3157895
4067,146.122449
4068,107.3793103
4069,116.2916667
4070,97.57894737
4071,93.6
4072,74.0
4073,50.0
4074,101.12
4075,178.5555556
4076,47.75
4077,47.0
4078,115.0
4079,188.3333333
4080,196.3361345
4081,82.15789474
4082,74.21428571
4083,184.1666667
4084,293.5333333
4085,114.8202247
4086,96.92592593
4087,167.25
4088,115.4666667
4089,89.0
4090,98.0
4091,67.33333333
4092,92.33333333
4093,85.28
4094,71.0
4095,104.2264151
4096,102.0
4097,73.08333333
4098,67.0
4099,104.2017544
4100,68.75
4101,213.5
4102,117.5789474
4103,115.8333333
4104,75.64864865
4105,47.45454545
4106,96.0
4107,66.35483871
4108,283.0
4109,64.47619048
4110,80.0
4111,120.1538462
4112,115.3333333
4113,98.0
4114,110.5
4115,83.0
4116,70.30769231
4117,309.0
4118,69.0
4119,50.0
4120,72.0
4121,95.09677419
4122,246.3333333
4123,117.0243902
4124,51.0
4125,80.92592593
4126,51.33333333
4127,104.1428571
4128,115.3
4129,110.0
4130,67.02325581
4131,138.2833333
4132,51.4
4133,55.0
4134,80.5
4135,133.3333333
4136,100.8
4137,109.1052632
4138,47.14285714
4139,90.88461538
4140,94.0
4141,250.0
4142,61.0
4143,420.0
4144,84.0
4145,137.5
4146,118.0
4147,49.8
4148,54.35714286
4149,75.0
4150,134.3333333
4151,105.0
4152,119.6666667
4153,75.0
4154,92.36363636
4155,41.4
4156,82.15789474
4157,223.8333333
4158,91.75
4159,98.2
4160,126.1451613
4161,87.71428571
4162,80.0
4163,77.0
4164,91.6
4165,82.0
4166,336.0
4167,90.94117647
4168,126.5
4169,121.8571429
4170,98.0
4171,78.4
4172,67.0
4173,113.375
4174,59.875
4175,30.0
4176,173.0
4177,104.6363636
4178,163.5
4179,87.71428571
4180,144.6363636
4181,110.0
4182,110.3333333
4183,128.5
4184,131.0
4185,52.0
4186,100.6666667
4187,56.25
4188,82.25
4189,99.0
4190,118.1851852
4191,230.0
4192,228.0
4193,120.4255319
4194,98.57142857
4195,43.0
4196,74.0
4197,50.25
4198,177.0
4199,105.875
4200,89.2
4201,207.6097561
4202,390.0
4203,82.15789474
4204,76.0
4205,66.0
4206,48.0
4207,61.27272727
4208,66.0
4209,131.6
4210,103.5
4211,79.30645161
4212,235.0
4213,250.0
4214,235.0
4215,220.0
4216,43.0
4217,100.6666667
4218,130.5555556
4219,450.0
4220,69.0
4221,93.5
4222,233.0
4223,73.0
4224,110.0
4225,74.0
4226,96.0
4227,147.0
4228,66.0
4229,56.85714286
4230,18.0
4231,105.0740741
4232,149.0
4233,49.33333333
4234,166.0
4235,71.0
4236,57.0
4237,55.0
4238,239.0
4239,69.0
4240,253.6666667
4241,74.0
4242,117.7857143
4243,68.57142857
4244,63.56410256
4245,130.25
4246,74.0
4247,89.46153846
4248,67.95652174
4249,75.57692308
4250,60.96296296
4251,126.1111111
4252,67.0
4253,70.25
4254,53.88235294
4255,87.31034483
4256,106.225
4257,94.03389831
4258,50.875
4259,69.875
4260,71.33333333
4261,91.61016949
4262,60.8
4263,53.81818182
4264,99.0
4265,93.58695652
4266,60.11111111
4267,45.0
4268,68.26923077
4269,92.82051282
4270,225.0
4271,125.4358974
4272,117.7058824
4273,67.0
4274,182.5714286
4275,87.07692308
4276,84.92682927
4277,70.92156863
4278,131.6
4279,59.5
4280,81.66666667
4281,57.86666667
4282,72.58139535
4283,72.85185185
4284,49.28571429
4285,149.7096774
4286,64.2
4287,74.4
4288,192.4
4289,48.0
4290,91.75
4291,81.375
4292,75.4
4293,76.31578947
4294,70.0
4295,85.71428571
4296,114.6818182
4297,105.1692308
4298,223.5454545
4299,88.73333333
4300,124.8571429
4301,103.6769231
4302,125.36
4303,103.4285714
4304,80.8125
4305,29.0
4306,67.68421053
4307,137.7741935
4308,110.0
4309,109.6666667
4310,94.0625
4311,166.0
4312,33.33333333
4313,196.3361345
4314,125.7058824
4315,52.44444444
4316,68.90909091
4317,92.30769231
4318,113.3529412
4319,44.0
4320,66.66666667
4321,103.0
4322,93.01190476
4323,117.4311927
4324,53.0
4325,135.2909091
4326,78.0
4327,199.7272727
4328,58.66666667
4329,40.0
4330,94.33333333
4331,135.5
4332,112.75
4333,66.97058824
4334,84.2
4335,73.48837209
4336,250.0
4337,97.6
4338,105.5454545
4339,82.2
4340,110.6666667
4341,72.42857143
4342,98.04761905
4343,101.12
4344,145.0
4345,79.875
4346,105.0
4347,96.92592593
4348,95.0
4349,74.0
4350,196.3361345
4351,93.6
4352,47.0
4353,107.3793103
4354,97.57894737
4355,82.15789474
4356,114.0
4357,115.0
4358,74.21428571
4359,115.4666667
4360,166.3157895
4361,78.85294118
4362,47.75
4363,50.0
4364,71.0
4365,67.33333333
4366,120.1538462
4367,172.3157895
4368,116.2916667
4369,184.1666667
4370,89.0
4371,293.5333333
4372,102.0
4373,146.122449
4374,64.47619048
4375,98.0
4376,73.08333333
4377,80.92592593
4378,86.45454545
4379,47.14285714
4380,188.3333333
4381,69.0
4382,66.35483871
4383,110.5
4384,178.5555556
4385,49.8
4386,72.0
4387,104.2017544
4388,51.0
4389,54.35714286
4390,115.3333333
4391,117.0243902
4392,213.5
4393,70.30769231
4394,283.0
4395,83.0
4396,115.8333333
4397,47.45454545
4398,96.0
4399,67.0
4400,51.33333333
4401,98.0
4402,104.1428571
4403,114.8202247
4404,50.0
4405,90.88461538
4406,117.5789474
4407,250.0
4408,41.4
4409,133.3333333
4410,100.8
4411,115.3
4412,137.5
4413,85.28
4414,118.0
4415,67.0
4416,309.0
4417,91.6
4418,119.6666667
4419,94.0
4420,51.4
4421,78.4
4422,110.0
4423,75.0
4424,67.02325581
4425,84.0
4426,111.0
4427,75.0
4428,30.0
4429,134.3333333
4430,420.0
4431,91.75
4432,52.0
4433,87.71428571
4434,138.2833333
4435,56.25
4436,90.94117647
4437,167.25
4438,80.5
4439,126.1451613
4440,121.8571429
4441,104.6363636
4442,336.0
4443,109.1052632
4444,98.0
4445,77.0
4446,173.0
4447,131.0
4448,55.0
4449,50.25
4450,246.3333333
4451,110.3333333
4452,87.71428571
4453,104.2264151
4454,61.0
4455,110.0
4456,163.5
4457,59.875
4458,100.6666667
4459,95.09677419
4460,82.0
4461,92.33333333
4462,68.75
4463,126.5
4464,82.15789474
4465,43.0
4466,66.0
4467,98.57142857
4468,230.0
4469,223.8333333
4470,120.4255319
4471,69.0
4472,82.15789474
4473,66.0
4474,390.0
4475,56.85714286
4476,235.0
4477,48.0
4478,228.0
4479,235.0
4480,18.0
4481,66.0
4482,55.0
4483,207.6097561
4484,43.0
4485,49.33333333
4486,80.0
4487,99.0
4488,220.0
4489,100.6666667
4490,73.0
4491,93.5
4492,105.875
4493,105.0740741
4494,105.0
4495,450.0
4496,74.0
4497,177.0
4498,250.0
4499,105.0
4500,15.6
4501,144.6363636
4502,57.0
4503,89.2
4504,149.0
4505,233.0
4506,147.0
4507,74.0
4508,53.33928571
4509,96.0
4510,57.36363636
4511,131.6
4512,166.0
4513,81.69230769
4514,44.55555556
4515,43.0
4516,71.0
4517,74.8
4518,130.5555556
4519,239.0
4520,68.57142857
4521,63.56410256
4522,74.0
4523,89.46153846
4524,130.25
4525,67.95652174
4526,70.25
4527,60.96296296
4528,75.57692308
4529,126.1111111
4530,67.0
4531,53.88235294
4532,50.875
4533,106.225
4534,87.31034483
4535,69.875
4536,60.11111111
4537,91.61016949
4538,93.58695652
4539,45.0
4540,99.0
4541,87.07692308
4542,68.26923077
4543,53.81818182
4544,94.03389831
4545,60.8
4546,225.0
4547,67.0
4548,59.5
4549,71.33333333
4550,117.7058824
4551,125.4358974
4552,70.92156863
4553,49.28571429
4554,57.86666667
4555,182.5714286
4556,84.92682927
4557,92.82051282
4558,72.85185185
4559,64.2
4560,81.66666667
4561,131.6
4562,91.75
4563,81.375
4564,48.0
4565,76.31578947
4566,149.7096774
4567,114.6818182
4568,192.4
4569,75.4
4570,67.68421053
4571,88.73333333
4572,223.5454545
4573,85.71428571
4574,80.8125
4575,70.0
4576,52.44444444
4577,125.36
4578,72.58139535
4579,29.0
4580,110.0
4581,103.4285714
4582,33.33333333
4583,74.4
4584,44.0
4585,124.8571429
4586,166.0
4587,125.7058824
4588,105.1692308
4589,109.6666667
4590,196.3361345
4591,68.90909091
4592,137.7741935
4593,103.6769231
4594,53.0
4595,103.0
4596,66.66666667
4597,78.0
4598,58.66666667
4599,135.5
4600,92.30769231
4601,94.0625
4602,113.3529412
4603,73.48837209
4604,101.12
4605,110.6666667
4606,96.92592593
4607,117.4311927
4608,72.42857143
4609,250.0
4610,105.5454545
4611,196.3361345
4612,112.75
4613,93.01190476
4614,135.2909091
4615,74.0
4616,94.33333333
4617,199.7272727
4618,82.2
4619,47.0
4620,97.6
4621,93.6
4622,40.0
4623,105.0
4624,47.14285714
4625,120.1538462
4626,115.4666667
4627,80.92592593
4628,107.3793103
4629,82.15789474
4630,49.8
4631,79.875
4632,74.21428571
4633,97.57894737
4634,69.0
4635,64.47619048
4636,71.0
4637,145.0
4638,115.0
4639,114.0
4640,67.33333333
4641,110.5
4642,102.0
4643,54.35714286
4644,89.0
4645,98.04761905
4646,72.0
4647,84.2
4648,73.08333333
4649,293.5333333
4650,66.35483871
4651,95.0
4652,166.3157895
4653,98.0
4654,117.0243902
4655,51.0
4656,184.1666667
4657,50.0
4658,70.30769231
4659,116.2916667
4660,51.33333333
4661,172.3157895
4662,83.0
4663,67.0
4664,66.97058824
4665,47.75
4666,41.4
4667,90.88461538
4668,146.122449
4669,104.1428571
4670,250.0
4671,52.0
4672,78.85294118
4673,56.25
4674,78.4
4675,137.5
4676,91.6
4677,115.3333333
4678,50.0
4679,283.0
4680,47.45454545
4681,188.3333333
4682,104.2017544
4683,133.3333333
4684,118.0
4685,100.8
4686,115.8333333
4687,30.0
4688,98.0
4689,50.25
4690,213.5
4691,96.0
4692,119.6666667
4693,75.0
4694,115.3
4695,94.0
4696,104.6363636
4697,309.0
4698,67.0
4699,178.5555556
4700,90.94117647
4701,420.0
4702,51.4
4703,84.0
4704,117.5789474
4705,131.0
4706,87.71428571
4707,121.8571429
4708,134.3333333
4709,173.0
4710,91.75
4711,110.0
4712,98.0
4713,126.1451613
4714,336.0
4715,66.0
4716,110.3333333
4717,87.71428571
4718,69.0
4719,100.6666667
4720,77.0
4721,110.0
4722,56.85714286
4723,163.5
4724,67.02325581
4725,138.2833333
4726,75.0
4727,43.0
4728,85.28
4729,98.57142857
4730,55.0
4731,59.875
4732,18.0
4733,66.0
4734,15.6
4735,49.33333333
4736,105.0
4737,235.0
4738,114.8202247
4739,57.36363636
4740,82.15789474
4741,66.0
4742,120.4255319
4743,80.5
4744,44.55555556
4745,53.33928571
4746,105.0740741
4747,57.0
4748,82.0
4749,126.5
4750,74.0
4751,235.0
4752,390.0
4753,230.0
4754,93.5
4755,73.0
4756,74.0
4757,48.0
4758,109.1052632
4759,43.0
4760,207.6097561
4761,149.0
4762,100.6666667
4763,220.0
4764,43.0
4765,54.0
4766,450.0
4767,81.69230769
4768,233.0
4769,147.0
4770,74.8
4771,98.0
4772,166.0
4773,46.0
4774,96.0
4775,155.5454545
4776,250.0
4777,71.0
4778,61.66666667
4779,51.5
4780,177.0
4781,228.0
4782,68.57142857
4783,63.56410256
4784,74.0
4785,70.25
4786,89.46153846
4787,67.95652174
4788,130.25
4789,60.96296296
4790,75.57692308
4791,126.1111111
4792,50.875
4793,67.0
4794,53.88235294
4795,60.11111111
4796,69.875
4797,106.225
4798,91.61016949
4799,87.07692308
4800,87.31034483
4801,45.0
4802,93.58695652
4803,68.26923077
4804,59.5
4805,49.28571429
4806,67.0
4807,99.0
4808,225.0
4809,57.86666667
4810,64.2
4811,70.92156863
4812,117.7058824
4813,125.4358974
4814,53.81818182
4815,72.85185185
4816,182.5714286
4817,84.92682927
4818,60.8
4819,91.75
4820,92.82051282
4821,81.375
4822,131.6
4823,67.68421053
4824,114.6818182
4825,81.66666667
4826,52.44444444
4827,76.31578947
4828,48.0
4829,94.03389831
4830,80.8125
4831,88.73333333
4832,223.5454545
4833,71.33333333
4834,192.4
4835,125.36
4836,75.4
4837,85.71428571
4838,149.7096774
4839,29.0
4840,44.0
4841,70.0
4842,110.0
4843,33.33333333
4844,166.0
4845,125.7058824
4846,109.6666667
4847,103.4285714
4848,53.0
4849,196.3361345
4850,96.92592593
4851,101.12
4852,124.8571429
4853,135.5
4854,58.66666667
4855,68.90909091
4856,103.0
4857,137.7741935
4858,78.0
4859,110.6666667
4860,73.48837209
4861,47.14285714
4862,72.58139535
4863,72.42857143
4864,196.3361345
4865,250.0
4866,80.92592593
4867,92.30769231
4868,66.66666667
4869,105.1692308
4870,120.1538462
4871,74.0
4872,103.6769231
4873,105.5454545
4874,69.0
4875,49.8
4876,93.6
4877,113.3529412
4878,115.4666667
4879,117.4311927
4880,47.0
4881,94.0625
4882,82.15789474
4883,82.2
4884,105.0
4885,54.35714286
4886,107.3793103
4887,112.75
4888,97.6
4889,64.47619048
4890,74.4
4891,94.33333333
4892,110.5
4893,199.7272727
4894,71.0
4895,72.0
4896,74.21428571
4897,135.2909091
4898,97.57894737
4899,102.0
4900,67.33333333
4901,89.0
4902,52.0
4903,79.875
4904,40.0
4905,117.0243902
4906,67.0
4907,93.01190476
4908,115.0
4909,56.25
4910,51.0
4911,293.5333333
4912,114.0
4913,73.08333333
4914,41.4
4915,66.35483871
4916,50.25
4917,51.33333333
4918,70.30769231
4919,90.88461538
4920,83.0
4921,250.0
4922,78.4
4923,91.6
4924,145.0
4925,104.1428571
4926,137.5
4927,98.0
4928,118.0
4929,30.0
4930,133.3333333
4931,166.3157895
4932,184.1666667
4933,100.8
4934,50.0
4935,104.6363636
4936,283.0
4937,56.85714286
4938,95.0
4939,119.6666667
4940,47.45454545
4941,69.0
4942,50.0
4943,104.2017544
4944,75.0
4945,309.0
4946,131.0
4947,98.0
4948,146.122449
4949,66.0
4950,115.8333333
4951,90.94117647
4952,94.0
4953,173.0
4954,172.3157895
4955,420.0
4956,116.2916667
4957,15.6
4958,121.8571429
4959,115.3
4960,55.0
4961,87.71428571
4962,115.3333333
4963,98.0
4964,84.0
4965,57.36363636
4966,91.75
4967,134.3333333
4968,213.5
4969,110.3333333
4970,18.0
4971,47.75
4972,66.0
4973,100.6666667
4974,105.0
4975,49.33333333
4976,336.0
4977,44.55555556
4978,126.1451613
4979,87.71428571
4980,163.5
4981,110.0
4982,110.0
4983,117.5789474
4984,43.0
4985,188.3333333
4986,53.33928571
4987,98.57142857
4988,77.0
4989,96.0
4990,54.0
4991,235.0
4992,74.0
4993,105.0740741
4994,57.0
4995,98.04761905
4996,67.0
4997,82.15789474
4998,74.0
4999,43.0
5000,46.0
5001,51.4
5002,66.0
5003,93.5
5004,235.0
5005,78.85294118
5006,73.0
5007,98.0
5008,59.875
5009,61.66666667
5010,149.0
5011,74.8
5012,43.0
5013,120.4255319
5014,390.0
5015,81.69230769
5016,207.6097561
5017,51.5
5018,147.0
5019,450.0
5020,220.0
5021,233.0
5022,70.0
5023,155.5454545
5024,100.6666667
5025,138.2833333
5026,230.0
5027,178.5555556
5028,166.0
5029,59.6
5030,71.0
5031,85.28
5032,234.0
5033,34.0
5034,49.42857143
5035,96.0
5036,75.0
5037,22.33333333
5038,61.76470588
5039,68.57142857
5040,63.56410256
5041,70.25
5042,74.0
5043,89.46153846
5044,67.95652174
5045,60.96296296
5046,130.25
5047,50.875
5048,60.11111111
5049,75.57692308
5050,126.1111111
5051,69.875
5052,53.88235294
5053,67.0
5054,106.225
5055,87.07692308
5056,91.61016949
5057,45.0
5058,59.5
5059,49.28571429
5060,68.26923077
5061,64.2
5062,93.58695652
5063,67.0
5064,57.86666667
5065,87.31034483
5066,225.0
5067,70.92156863
5068,72.85185185
5069,117.7058824
5070,125.4358974
5071,99.0
5072,182.5714286
5073,91.75
5074,84.92682927
5075,67.68421053
5076,81.375
5077,52.44444444
5078,53.81818182
5079,114.6818182
5080,80.8125
5081,88.73333333
5082,76.31578947
5083,223.5454545
5084,131.6
5085,60.8
5086,125.36
5087,92.82051282
5088,48.0
5089,81.66666667
5090,44.0
5091,29.0
5092,85.71428571
5093,110.0
5094,192.4
5095,33.33333333
5096,75.4
5097,96.92592593
5098,47.14285714
5099,101.12
5100,109.6666667
5101,166.0
5102,70.0
5103,125.7058824
5104,53.0
5105,149.7096774
5106,135.5
5107,80.92592593
5108,69.0
5109,196.3361345
5110,58.66666667
5111,110.6666667
5112,196.3361345
5113,103.0
5114,120.1538462
5115,78.0
5116,72.42857143
5117,103.4285714
5118,68.90909091
5119,49.8
5120,73.48837209
5121,137.7741935
5122,250.0
5123,74.0
5124,115.4666667
5125,93.6
5126,124.8571429
5127,54.35714286
5128,52.0
5129,105.5454545
5130,112.75
5131,47.0
5132,82.15789474
5133,64.47619048
5134,92.30769231
5135,110.5
5136,72.0
5137,105.0
5138,56.25
5139,107.3793103
5140,67.0
5141,71.0
5142,50.25
5143,113.3529412
5144,117.0243902
5145,74.21428571
5146,102.0
5147,89.0
5148,82.2
5149,97.6
5150,67.33333333
5151,117.4311927
5152,51.0
5153,105.1692308
5154,72.58139535
5155,66.66666667
5156,41.4
5157,97.57894737
5158,56.85714286
5159,103.6769231
5160,94.33333333
5161,90.88461538
5162,293.5333333
5163,91.6
5164,70.30769231
5165,199.7272727
5166,78.4
5167,51.33333333
5168,250.0
5169,94.0625
5170,83.0
5171,69.0
5172,73.08333333
5173,137.5
5174,114.0
5175,66.35483871
5176,30.0
5177,71.33333333
5178,15.6
5179,118.0
5180,115.0
5181,104.1428571
5182,135.2909091
5183,133.3333333
5184,57.36363636
5185,66.0
5186,104.6363636
5187,98.0
5188,44.55555556
5189,55.0
5190,131.0
5191,79.875
5192,100.8
5193,119.6666667
5194,75.0
5195,50.0
5196,90.94117647
5197,49.33333333
5198,18.0
5199,66.0
5200,105.0
5201,54.0
5202,283.0
5203,309.0
5204,173.0
5205,53.33928571
5206,184.1666667
5207,47.45454545
5208,420.0
5209,121.8571429
5210,104.2017544
5211,110.3333333
5212,40.0
5213,115.8333333
5214,46.0
5215,94.0
5216,74.0
5217,145.0
5218,98.0
5219,100.6666667
5220,61.66666667
5221,43.0
5222,84.0
5223,105.0740741
5224,98.0
5225,50.0
5226,43.0
5227,57.0
5228,235.0
5229,87.71428571
5230,115.3
5231,91.75
5232,166.3157895
5233,74.0
5234,163.5
5235,87.71428571
5236,98.57142857
5237,51.5
5238,110.0
5239,98.0
5240,70.0
5241,336.0
5242,134.3333333
5243,146.122449
5244,93.5
5245,213.5
5246,74.8
5247,82.15789474
5248,235.0
5249,66.0
5250,116.2916667
5251,93.01190476
5252,126.1451613
5253,73.0
5254,149.0
5255,94.03389831
5256,81.69230769
5257,95.0
5258,155.5454545
5259,110.0
5260,59.6
5261,34.0
5262,147.0
5263,390.0
5264,43.0
5265,61.76470588
5266,207.6097561
5267,450.0
5268,233.0
5269,49.42857143
5270,77.0
5271,22.33333333
5272,220.0
5273,166.0
5274,117.5789474
5275,234.0
5276,100.6666667
5277,71.0
5278,132.0
5279,120.4255319
5280,70.2
5281,68.57142857
5282,63.56410256
5283,70.25
5284,74.0
5285,89.46153846
5286,67.95652174
5287,60.96296296
5288,60.11111111
5289,50.875
5290,130.25
5291,126.1111111
5292,75.57692308
5293,69.875
5294,87.07692308
5295,53.88235294
5296,106.225
5297,45.0
5298,49.28571429
5299,67.0
5300,59.5
5301,91.61016949
5302,68.26923077
5303,64.2
5304,57.86666667
5305,67.0
5306,225.0
5307,93.58695652
5308,70.92156863
5309,72.85185185
5310,117.7058824
5311,125.4358974
5312,91.75
5313,67.68421053
5314,52.44444444
5315,182.5714286
5316,81.375
5317,84.92682927
5318,99.0
5319,80.8125
5320,114.6818182
5321,87.31034483
5322,88.73333333
5323,76.31578947
5324,223.5454545
5325,44.0
5326,47.14285714
5327,125.36
5328,96.92592593
5329,29.0
5330,131.6
5331,85.71428571
5332,69.0
5333,33.33333333
5334,101.12
5335,110.0
5336,53.81818182
5337,80.92592593
5338,48.0
5339,49.8
5340,196.3361345
5341,120.1538462
5342,109.6666667
5343,135.5
5344,81.66666667
5345,166.0
5346,52.0
5347,110.6666667
5348,192.4
5349,125.7058824
5350,75.4
5351,72.42857143
5352,103.0
5353,196.3361345
5354,58.66666667
5355,92.82051282
5356,53.0
5357,54.35714286
5358,73.48837209
5359,74.0
5360,68.90909091
5361,60.8
5362,115.4666667
5363,250.0
5364,70.0
5365,78.0
5366,93.6
5367,56.25
5368,149.7096774
5369,112.75
5370,50.25
5371,137.7741935
5372,72.0
5373,103.4285714
5374,56.85714286
5375,64.47619048
5376,67.0
5377,47.0
5378,110.5
5379,82.15789474
5380,105.5454545
5381,105.0
5382,117.0243902
5383,124.8571429
5384,69.0
5385,107.3793103
5386,41.4
5387,15.6
5388,51.0
5389,74.21428571
5390,89.0
5391,102.0
5392,57.36363636
5393,91.6
5394,90.88461538
5395,44.55555556
5396,92.30769231
5397,67.33333333
5398,78.4
5399,70.30769231
