,Female
3712,"29,797"
3713,"8,023"
3714,"11,536"
3715,"17,350"
3716,"5,052"
3717,"10,603"
3718,"7,086"
3719,"10,845"
3720,"11,586"
3721,"8,988"
3722,"7,982"
3723,"12,082"
3724,"13,781"
3725,"23,276"
3726,"13,397"
3727,"17,925"
3728,"27,408"
3729,"20,858"
3730,"8,773"
3731,"11,538"
3732,"6,548"
3733,"7,344"
3734,"8,867"
3735,"26,551"
3736,"7,822"
3737,"24,663"
3738,"22,011"
3739,"10,100"
3740,"17,176"
3741,"19,402"
3742,"20,152"
3743,"7,086"
3744,"6,230"
3745,"11,111"
3746,"7,018"
3747,"14,902"
3748,"8,115"
3749,"17,970"
3750,"7,903"
3751,"18,065"
3752,"6,550"
3753,"3,460"
3754,"9,878"
3755,"14,031"
3756,"10,271"
3757,"2,649"
3758,"4,512"
3759,"7,836"
3760,"7,969"
3761,"4,965"
3762,"4,734"
3763,"10,106"
3764,"3,486"
3765,"6,854"
3766,"6,970"
3767,"6,704"
3768,"10,131"
3769,"5,990"
3770,"12,119"
3771,"7,955"
3772,"3,226"
3773,"6,352"
3774,"14,801"
3775,"3,169"
3776,"13,611"
3777,"4,715"
3778,"6,517"
3779,"5,627"
3780,"5,413"
3781,"4,918"
3782,"9,496"
3783,"6,520"
3784,"8,118"
3785,"1,676"
3786,"5,006"
3787,"3,307"
3788,"5,807"
3789,"8,457"
3790,"3,647"
3791,"9,083"
3792,"5,451"
3793,"7,070"
3794,"4,925"
3795,"8,385"
3796,"2,673"
3797,"4,721"
3798,"2,898"
3799,"4,210"
3800,"1,746"
3801,"3,458"
3802,"1,361"
3803,"3,886"
3804,"4,175"
3805,"8,501"
3806,"6,750"
3807,"7,225"
3808,"2,315"
3809,"5,806"
3810,"4,703"
3811,"1,786"
3812,"1,263"
3813,"2,884"
3814,"4,651"
3815,"2,807"
3816,"3,837"
3817,"2,721"
3818,"1,147"
3819,"2,717"
3820,"2,845"
3821,"3,840"
3822,"4,968"
3823,"1,954"
3824,"4,693"
3825,"2,197"
3826,"5,004"
3827,"2,844"
3828,"3,765"
3829,"1,339"
3830,"1,982"
3831,"3,530"
3832,"3,816"
3833,"3,103"
3834,"2,033"
3835,"3,490"
3836,"4,092"
3837,"2,246"
3838,"4,399"
3839,"2,051"
3840,"1,795"
3841,"1,139"
3842,"2,477"
3843,930
3844,"1,060"
3845,"4,391"
3846,"2,090"
3847,991
3848,"2,008"
3849,"2,067"
3850,"3,732"
3851,"1,412"
3852,"1,183"
3853,"1,143"
3854,750
3855,"2,038"
3856,"2,031"
3857,"1,686"
3858,"3,355"
3859,"2,192"
3860,796
3861,881
3862,951
3863,"1,260"
3864,"1,999"
3865,"2,111"
3866,"2,278"
3867,785
3868,"1,475"
3869,"1,146"
3870,"2,969"
3871,834
3872,"1,826"
3873,826
3874,"1,399"
3875,"1,694"
3876,"1,273"
3877,"1,421"
3878,"1,336"
3879,672
3880,"1,754"
3881,748
3882,"3,300"
3883,"1,340"
3884,"1,167"
3885,508
3886,"1,100"
3887,"1,121"
3888,"1,092"
3889,269
3890,880
3891,920
3892,917
3893,642
3894,761
3895,548
3896,"1,370"
3897,737
3898,706
3899,799
3900,451
3901,430
3902,888
3903,"1,571"
3904,642
3905,334
3906,885
3907,706
3908,873
3909,806
3910,392
3911,124
3912,"1,176"
3913,224
3914,"1,075"
3915,729
3916,187
3917,"1,133"
3918,475
3919,230
3920,"1,323"
3921,217
3922,418
3923,504
3924,129
3925,169
3926,171
3927,895
3928,589
3929,504
3930,136
3931,530
3932,458
3933,138
3934,679
3935,155
3936,60
3937,183
3938,256
3939,472
3940,338
3941,109
3942,187
3943,84
3944,174
3945,125
3946,346
3947,359
3948,115
3949,385
3950,300
3951,656
3952,67
3953,100
3954,60
3955,96
3956,160
3957,695180
3958,344765
3959,130545
3960,226261
3961,323686
3962,314576
3963,175449
3964,246370
3965,108101
3966,124755
3967,139892
3968,133082
3969,194705
3970,116222
3971,174027
3972,"44,606"
3973,165918
3974,"76,669"
3975,113467
3976,"92,874"
3977,"42,366"
3978,"38,053"
3979,"34,522"
3980,"27,865"
3981,"27,674"
3982,"20,487"
3983,"48,674"
3984,"27,651"
3985,"24,420"
3986,"27,625"
3987,"46,528"
3988,"27,008"
3989,"70,563"
3990,"31,575"
3991,"40,640"
3992,"20,930"
3993,"43,648"
3994,"20,330"
3995,"53,360"
3996,"27,988"
3997,"24,952"
3998,"11,810"
3999,"12,151"
4000,"27,844"
4001,"25,496"
4002,"30,291"
4003,"32,657"
4004,"25,578"
4005,"24,861"
4006,"12,561"
4007,"31,119"
4008,"28,063"
4009,"12,884"
4010,"12,408"
4011,"17,269"
4012,"12,949"
4013,"26,585"
4014,"5,289"
4015,"12,991"
4016,"25,194"
4017,"9,812"
4018,"23,990"
4019,"26,270"
4020,"18,375"
4021,"16,689"
4022,"12,469"
4023,"7,307"
4024,"9,901"
4025,"11,028"
4026,"26,917"
4027,"11,658"
4028,"7,050"
4029,"8,133"
4030,"7,222"
4031,"19,953"
4032,"8,197"
4033,"16,466"
4034,"7,184"
4035,"4,795"
4036,"5,486"
4037,"14,118"
4038,"15,167"
4039,"14,173"
4040,"20,226"
4041,"23,672"
4042,"10,621"
4043,"17,289"
4044,"6,999"
4045,"5,444"
4046,"7,989"
4047,"18,857"
4048,"6,192"
4049,"7,136"
4050,"10,065"
4051,"8,392"
4052,"10,923"
4053,"5,010"
4054,"2,617"
4055,"13,344"
4056,"12,979"
4057,"3,349"
4058,"11,027"
4059,"5,841"
4060,"6,590"
4061,"6,227"
4062,"5,781"
4063,"5,684"
4064,"5,848"
4065,"4,942"
4066,"2,526"
4067,"2,628"
4068,"4,919"
4069,"3,623"
4070,"5,338"
4071,"3,594"
4072,"6,483"
4073,"8,232"
4074,"3,316"
4075,"5,094"
4076,"12,550"
4077,"10,209"
4078,"7,737"
4079,"4,917"
4080,"2,228"
4081,"5,797"
4082,"3,644"
4083,"7,688"
4084,"1,410"
4085,"4,342"
4086,"4,027"
4087,"2,567"
4088,"2,654"
4089,"3,996"
4090,"4,260"
4091,"4,344"
4092,"4,866"
4093,"4,339"
4094,"3,037"
4095,"1,842"
4096,"3,018"
4097,"4,727"
4098,"6,677"
4099,"1,129"
4100,"7,239"
4101,"2,241"
4102,"3,517"
4103,"3,145"
4104,"5,978"
4105,"7,049"
4106,"5,143"
4107,"3,776"
4108,"1,530"
4109,"2,851"
4110,"5,563"
4111,"2,505"
4112,"2,546"
4113,"1,867"
4114,"1,286"
4115,"4,285"
4116,"2,309"
4117,944
4118,"1,404"
4119,"5,331"
4120,"2,615"
4121,"3,062"
4122,"1,999"
4123,"1,303"
4124,"4,376"
4125,"1,421"
4126,"4,868"
4127,"1,220"
4128,"3,038"
4129,"2,164"
4130,"3,226"
4131,761
4132,"3,913"
4133,"3,455"
4134,"2,744"
4135,"1,223"
4136,"1,475"
4137,"2,635"
4138,"2,464"
4139,"2,298"
4140,"2,332"
4141,904
4142,"3,068"
4143,"1,591"
4144,"1,846"
4145,"1,024"
4146,"1,051"
4147,"1,778"
4148,"2,657"
4149,"1,795"
4150,689
4151,"1,274"
4152,"1,226"
4153,"2,117"
4154,"1,951"
4155,"1,796"
4156,"2,022"
4157,726
4158,"1,733"
4159,"2,786"
4160,732
4161,"1,503"
4162,"1,935"
4163,"2,757"
4164,958
4165,"1,724"
4166,"1,154"
4167,870
4168,"1,072"
4169,718
4170,"1,844"
4171,"1,320"
4172,"1,113"
4173,"1,143"
4174,"2,516"
4175,"2,390"
4176,548
4177,605
4178,"1,138"
4179,"1,172"
4180,"1,072"
4181,"1,124"
4182,924
4183,408
4184,474
4185,"1,230"
4186,486
4187,737
4188,"1,332"
4189,969
4190,579
4191,226
4192,554
4193,671
4194,651
4195,"1,070"
4196,696
4197,855
4198,488
4199,734
4200,484
4201,361
4202,123
4203,736
4204,748
4205,"1,164"
4206,"1,287"
4207,826
4208,385
4209,179
4210,579
4211,549
4212,208
4213,155
4214,152
4215,183
4216,907
4217,608
4218,143
4219,142
4220,254
4221,218
4222,58
4223,440
4224,202
4225,101
4226,323
4227,119
4228,263
4229,395
4230,600
4231,148
4232,122
4233,340
4234,118
4235,701
4236,178
4237,173
4238,71
4239,443
4240,98
4241,200
4242,106
4243,722806
4244,394048
4245,117447
4246,185408
4247,214731
4248,321343
4249,277598
4250,240752
4251,100106
4252,128124
4253,"63,170"
4254,186368
4255,114714
4256,109116
4257,"81,100"
4258,112306
4259,"40,370"
4260,117756
4261,"74,225"
4262,124205
4263,"98,186"
4264,"36,846"
4265,"35,874"
4266,"44,410"
4267,"81,046"
4268,"29,157"
4269,"22,558"
4270,"19,493"
4271,"24,220"
4272,"23,901"
4273,"42,312"
4274,"25,027"
4275,"16,038"
4276,"20,790"
4277,"45,210"
4278,"20,884"
4279,"34,212"
4280,"35,973"
4281,"32,332"
4282,"32,355"
4283,"27,397"
4284,"42,953"
4285,"15,830"
4286,"17,258"
4287,"36,415"
4288,"10,567"
4289,"24,197"
4290,"13,941"
4291,"13,775"
4292,"27,605"
4293,"30,532"
4294,"22,989"
4295,"26,240"
4296,"13,678"
4297,"19,827"
4298,"5,427"
4299,"10,784"
4300,"14,523"
4301,"9,030"
4302,"7,579"
4303,"21,700"
4304,"17,615"
4305,"28,108"
4306,"9,821"
4307,"20,420"
4308,"8,158"
4309,"11,311"
4310,"21,277"
4311,"10,070"
4312,"22,126"
4313,"6,454"
4314,"7,030"
4315,"19,410"
4316,"18,681"
4317,"14,403"
4318,"7,792"
4319,"12,028"
4320,"14,408"
4321,"10,288"
4322,"16,074"
4323,"9,212"
4324,"19,147"
4325,"5,256"
4326,"8,495"
4327,"4,250"
4328,"11,066"
4329,"18,766"
4330,"10,997"
4331,"5,369"
4332,"13,643"
4333,"10,843"
4334,"5,595"
4335,"13,423"
4336,"2,635"
4337,"5,378"
4338,"3,254"
4339,"5,845"
4340,"7,252"
4341,"6,151"
4342,"2,855"
4343,"3,866"
4344,"5,575"
4345,"5,244"
4346,"5,996"
4347,"5,424"
4348,"3,604"
4349,"6,824"
4350,"2,758"
4351,"3,748"
4352,"10,761"
4353,"4,768"
4354,"4,824"
4355,"5,825"
4356,"4,804"
4357,"6,869"
4358,"3,562"
4359,"2,960"
4360,"4,054"
4361,"3,417"
4362,"9,457"
4363,"6,324"
4364,"3,085"
4365,"4,356"
4366,"3,374"
4367,"1,662"
4368,"2,442"
4369,"5,904"
4370,"3,743"
4371,"1,221"
4372,"3,210"
4373,"1,622"
4374,"3,408"
4375,"3,669"
4376,"4,682"
4377,"2,135"
4378,"3,984"
4379,"4,166"
4380,"3,251"
4381,"1,847"
4382,"3,689"
4383,"1,568"
4384,"2,767"
4385,"3,078"
4386,"3,209"
4387,942
4388,"5,062"
4389,"3,965"
4390,"2,247"
4391,"1,491"
4392,"1,694"
4393,"2,297"
4394,"1,230"
4395,"4,362"
4396,"2,358"
4397,"5,445"
4398,"3,996"
4399,"5,015"
4400,"5,314"
4401,"1,541"
4402,"1,283"
4403,"2,316"
4404,"5,161"
4405,"2,592"
4406,"2,259"
4407,"1,044"
4408,"2,500"
4409,"1,182"
4410,"1,428"
4411,"2,642"
4412,"1,164"
4413,"2,394"
4414,"1,176"
4415,"1,552"
4416,713
4417,"1,164"
4418,"1,209"
4419,"2,044"
4420,"3,134"
4421,"1,783"
4422,"1,639"
4423,"2,014"
4424,"2,450"
4425,"1,582"
4426,"2,356"
4427,"1,502"
4428,"3,145"
4429,554
4430,"1,332"
4431,"1,561"
4432,"1,861"
4433,"1,422"
4434,456
4435,"1,169"
4436,898
4437,900
4438,"1,703"
4439,619
4440,699
4441,723
4442,"1,065"
4443,"1,683"
4444,"1,795"
4445,"2,207"
4446,586
4447,580
4448,"1,791"
4449,"1,436"
4450,843
4451,984
4452,"1,135"
4453,460
4454,"1,772"
4455,"1,098"
4456,"1,071"
4457,"1,981"
4458,489
4459,"1,227"
4460,990
4461,"1,088"
4462,"1,741"
4463,622
4464,"1,026"
4465,"1,203"
4466,581
4467,621
4468,191
4469,272
4470,577
4471,413
4472,747
4473,"1,185"
4474,122
4475,682
4476,234
4477,"1,238"
4478,351
4479,179
4480,994
4481,442
4482,309
4483,262
4484,893
4485,502
4486,560
4487,503
4488,159
4489,594
4490,520
4491,240
4492,419
4493,210
4494,258
4495,146
4496,136
4497,311
4498,130
4499,268
4500,392
4501,390
4502,275
4503,247
4504,150
4505,65
4506,131
4507,270
4508,399
4509,342
4510,254
4511,112
4512,139
4513,209
4514,466
4515,253
4516,710
4517,178
4518,89
4519,73
4520,741211
4521,435425
4522,191178
4523,205484
4524,"99,993"
4525,313684
4526,"84,096"
4527,231527
4528,241354
4529,"93,275"
4530,118199
4531,173363
4532,129130
4533,100408
4534,"86,611"
4535,"44,623"
4536,"57,562"
4537,"72,786"
4538,"32,557"
4539,"89,705"
4540,"30,784"
4541,"20,358"
4542,"29,761"
4543,"75,640"
4544,"43,109"
4545,"89,056"
4546,"18,834"
4547,"42,254"
4548,"42,528"
4549,"67,354"
4550,"22,536"
4551,"21,884"
4552,"46,140"
4553,"55,291"
4554,"34,649"
4555,"22,731"
4556,"19,322"
4557,"16,457"
4558,"28,904"
4559,"21,032"
4560,"28,076"
4561,"15,650"
4562,"14,937"
4563,"14,033"
4564,"22,488"
4565,"28,307"
4566,"11,821"
4567,"13,983"
4568,"8,995"
4569,"23,290"
4570,"12,466"
4571,"11,429"
4572,"5,539"
4573,"24,047"
4574,"20,041"
4575,"18,097"
4576,"26,407"
4577,"7,680"
4578,"15,218"
4579,"28,560"
4580,"7,963"
4581,"19,168"
4582,"23,020"
4583,"19,857"
4584,"13,255"
4585,"11,509"
4586,"9,232"
4587,"6,580"
4588,"12,541"
4589,"10,005"
4590,"5,821"
4591,"17,190"
4592,"16,235"
4593,"5,861"
4594,"19,486"
4595,"9,593"
4596,"11,821"
4597,"8,129"
4598,"10,721"
4599,"5,500"
4600,"11,470"
4601,"13,614"
4602,"5,926"
4603,"13,768"
4604,"4,589"
4605,"7,962"
4606,"6,865"
4607,"7,148"
4608,"6,281"
4609,"2,579"
4610,"2,934"
4611,"3,164"
4612,"9,359"
4613,"9,808"
4614,"3,701"
4615,"6,887"
4616,"8,031"
4617,"2,971"
4618,"4,802"
4619,"11,103"
4620,"4,452"
4621,"3,725"
4622,"12,795"
4623,"5,322"
4624,"6,665"
4625,"4,545"
4626,"3,133"
4627,"3,046"
4628,"4,482"
4629,"5,834"
4630,"4,539"
4631,"3,985"
4632,"3,227"
4633,"4,079"
4634,"2,528"
4635,"3,705"
4636,"2,914"
4637,"3,563"
4638,"5,609"
4639,"3,884"
4640,"4,214"
4641,"1,794"
4642,"3,198"
4643,"5,388"
4644,"3,512"
4645,"1,563"
4646,"3,734"
4647,"2,525"
4648,"4,292"
4649,"1,125"
4650,"3,518"
4651,"1,937"
4652,"2,744"
4653,"3,003"
4654,"1,669"
4655,"5,403"
4656,"4,082"
4657,"4,232"
4658,"2,242"
4659,"1,498"
4660,"5,596"
4661,"1,064"
4662,"4,317"
4663,"2,092"
4664,"3,273"
4665,"5,724"
4666,"3,116"
4667,"2,777"
4668,958
4669,"1,224"
4670,"1,161"
4671,"2,858"
4672,"1,771"
4673,"1,801"
4674,"2,278"
4675,"1,278"
4676,"1,373"
4677,"1,561"
4678,"4,602"
4679,963
4680,"4,368"
4681,"1,969"
4682,659
4683,"1,146"
4684,"1,272"
4685,"1,317"
4686,"1,693"
4687,"3,853"
4688,"1,109"
4689,"2,275"
4690,"1,182"
4691,"2,700"
4692,"1,096"
4693,"1,930"
4694,"2,100"
4695,"1,837"
4696,790
4697,604
4698,"2,966"
4699,"1,136"
4700,861
4701,"1,248"
4702,"2,384"
4703,"1,313"
4704,"1,323"
4705,613
4706,"1,272"
4707,642
4708,464
4709,613
4710,"1,354"
4711,"1,169"
4712,"1,730"
4713,486
4714,852
4715,838
4716,973
4717,"1,088"
4718,656
4719,489
4720,"1,700"
4721,"1,044"
4722,"1,128"
4723,969
4724,"1,337"
4725,293
4726,821
4727,"1,309"
4728,987
4729,601
4730,533
4731,"1,439"
4732,"1,529"
4733,639
4734,735
4735,785
4736,440
4737,273
4738,667
4739,472
4740,770
4741,"1,146"
4742,501
4743,699
4744,813
4745,657
4746,296
4747,378
4748,581
4749,339
4750,366
4751,181
4752,111
4753,136
4754,287
4755,567
4756,164
4757,"1,028"
4758,562
4759,867
4760,271
4761,168
4762,601
4763,153
4764,348
4765,366
4766,166
4767,256
4768,76
4769,140
4770,223
4771,214
4772,134
4773,305
4774,317
4775,134
4776,113
4777,703
4778,296
4779,195
4780,198
4781,166
4782,763146
4783,465322
4784,193015
4785,104583
4786,196367
4787,300104
4788,"86,013"
4789,219061
4790,212654
4791,"87,033"
4792,142491
4793,104578
4794,160927
4795,"70,046"
4796,"46,656"
4797,"94,384"
4798,"69,690"
4799,"24,286"
4800,"64,596"
4801,"95,264"
4802,"28,927"
4803,"29,779"
4804,"48,782"
4805,"66,784"
4806,"41,532"
4807,"23,709"
4808,"18,360"
4809,"36,012"
4810,"23,657"
4811,"46,066"
4812,"21,641"
4813,"20,757"
4814,"55,057"
4815,"29,263"
4816,"19,904"
4817,"17,331"
4818,"58,449"
4819,"15,788"
4820,"11,629"
4821,"14,350"
4822,"13,272"
4823,"14,878"
4824,"13,908"
4825,"21,438"
4826,"32,540"
4827,"26,951"
4828,"18,386"
4829,"17,200"
4830,"21,431"
4831,"11,793"
4832,"5,796"
4833,"29,648"
4834,"7,578"
4835,"7,598"
4836,"19,421"
4837,"21,991"
4838,"8,475"
4839,"28,446"
4840,"13,952"
4841,"14,625"
4842,"7,658"
4843,"22,847"
4844,"8,546"
4845,"5,973"
4846,"9,010"
4847,"15,578"
4848,"19,449"
4849,"5,295"
4850,"8,145"
4851,"5,099"
4852,"8,683"
4853,"5,667"
4854,"10,344"
4855,"14,667"
4856,"8,962"
4857,"13,626"
4858,"7,272"
4859,"8,490"
4860,"13,376"
4861,"9,298"
4862,"8,636"
4863,"6,325"
4864,"3,666"
4865,"2,657"
4866,"4,057"
4867,"8,888"
4868,"8,641"
4869,"7,399"
4870,"5,619"
4871,"6,879"
4872,"3,725"
4873,"2,580"
4874,"3,353"
4875,"5,667"
4876,"3,771"
4877,"4,316"
4878,"3,329"
4879,"5,100"
4880,"10,025"
4881,"8,355"
4882,"5,738"
4883,"3,814"
4884,"4,730"
4885,"6,796"
4886,"4,049"
4887,"6,302"
4888,"3,641"
4889,"3,802"
4890,"7,912"
4891,"5,524"
4892,"1,949"
4893,"2,115"
4894,"2,671"
4895,"4,229"
4896,"2,874"
4897,"2,286"
4898,"3,361"
4899,"3,130"
4900,"3,891"
4901,"3,380"
4902,"4,223"
4903,"3,059"
4904,"7,443"
4905,"1,873"
4906,"2,639"
4907,"5,075"
4908,"4,392"
4909,"2,494"
4910,"5,690"
4911,"1,029"
4912,"2,983"
4913,"3,654"
4914,"3,734"
4915,"2,967"
4916,"3,307"
4917,"5,648"
4918,"2,105"
4919,"2,881"
4920,"4,172"
4921,"1,294"
4922,"2,571"
4923,"1,505"
4924,"2,043"
4925,"1,111"
4926,"1,360"
4927,"2,070"
4928,"1,339"
4929,"4,360"
4930,"1,097"
4931,"1,652"
4932,"2,580"
4933,"1,212"
4934,"3,977"
4935,834
4936,763
4937,"1,962"
4938,"1,006"
4939,969
4940,"3,295"
4941,"1,074"
4942,"2,441"
4943,493
4944,"1,666"
4945,590
4946,649
4947,815
4948,546
4949,"1,066"
4950,"1,209"
4951,869
4952,"1,517"
4953,606
4954,507
4955,"1,095"
4956,656
4957,"1,314"
4958,571
4959,"1,410"
4960,771
4961,"1,052"
4962,769
4963,"1,566"
4964,"1,012"
4965,834
4966,"1,242"
4967,341
4968,711
4969,926
4970,"2,144"
4971,"2,318"
4972,836
4973,487
4974,675
4975,"1,108"
4976,690
4977,"1,292"
4978,364
4979,937
4980,846
4981,777
4982,936
4983,779
4984,"1,286"
4985,775
4986,963
4987,583
4988,"1,282"
4989,"1,138"
4990,638
4991,333
4992,517
4993,421
4994,516
4995,233
4996,"1,143"
4997,729
4998,235
4999,488
5000,574
5001,"1,008"
5002,"1,118"
5003,332
5004,207
5005,433
5006,590
5007,312
5008,930
5009,504
5010,206
5011,270
5012,864
5013,380
5014,110
5015,285
5016,250
5017,312
5018,157
5019,171
5020,141
5021,81
5022,462
5023,181
5024,525
5025,128
5026,108
5027,215
5028,115
5029,213
5030,712
5031,382
5032,99
5033,327
5034,297
5035,264
5036,249
5037,396
5038,185
5039,781033
5040,490659
5041,123812
5042,178664
5043,186914
5044,278748
5045,207164
5046,"68,280"
5047,154594
5048,"81,548"
5049,179402
5050,"78,887"
5051,"46,107"
5052,146039
5053,"83,474"
5054,"85,457"
5055,"27,173"
5056,"65,322"
5057,"98,396"
5058,"53,076"
5059,"78,466"
5060,"28,896"
5061,"25,423"
5062,"24,210"
5063,"39,740"
5064,"35,833"
5065,"42,182"
5066,"17,548"
5067,"44,234"
5068,"28,941"
5069,"21,106"
5070,"19,807"
5071,"16,606"
5072,"16,559"
5073,"16,186"
5074,"13,689"
5075,"16,450"
5076,"13,744"
5077,"38,143"
5078,"34,011"
5079,"13,325"
5080,"21,646"
5081,"11,997"
5082,"24,931"
5083,"5,793"
5084,"10,320"
5085,"31,422"
5086,"6,918"
5087,"7,009"
5088,"13,930"
5089,"15,367"
5090,"13,989"
5091,"27,137"
5092,"19,489"
5093,"7,007"
5094,"5,904"
5095,"22,846"
5096,"14,225"
5097,"9,345"
5098,"12,581"
5099,"5,415"
5100,"8,270"
5101,"7,470"
5102,"10,550"
5103,"4,973"
5104,"17,390"
5105,"5,352"
5106,"5,519"
5107,"4,853"
5108,"4,466"
5109,"4,684"
5110,"9,525"
5111,"8,742"
5112,"4,045"
5113,"8,804"
5114,"6,730"
5115,"6,168"
5116,"6,152"
5117,"11,374"
5118,"12,567"
5119,"6,311"
5120,"12,013"
5121,"10,994"
5122,"2,533"
5123,"6,721"
5124,"3,470"
5125,"3,663"
5126,"5,515"
5127,"8,019"
5128,"6,312"
5129,"2,031"
5130,"6,822"
5131,"8,940"
5132,"5,216"
5133,"3,694"
5134,"5,636"
5135,"2,031"
5136,"4,508"
5137,"4,049"
5138,"3,458"
5139,"3,499"
5140,"3,110"
5141,"2,416"
5142,"4,607"
5143,"2,545"
5144,"2,032"
5145,"2,458"
5146,"2,933"
5147,"3,050"
5148,"2,513"
5149,"2,835"
5150,"3,433"
5151,"3,027"
5152,"5,864"
5153,"3,584"
5154,"3,583"
5155,"4,097"
5156,"4,330"
5157,"2,498"
5158,"3,268"
5159,"1,622"
5160,"3,392"
5161,"3,017"
5162,905
5163,"1,628"
5164,"1,937"
5165,"1,177"
5166,"2,768"
5167,"5,414"
5168,"1,306"
5169,"3,818"
5170,"3,995"
5171,"1,591"
5172,"2,780"
5173,"1,418"
5174,"2,154"
5175,"2,279"
5176,"4,801"
5177,"3,904"
5178,"2,367"
5179,"1,366"
5180,"2,680"
5181,881
5182,"1,162"
5183,956
5184,"1,412"
5185,"1,349"
5186,840
5187,"1,454"
5188,"2,313"
5189,"1,008"
5190,627
5191,"1,186"
5192,920
5193,793
5194,"1,426"
5195,"3,086"
5196,869
5197,"1,606"
5198,"2,796"
5199,"1,079"
5200,882
5201,"1,162"
5202,578
5203,498
5204,551
5205,"1,482"
5206,"1,409"
5207,"2,058"
5208,898
5209,485
5210,337
5211,901
5212,"2,098"
5213,806
5214,"1,015"
5215,"1,008"
5216,704
5217,787
5218,"1,264"
5219,433
5220,869
5221,"1,398"
5222,790
5223,590
5224,447
5225,"1,256"
5226,738
5227,636
5228,364
5229,777
5230,944
5231,969
5232,596
5233,279
5234,655
5235,749
5236,530
5237,539
5238,767
5239,434
5240,825
5241,420
5242,191
5243,173
5244,371
5245,358
5246,327
5247,662
5248,230
5249,"1,069"
5250,286
5251,844
5252,221
5253,593
5254,228
5255,584
5256,310
5257,275
5258,227
5259,382
5260,316
5261,571
5262,168
5263,131
5264,738
5265,299
5266,208
5267,155
5268,82
5269,436
5270,606
5271,536
5272,121
5273,105
5274,283
5275,112
5276,388
5277,642
5278,120
5279,234
5280,238
5281,789633
5282,499757
5283,140590
5284,160382
5285,180976
5286,256814
5287,193359
5288,"90,739"
5289,162705
5290,"48,504"
5291,"72,713"
5292,146456
5293,"43,157"
5294,"29,298"
5295,118211
5296,"75,982"
5297,"99,333"
5298,"89,362"
5299,"61,403"
5300,"55,437"
5301,"60,228"
5302,"26,789"
5303,"25,996"
5304,"34,913"
5305,"36,408"
5306,"16,444"
5307,"19,416"
5308,"41,742"
5309,"28,115"
5310,"20,950"
5311,"18,564"
5312,"16,239"
5313,"17,149"
5314,"44,198"
5315,"13,822"
5316,"13,204"
5317,"9,687"
5318,"10,869"
5319,"20,998"
5320,"12,358"
5321,"20,774"
5322,"12,140"
5323,"24,275"
5324,"5,719"
5325,"13,603"
5326,"15,591"
5327,"6,153"
5328,"10,272"
5329,"22,957"
5330,"7,273"
5331,"16,715"
5332,"5,994"
5333,"22,631"
5334,"5,716"
5335,"6,071"
5336,"17,727"
5337,"5,581"
5338,"8,817"
5339,"7,314"
5340,"4,345"
5341,"7,962"
5342,"7,610"
5343,"5,333"
5344,"9,546"
5345,"6,390"
5346,"9,078"
5347,"8,775"
5348,"4,145"
5349,"4,024"
5350,"9,318"
5351,"5,722"
5352,"8,385"
5353,"3,987"
5354,"7,768"
5355,"3,319"
5356,"12,923"
5357,"8,829"
5358,"10,981"
5359,"6,414"
5360,"10,996"
5361,"12,666"
5362,"3,510"
5363,"2,441"
5364,"6,684"
5365,"4,610"
5366,"3,344"
5367,"4,462"
5368,"3,125"
5369,"7,418"
5370,"5,985"
5371,"7,577"
5372,"4,766"
5373,"7,351"
5374,"5,228"
5375,"3,489"
5376,"3,472"
5377,"8,244"
5378,"1,965"
5379,"4,812"
5380,"1,431"
5381,"3,435"
5382,"2,143"
5383,"3,285"
5384,"2,275"
5385,"3,042"
5386,"4,924"
5387,"3,519"
5388,"5,756"
5389,"2,141"
5390,"2,575"
5391,"2,482"
5392,"2,252"
5393,"1,700"
5394,"3,079"
5395,"3,883"
5396,"3,242"
5397,"2,772"
5398,"2,834"
5399,"1,792"
5400,"1,296"
5401,"1,483"
5402,"1,485"
5403,"4,920"
5404,"5,101"
5405,"2,072"
5406,788
5407,"1,827"
5408,"1,893"
5409,"1,626"
5410,"3,355"
5411,"1,396"
5412,"1,281"
5413,"1,323"
5414,"2,157"
5415,"3,763"
5416,"2,136"
5417,804
5418,807
5419,"1,070"
5420,"1,048"
5421,"1,608"
5422,641
5423,"1,460"
5424,"1,269"
5425,"1,493"
5426,"1,590"
5427,"1,797"
5428,592
5429,628
5430,"1,195"
5431,802
5432,585
5433,874
5434,929
5435,622
5436,"2,723"
5437,"1,013"
5438,684
5439,"1,393"
5440,"1,066"
5441,910
5442,"1,356"
5443,713
5444,779
5445,340
5446,"1,113"
5447,374
5448,824
5449,571
5450,419
5451,"1,459"
5452,372
5453,695
5454,281
5455,257
5456,943
5457,452
5458,998
5459,353
5460,919
5461,442
5462,287
5463,421
5464,652
5465,453
5466,252
5467,512
5468,495
5469,"1,015"
5470,266
5471,222
5472,546
5473,604
5474,558
5475,365
5476,480
5477,588
5478,301
5479,395
5480,528
5481,649
5482,606
5483,546
5484,169
5485,710
5486,156
5487,377
5488,317
5489,157
5490,185
5491,546
5492,83
5493,143
5494,597
5495,333
5496,236
5497,110
5498,154
5499,173
5500,520
5501,143
5502,94
5503,158
5504,175
5505,345
5506,782479
5507,501907
5508,150162
5509,141003
5510,173409
5511,236732
5512,"94,099"
5513,174444
5514,167026
5515,"66,098"
5516,"29,783"
5517,"39,451"
5518,"33,653"
5519,116732
