Unnamed: 0,Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
4238,TVR,Griffith,71.187,5.0,239.0,4997.0,petrol,71,972,35,"1,078"
4239,Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,petrol,443,594,33,"1,070"
4240,Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,98,918,51,"1,067"
4241,Saab,99,11.34,4.0,74.0,1985.0,petrol,200,825,40,"1,065"
4242,Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,petrol,106,890,36,"1,032"
4243,Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,722806,645772,"49,373",1417951
4244,Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,394048,782270,"36,882",1213200
4245,Ford,Mondeo,39.97375,1.75,130.25,1998.5,petrol,117447,502075,"17,634",637156
4246,Rover,2000,17.182,5.0,74.0,1994.0,petrol,185408,378257,"19,163",582828
4247,Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,214731,333087,"30,875",578693
4248,Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,321343,208418,"23,564",553325
4249,Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,277598,182796,"18,629",479023
4250,Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,240752,185546,"23,757",450055
4251,BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,100106,274268,"17,871",392245
4252,Peugeot,306,18.64264,4.84,67.0,1698.64,petrol,128124,205015,"12,989",346128
4253,Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,"63,170",273881,"8,226",345277
4254,Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,186368,114498,"11,715",312581
4255,Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,114714,176132,"11,454",302300
4256,Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,109116,162144,"13,437",284697
4257,Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,"81,100",161465,"7,182",249747
4258,Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,112306,120165,"11,058",243529
4259,Peugeot,405,20.43008333,4.791666667,69.875,1773.0,petrol,"40,370",160393,"6,668",207431
4260,Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,117756,"82,389","5,505",205650
4261,Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,"74,225",120427,"9,816",204468
4262,Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,124205,"54,731","7,807",186743
4263,Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"98,186","80,682","5,110",183978
4264,Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,diesel,"36,846",138988,"5,684",181518
4265,Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,"35,874",134797,"6,526",177197
4266,Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,petrol,"44,410",120347,"4,550",169307
4267,Citroen,AX,10.83275,5.0,45.0,1242.0,petrol,"81,046","62,117","6,190",149353
4268,Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,"29,157",108374,"6,480",144011
4269,Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,"22,558",112547,"4,785",139890
4270,BMW,535i,93.71425,8.0,225.0,2979.0,petrol,"19,493",113396,"5,870",138759
4271,Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,"24,220",102202,"6,443",132865
4272,Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,"23,901",100555,"6,252",130708
4273,Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,petrol,"42,312","78,576","5,469",126357
4274,Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,diesel,"25,027","93,923","4,827",123777
4275,Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,"16,038","99,926","2,706",118670
4276,Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"20,790","89,849","4,015",114654
4277,Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"45,210","64,282","5,020",114512
4278,Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"20,884","78,802","5,760",105446
4279,Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,"34,212","67,270","3,779",105261
4280,Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,"35,973","65,661","3,605",105239
4281,Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,"32,332","67,882","3,803",104017
4282,Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,"32,355","64,366","2,355","99,076"
4283,Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"27,397","65,256","4,381","97,034"
4284,Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,"42,953","42,883","3,902","89,738"
4285,Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,"15,830","63,362","4,020","83,212"
4286,Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,"17,258","61,336","2,601","81,195"
4287,Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,"36,415","29,273","5,772","71,460"
4288,Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,"10,567","56,582","4,080","71,229"
4289,Skoda,Felicia,11.370625,5.0,48.0,1518.0,petrol,"24,197","43,885","2,690","70,772"
4290,Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"13,941","53,825","2,585","70,351"
4291,Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,"13,775","53,073","2,533","69,381"
4292,Hyundai,Accent,14.293,4.6,75.4,1479.0,petrol,"27,605","38,839","2,256","68,700"
4293,Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"30,532","35,237","2,698","68,467"
4294,Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,petrol,"22,989","39,488","2,275","64,752"
4295,Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,"26,240","31,165","2,628","60,033"
4296,Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"13,678","42,062","3,824","59,564"
4297,Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,"19,827","35,860","2,733","58,420"
4298,Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,petrol,"5,427","47,920","2,036","55,383"
4299,Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"10,784","40,406","2,466","53,656"
4300,Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,"14,523","34,834","2,389","51,746"
4301,Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,"9,030","39,696","2,195","50,921"
4302,Saab,9000,41.616,4.6,125.36,2336.52,petrol,"7,579","37,419","2,423","47,421"
4303,Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"21,700","22,114","3,149","46,963"
4304,Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,"17,615","26,993","2,022","46,630"
4305,Fiat,Cinquecento,7.712,5.0,29.0,899.0,petrol,"28,108","15,125","2,158","45,391"
4306,Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,"9,821","33,281","1,658","44,760"
4307,Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"20,420","20,289","2,793","43,502"
4308,Volvo,940,30.236875,4.5,110.0,2316.0,petrol,"8,158","32,968","2,116","43,242"
4309,Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"11,311","28,994","1,984","42,289"
4310,Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"21,277","18,463","2,009","41,749"
4311,Renault,Espace,59.0,7.0,166.0,1798.0,petrol,"10,070","28,789","2,037","40,896"
4312,Rover,Mini,7.92,4.0,33.33333333,868.3333333,petrol,"22,126","16,854","1,593","40,573"
4313,Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"6,454","32,159","1,548","40,161"
4314,Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"7,030","30,418","2,141","39,589"
4315,Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,"19,410","17,671","1,655","38,736"
4316,Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"18,681","17,357","1,690","37,728"
4317,Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,petrol,"14,403","20,961","1,390","36,754"
4318,Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"7,792","26,566","2,263","36,621"
4319,Skoda,Favorit,7.863333333,5.0,44.0,1289.0,petrol,"12,028","23,281","1,197","36,506"
4320,Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,"14,408","20,331","1,474","36,213"
4321,Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,"10,288","23,315","1,535","35,138"
4322,Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"16,074","16,910","1,959","34,943"
4323,Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"9,212","23,021","2,624","34,857"
4324,Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,petrol,"19,147","11,922","1,419","32,488"
4325,Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"5,256","24,056","2,638","31,950"
4326,Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,petrol,"8,495","21,331",898,"30,724"
4327,Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"4,250","24,339","1,594","30,183"
4328,Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,petrol,"11,066","18,034","1,073","30,173"
4329,Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,"18,766","10,127","1,214","30,107"
4330,Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,"10,997","16,794","2,054","29,845"
4331,Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"5,369","22,919","1,401","29,689"
4332,Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,"13,643","14,207","1,585","29,435"
4333,Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"10,843","17,231","1,330","29,404"
4334,Rover,45,23.322,3.75,84.2,1853.9,petrol,"5,595","22,572",726,"28,893"
4335,Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"13,423","12,788","1,210","27,421"
4336,BMW,740i,115.533,8.0,250.0,2998.0,petrol,"2,635","22,867","1,124","26,626"
4337,Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"5,378","19,626","1,411","26,415"
4338,Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,"3,254","22,198",811,"26,263"
4339,Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"5,845","19,041",950,"25,836"
4340,Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"7,252","17,283","1,182","25,717"
4341,Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,"6,151","17,668","1,023","24,842"
4342,Rover,75,39.35238095,5.0,98.04761905,1928.714286,petrol,"2,855","20,545",813,"24,213"
4343,Audi,100,37.32636,4.76,101.12,2349.08,petrol,"3,866","19,260",949,"24,075"
4344,Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,"5,575","15,637","1,639","22,851"
4345,Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,"5,244","16,032",737,"22,013"
4346,Toyota,Previa,43.08,4.666666667,105.0,2239.666667,petrol,"5,996","14,588","1,316","21,900"
4347,Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,"5,424","15,569",879,"21,872"
4348,Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,"3,604","17,336",871,"21,811"
4349,Honda,Concerto,16.67175,4.5,74.0,1541.5,petrol,"6,824","13,912",964,"21,700"
4350,Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"2,758","17,857",548,"21,163"
4351,Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,"3,748","16,581",737,"21,066"
4352,Kia,Pride,9.358333333,4.333333333,47.0,1324.0,petrol,"10,761","9,090",862,"20,713"
4353,Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"4,768","13,938","1,411","20,117"
4354,Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"4,824","13,161",630,"18,615"
4355,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"5,825","11,736",999,"18,560"
4356,Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,"4,804","12,080","1,204","18,088"
4357,BMW,Z3,39.7374,4.6,115.0,2234.4,petrol,"6,869","9,486","1,150","17,505"
4358,Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,"3,562","13,338",555,"17,455"
4359,Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,"2,960","13,682",799,"17,441"
4360,Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,"4,054","11,850",837,"16,741"
4361,Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"3,417","11,658",646,"15,721"
4362,Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,"9,457","5,052",782,"15,291"
4363,Suzuki,Wagon,9.8628,5.0,50.0,1090.4,petrol,"6,324","8,154",688,"15,166"
4364,Daewoo,Espero,16.80266667,4.5,71.0,1764.0,petrol,"3,085","11,607",442,"15,134"
4365,Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,petrol,"4,356","10,092",629,"15,077"
4366,Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,"3,374","11,117",510,"15,001"
4367,Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"1,662","12,671",607,"14,940"
4368,Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,"2,442","11,810",652,"14,904"
4369,Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"5,904","7,597","1,022","14,523"
4370,Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,"3,743","10,089",477,"14,309"
4371,Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"1,221","12,464",575,"14,260"
4372,Ford,Probe,24.84,5.0,102.0,2244.0,petrol,"3,210","10,459",442,"14,111"
4373,Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"1,622","11,485",893,"14,000"
4374,Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,"3,408","10,102",466,"13,976"
4375,Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,"3,669","9,579",484,"13,732"
4376,Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,"4,682","8,506",498,"13,686"
4377,Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,petrol,"2,135","10,777",409,"13,321"
4378,Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,petrol,"3,984","8,594",241,"12,819"
4379,Renault,11,11.63114286,4.428571429,47.14285714,1477.0,petrol,"4,166","7,999",453,"12,618"
4380,Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,diesel,"3,251","8,595",611,"12,457"
4381,Ford,Capri,11.7129,4.0,69.0,1864.8,petrol,"1,847","10,250",231,"12,328"
4382,Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,"3,689","8,162",422,"12,273"
4383,Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,"1,568","10,143",439,"12,150"
4384,Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"2,767","8,455",712,"11,934"
4385,Lada,Samara,10.9158,5.0,49.8,1372.4,petrol,"3,078","8,438",329,"11,845"
4386,Nissan,Prairie,21.407,4.5,72.0,1974.0,petrol,"3,209","7,777",454,"11,440"
4387,Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,942,"9,064",635,"10,641"
4388,Subaru,Justy,11.745,5.0,51.0,998.0,petrol,"5,062","4,474",714,"10,250"
4389,Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,petrol,"3,965","5,926",352,"10,243"
4390,Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,petrol,"2,247","7,636",309,"10,192"
4391,Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,"1,491","8,314",336,"10,141"
4392,Porsche,Boxster,83.50125,6.5,213.5,3071.0,petrol,"1,694","7,814",567,"10,075"
4393,Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,"2,297","7,310",421,"10,028"
4394,Jaguar,XK,145.6466667,6.0,283.0,5000.0,petrol,"1,230","8,178",421,"9,829"
4395,Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,"4,362","4,994",472,"9,828"
4396,Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,petrol,"2,358","6,717",611,"9,686"
4397,Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,petrol,"5,445","3,820",416,"9,681"
4398,Honda,HR-V,32.723,3.6,96.0,1498.0,petrol,"3,996","5,169",420,"9,585"
4399,Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,petrol,"5,015","3,952",562,"9,529"
4400,Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,"5,314","3,627",439,"9,380"
4401,Daewoo,Leganza,23.245,4.5,98.0,1998.0,petrol,"1,541","7,440",305,"9,286"
4402,Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,"1,283","7,475",364,"9,122"
4403,Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"2,316","6,210",390,"8,916"
4404,Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,"5,161","3,347",359,"8,867"
4405,Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"2,592","5,642",343,"8,577"
4406,Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"2,259","5,759",407,"8,425"
4407,Toyota,Supra,81.295,8.0,250.0,2998.0,petrol,"1,044","6,838",256,"8,138"
4408,Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,"2,500","5,206",302,"8,008"
4409,Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,"1,182","6,372",381,"7,935"
4410,Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,"1,428","6,115",336,"7,879"
4411,Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"2,642","4,875",279,"7,796"
4412,Porsche,944,59.4905,5.0,137.5,2734.5,petrol,"1,164","6,241",301,"7,706"
4413,Citroen,Berlingo,27.4386,6.34,85.28,1452.0,diesel,"2,394","5,014",204,"7,612"
4414,Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,"1,176","6,072",306,"7,554"
4415,Peugeot,505,20.65665217,4.956521739,67.0,2234.26087,petrol,"1,552","5,209",376,"7,137"
4416,BMW,M3,135.1055,6.5,309.0,3999.0,petrol,713,"5,996",258,"6,967"
4417,Audi,90,28.379,4.6,91.6,2181.2,petrol,"1,164","5,533",219,"6,916"
4418,Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,"1,209","5,440",205,"6,854"
4419,Toyota,Picnic,25.29875,4.5,94.0,1998.0,petrol,"2,044","4,369",415,"6,828"
4420,Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"3,134","3,416",231,"6,781"
4421,Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"1,783","4,587",295,"6,665"
4422,Subaru,Forester,51.646,0.0,110.0,1995.0,petrol,"1,639","4,410",540,"6,589"
4423,Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,petrol,"2,014","4,260",191,"6,465"
4424,Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,"2,450","3,778",237,"6,465"
4425,Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,"1,582","4,333",309,"6,224"
4426,Mini,Cooper,31.38814286,6.714285714,111.0,1711.571429,petrol,"2,356","3,376",394,"6,126"
4427,Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,petrol,"1,502","4,335",206,"6,043"
4428,Seat,Marbella,6.494,5.0,30.0,903.0,petrol,"3,145","2,557",219,"5,921"
4429,Lotus,Elise,53.792,6.0,134.3333333,1730.0,petrol,554,"5,074",256,"5,884"
4430,Mercedes,SLS,264.675,7.0,420.0,6208.0,petrol,"1,332","4,186",287,"5,805"
4431,Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"1,561","3,949",246,"5,756"
4432,Triumph,Acclaim,6.050333333,4.333333333,52.0,1335.0,petrol,"1,861","3,700",157,"5,718"
4433,Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,petrol,"1,422","3,961",282,"5,665"
4434,Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,456,"4,734",400,"5,590"
4435,Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,"1,169","4,209",193,"5,571"
4436,Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,898,"4,491",166,"5,555"
4437,Jaguar,XE,65.56875,8.0,167.25,1998.0,petrol,900,"4,374",178,"5,452"
4438,Fiat,Multipla,25.2075,5.0,80.5,1753.0,petrol,"1,703","3,451",247,"5,401"
4439,Volvo,S70,36.90769355,4.5,126.1451613,2344.0,petrol,619,"4,513",267,"5,399"
4440,Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,699,"4,458",237,"5,394"
4441,Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,723,"4,308",200,"5,231"
4442,Ford,Explorer,76.71,0.0,336.0,0.0,petrol,"1,065","3,929",180,"5,174"
4443,Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,"1,683","3,201",249,"5,133"
4444,Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,"1,795","2,981",274,"5,050"
4445,Daihatsu,Terios,26.19775,4.625,77.0,1495.0,petrol,"2,207","2,417",220,"4,844"
4446,Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,586,"4,018",218,"4,822"
4447,Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,petrol,580,"3,872",190,"4,642"
4448,Audi,A2,23.0525,5.0,55.0,1406.0,petrol,"1,791","2,461",290,"4,542"
4449,Renault,9,11.49625,4.75,50.25,1507.5,petrol,"1,436","2,892",168,"4,496"
4450,BMW,X5,113.2693333,8.0,246.3333333,2994.666667,diesel,843,"3,161",175,"4,179"
4451,Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,984,"2,954",201,"4,139"
4452,Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,petrol,"1,135","2,744",204,"4,083"
4453,Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,460,"3,468",138,"4,066"
4454,Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,petrol,"1,772","2,029",196,"3,997"
4455,Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,"1,098","2,613",245,"3,956"
4456,Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,"1,071","2,660",215,"3,946"
4457,Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,"1,981","1,759",163,"3,903"
4458,Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,petrol,489,"3,203",124,"3,816"
4459,Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,"1,227","2,358",175,"3,760"
4460,Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,petrol,990,"2,292",432,"3,714"
4461,MG,ZR,21.02333333,5.0,92.33333333,1729.333333,petrol,"1,088","2,302",98,"3,488"
4462,Mini,One,24.09525,6.25,68.75,1498.25,petrol,"1,741","1,489",223,"3,453"
4463,Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,622,"2,437",334,"3,393"
4464,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"1,026","2,235",128,"3,389"
4465,Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,"1,203","1,800",124,"3,127"
4466,Alfa-Romeo,33,13.818,5.0,66.0,1351.0,petrol,581,"2,381",133,"3,095"
4467,Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,621,"2,348",108,"3,077"
4468,Audi,A8,116.545,8.0,230.0,2981.0,petrol,191,"2,366",121,"2,678"
4469,Volvo,S60,52.085,8.0,223.8333333,1969.0,petrol,272,"2,020",374,"2,666"
4470,Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,577,"1,856",175,"2,608"
4471,Opel,Manta,11.9845625,4.0,69.0,1762.75,petrol,413,"1,963",49,"2,425"
4472,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,747,"1,516",97,"2,360"
4473,Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,"1,185","1,026",98,"2,309"
4474,BMW,M550i,134.789,8.0,390.0,4395.0,petrol,122,"2,015",73,"2,210"
4475,Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,petrol,682,"1,454",57,"2,193"
4476,BMW,640i,114.8758333,8.0,235.0,2979.0,petrol,234,"1,862",76,"2,172"
4477,Honda,Logo,13.382,2.5,48.0,1343.0,petrol,"1,238",801,104,"2,143"
4478,Audi,S3,60.87,6.75,228.0,1984.0,petrol,351,"1,571",102,"2,024"
4479,Porsche,928,110.0985,5.0,235.0,4957.0,petrol,179,"1,717",91,"1,987"
4480,Fiat,126,3.781,4.0,18.0,652.0,petrol,994,894,75,"1,963"
4481,Nissan,Silvia,21.01833333,4.666666667,66.0,1206.0,petrol,442,"1,440",66,"1,948"
4482,Hyundai,Stellar,11.263,4.5,55.0,1597.0,petrol,309,"1,561",53,"1,923"
4483,Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,262,"1,471",92,"1,825"
4484,Daihatsu,Move,12.924,4.0,43.0,989.0,petrol,893,812,90,"1,795"
4485,Toyota,Tercel,9.999666667,4.333333333,49.33333333,1347.666667,petrol,502,"1,204",82,"1,788"
4486,Kia,Rio,22.95871429,6.285714286,80.0,998.0,petrol,560,"1,139",53,"1,752"
4487,Hyundai,Trajet,30.352,4.4,99.0,2117.6,petrol,503,"1,177",66,"1,746"
4488,BMW,850i,111.993,5.0,220.0,4988.0,petrol,159,"1,470",68,"1,697"
4489,Honda,CRX,28.735,4.666666667,100.6666667,1590.0,petrol,594,"1,005",89,"1,688"
4490,Daihatsu,Applause,15.6985,4.5,73.0,1590.0,petrol,520,"1,081",85,"1,686"
4491,Triumph,TR7,13.137,5.0,93.5,1998.0,petrol,240,"1,370",59,"1,669"
4492,Kia,Carens,31.195,6.0,105.875,1755.75,petrol,419,"1,161",44,"1,624"
4493,Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,petrol,210,"1,342",40,"1,592"
4494,MG,ZS,30.99,0.0,105.0,335.0,automatic,258,"1,289",45,"1,592"
4495,Porsche,Carrera,646.605,6.0,450.0,5733.0,petrol,146,"1,381",61,"1,588"
4496,Rover,2000,17.182,5.0,74.0,1994.0,petrol,136,"1,399",39,"1,574"
4497,Honda,S2000,55.25,6.0,177.0,1997.0,petrol,311,"1,187",68,"1,566"
4498,Aston-Martin,DB7,158.823,4.5,250.0,3228.0,petrol,130,"1,351",63,"1,544"
