,Male
3402,"44,580"
3403,"42,251"
3404,"26,082"
3405,"38,047"
3406,"44,779"
3407,"48,200"
3408,"42,546"
3409,"35,626"
3410,"42,182"
3411,"35,478"
3412,"35,734"
3413,"38,330"
3414,"18,340"
3415,"22,542"
3416,"35,460"
3417,"17,217"
3418,"36,464"
3419,"32,739"
3420,"32,490"
3421,"13,178"
3422,"32,554"
3423,"33,436"
3424,"34,938"
3425,"31,374"
3426,"20,532"
3427,"23,985"
3428,"29,896"
3429,"26,502"
3430,"14,078"
3431,"29,670"
3432,"25,621"
3433,"25,017"
3434,"16,993"
3435,"27,233"
3436,"30,966"
3437,"26,489"
3438,"22,571"
3439,"19,896"
3440,"23,699"
3441,"11,038"
3442,"26,254"
3443,"25,643"
3444,"14,595"
3445,"24,992"
3446,"16,146"
3447,"24,943"
3448,"10,547"
3449,"14,853"
3450,"19,468"
3451,"19,300"
3452,"18,957"
3453,"18,026"
3454,"23,845"
3455,"20,821"
3456,"15,751"
3457,"17,629"
3458,"7,728"
3459,"19,683"
3460,"16,566"
3461,"11,440"
3462,"17,320"
3463,"13,844"
3464,"10,997"
3465,"11,716"
3466,"16,457"
3467,"16,677"
3468,"19,448"
3469,"18,439"
3470,"13,598"
3471,"8,797"
3472,"14,129"
3473,"15,065"
3474,"8,243"
3475,"14,849"
3476,"10,559"
3477,"15,734"
3478,"11,742"
3479,"9,036"
3480,"8,750"
3481,"13,209"
3482,"12,070"
3483,"13,714"
3484,"11,439"
3485,"13,361"
3486,"8,218"
3487,"14,758"
3488,"11,602"
3489,"10,291"
3490,"6,040"
3491,"13,339"
3492,"13,573"
3493,"10,436"
3494,"10,661"
3495,"11,437"
3496,"11,373"
3497,"7,121"
3498,"7,633"
3499,"12,063"
3500,"9,691"
3501,"13,331"
3502,"12,167"
3503,"12,404"
3504,"7,667"
3505,"9,644"
3506,"10,635"
3507,"6,741"
3508,"8,332"
3509,"10,774"
3510,"8,689"
3511,"11,707"
3512,"8,916"
3513,"7,718"
3514,"7,430"
3515,"9,726"
3516,"9,051"
3517,"7,969"
3518,"9,054"
3519,"9,082"
3520,"10,196"
3521,"6,938"
3522,"8,096"
3523,"8,513"
3524,"7,958"
3525,"5,964"
3526,"4,389"
3527,"1,799"
3528,"4,832"
3529,"6,290"
3530,"6,316"
3531,"5,460"
3532,"5,466"
3533,"5,764"
3534,"5,194"
3535,"5,661"
3536,"5,705"
3537,"5,716"
3538,"6,879"
3539,"5,260"
3540,"5,795"
3541,"5,121"
3542,"3,800"
3543,"4,826"
3544,"4,699"
3545,"5,877"
3546,"4,461"
3547,"6,128"
3548,"5,532"
3549,"2,798"
3550,"4,413"
3551,"5,328"
3552,"4,752"
3553,"5,800"
3554,"4,570"
3555,"2,640"
3556,"5,120"
3557,"5,680"
3558,"5,705"
3559,"5,498"
3560,"5,417"
3561,"2,951"
3562,"4,785"
3563,"5,194"
3564,"4,072"
3565,"3,019"
3566,"4,745"
3567,"4,265"
3568,"5,030"
3569,"2,433"
3570,"4,009"
3571,"3,849"
3572,"4,187"
3573,"3,360"
3574,"4,365"
3575,"2,624"
3576,"3,833"
3577,"3,572"
3578,"4,221"
3579,"2,876"
3580,"3,791"
3581,"3,007"
3582,"2,421"
3583,"3,302"
3584,"2,024"
3585,"3,289"
3586,"2,471"
3587,"2,681"
3588,"2,945"
3589,"2,669"
3590,"3,159"
3591,"2,528"
3592,"2,654"
3593,"2,404"
3594,"2,934"
3595,"3,114"
3596,"2,712"
3597,"2,526"
3598,"2,756"
3599,"2,700"
3600,"2,086"
3601,"2,699"
3602,"2,018"
3603,"2,774"
3604,"2,681"
3605,"2,261"
3606,"1,769"
3607,"2,220"
3608,"2,480"
3609,"2,355"
3610,"1,690"
3611,"2,268"
3612,"2,033"
3613,"1,764"
3614,"2,126"
3615,"2,016"
3616,"1,971"
3617,"1,538"
3618,"1,961"
3619,"1,689"
3620,"1,486"
3621,"1,894"
3622,725
3623,"1,023"
3624,"1,495"
3625,"1,373"
3626,994
3627,"1,493"
3628,"1,455"
3629,"1,523"
3630,"1,598"
3631,"1,541"
3632,734
3633,"1,349"
3634,"1,129"
3635,"1,010"
3636,"1,141"
3637,"1,460"
3638,"1,471"
3639,975
3640,"1,000"
3641,960
3642,736
3643,"1,295"
3644,"1,015"
3645,"1,131"
3646,953
3647,968
3648,850
3649,"1,040"
3650,735
3651,710
3652,"1,039"
3653,"1,012"
3654,994
3655,352
3656,934
3657,594
3658,590482
3659,610738
3660,576085
3661,364608
3662,238045
3663,204065
3664,311989
3665,299936
3666,328418
3667,184240
3668,236881
3669,138652
3670,214561
3671,196423
3672,123003
3673,"79,769"
3674,167529
3675,128066
3676,"93,329"
3677,153908
3678,144343
3679,116338
3680,133010
3681,"86,655"
3682,133087
3683,116043
3684,"95,976"
3685,126010
3686,110812
3687,108637
3688,106868
3689,"49,374"
3690,"98,320"
3691,"92,953"
3692,"68,584"
3693,"47,654"
3694,"62,143"
3695,"84,565"
3696,"61,155"
3697,"76,704"
3698,"71,642"
3699,"55,092"
3700,"57,334"
3701,"39,704"
3702,"42,012"
3703,"50,865"
3704,"48,791"
3705,"47,118"
3706,"37,336"
3707,"40,718"
3708,"31,894"
3709,"41,040"
3710,"36,625"
3711,"28,612"
3712,"28,504"
3713,"51,555"
3714,"44,080"
3715,"37,333"
3716,"48,456"
3717,"42,253"
3718,"45,278"
3719,"40,595"
3720,"37,541"
3721,"38,759"
3722,"41,210"
3723,"35,787"
3724,"33,850"
3725,"23,502"
3726,"33,155"
3727,"27,472"
3728,"18,522"
3729,"23,350"
3730,"34,896"
3731,"31,417"
3732,"36,098"
3733,"33,693"
3734,"31,488"
3735,"13,261"
3736,"31,521"
3737,"14,263"
3738,"16,226"
3739,"27,874"
3740,"21,264"
3741,"18,054"
3742,"18,659"
3743,"30,258"
3744,"29,934"
3745,"25,228"
3746,"28,971"
3747,"20,594"
3748,"25,362"
3749,"15,011"
3750,"21,042"
3751,"10,918"
3752,"21,506"
3753,"24,563"
3754,"17,681"
3755,"13,160"
3756,"16,468"
3757,"24,197"
3758,"22,453"
3759,"18,167"
3760,"18,466"
3761,"21,351"
3762,"20,931"
3763,"15,498"
3764,"21,322"
3765,"17,069"
3766,"16,784"
3767,"17,575"
3768,"12,983"
3769,"17,797"
3770,"11,352"
3771,"15,703"
3772,"20,350"
3773,"15,753"
3774,"7,260"
3775,"19,460"
3776,"8,094"
3777,"16,547"
3778,"14,835"
3779,"15,485"
3780,"14,656"
3781,"14,747"
3782,"9,842"
3783,"13,245"
3784,"10,594"
3785,"17,236"
3786,"13,821"
3787,"14,773"
3788,"11,429"
3789,"8,715"
3790,"13,759"
3791,"7,989"
3792,"11,104"
3793,"10,070"
3794,"11,519"
3795,"6,751"
3796,"13,286"
3797,"10,812"
3798,"12,195"
3799,"11,242"
3800,"13,644"
3801,"11,632"
3802,"13,334"
3803,"10,007"
3804,"9,720"
3805,"5,304"
3806,"6,643"
3807,"5,583"
3808,"11,039"
3809,"7,283"
3810,"8,344"
3811,"11,003"
3812,"11,629"
3813,"9,908"
3814,"8,004"
3815,"9,627"
3816,"7,952"
3817,"8,808"
3818,"9,875"
3819,"8,462"
3820,"8,382"
3821,"7,316"
3822,"5,700"
3823,"8,919"
3824,"5,364"
3825,"8,674"
3826,"5,775"
3827,"7,466"
3828,"6,782"
3829,"8,858"
3830,"8,283"
3831,"6,194"
3832,"5,852"
3833,"6,570"
3834,"7,422"
3835,"5,965"
3836,"4,975"
3837,"6,696"
3838,"4,446"
3839,"6,580"
3840,"6,528"
3841,"6,711"
3842,"5,022"
3843,"6,876"
3844,"6,726"
3845,"3,151"
3846,"5,559"
3847,"6,617"
3848,"5,523"
3849,"5,575"
3850,"3,464"
3851,"5,907"
3852,"6,103"
3853,"6,176"
3854,"6,426"
3855,"5,099"
3856,"5,031"
3857,"5,227"
3858,"3,481"
3859,"4,612"
3860,"6,017"
3861,"5,860"
3862,"5,701"
3863,"5,407"
3864,"4,580"
3865,"4,321"
3866,"4,076"
3867,"5,354"
3868,"4,152"
3869,"4,244"
3870,"2,349"
3871,"4,540"
3872,"3,310"
3873,"4,346"
3874,"3,782"
3875,"3,261"
3876,"3,590"
3877,"3,411"
3878,"3,374"
3879,"4,063"
3880,"2,675"
3881,"3,602"
3882,"1,022"
3883,"2,855"
3884,"2,907"
3885,"3,469"
3886,"2,736"
3887,"2,762"
3888,"2,767"
3889,"3,474"
3890,"2,867"
3891,"2,845"
3892,"2,760"
3893,"3,004"
3894,"2,933"
3895,"2,964"
3896,"2,291"
3897,"2,792"
3898,"2,576"
3899,"2,404"
3900,"2,819"
3901,"2,694"
3902,"2,129"
3903,"1,467"
3904,"2,280"
3905,"2,545"
3906,"1,836"
3907,"1,848"
3908,"1,624"
3909,"1,670"
3910,"2,029"
3911,"2,281"
3912,"1,262"
3913,"2,127"
3914,"1,228"
3915,"1,433"
3916,"1,974"
3917,"1,005"
3918,"1,641"
3919,"1,847"
3920,700
3921,"1,800"
3922,"1,594"
3923,"1,229"
3924,"1,603"
3925,"1,538"
3926,"1,530"
3927,748
3928,"1,029"
3929,"1,134"
3930,"1,455"
3931,"1,024"
3932,"1,029"
3933,"1,298"
3934,767
3935,"1,293"
3936,"1,361"
3937,"1,201"
3938,"1,057"
3939,861
3940,933
3941,"1,122"
3942,"1,026"
3943,"1,112"
3944,970
3945,997
3946,711
3947,678
3948,920
3949,636
3950,671
3951,349
3952,948
3953,884
3954,927
3955,889
3956,780
3957,620042
3958,700915
3959,551461
3960,354091
3961,207018
3962,213815
3963,341789
3964,185207
3965,300860
3966,241175
3967,209379
3968,215205
3969,121935
3970,179729
3971,115360
3972,197414
3973,"68,783"
3974,124731
3975,"90,466"
3976,104785
3977,156990
3978,142409
3979,136766
3980,136687
3981,118149
3982,121282
3983,"95,606"
3984,101654
3985,104375
3986,102104
3987,"83,129"
3988,"98,413"
3989,"55,507"
3990,"86,596"
3991,"74,603"
3992,"88,989"
3993,"63,201"
3994,"81,043"
3995,"39,190"
3996,"58,380"
3997,"59,078"
3998,"73,774"
3999,"66,289"
4000,"49,664"
4001,"52,084"
4002,"41,777"
4003,"36,889"
4004,"41,991"
4005,"42,248"
4006,"53,446"
4007,"32,840"
4008,"34,298"
4009,"49,636"
4010,"48,383"
4011,"42,557"
4012,"45,682"
4013,"26,442"
4014,"48,611"
4015,"38,980"
4016,"25,157"
4017,"38,131"
4018,"23,083"
4019,"19,872"
4020,"27,709"
4021,"29,086"
4022,"31,077"
4023,"36,627"
4024,"32,612"
4025,"30,840"
4026,"14,757"
4027,"28,955"
4028,"34,244"
4029,"32,620"
4030,"32,090"
4031,"18,796"
4032,"32,010"
4033,"21,880"
4034,"30,713"
4035,"32,282"
4036,"30,607"
4037,"21,277"
4038,"21,230"
4039,"21,974"
4040,"15,870"
4041,"12,264"
4042,"24,490"
4043,"15,193"
4044,"24,515"
4045,"25,715"
4046,"21,850"
4047,"11,369"
4048,"23,953"
4049,"22,765"
4050,"19,688"
4051,"20,036"
4052,"16,959"
4053,"22,135"
4054,"24,045"
4055,"12,866"
4056,"12,086"
4057,"21,914"
4058,"13,195"
4059,"17,865"
4060,"15,817"
4061,"16,102"
4062,"16,022"
4063,"15,856"
4064,"14,968"
4065,"16,266"
4066,"18,443"
4067,"17,547"
4068,"14,601"
4069,"16,172"
4070,"14,574"
4071,"16,018"
4072,"12,868"
4073,"10,643"
4074,"16,050"
4075,"13,681"
4076,"6,418"
4077,"8,582"
4078,"10,358"
4079,"12,754"
4080,"15,836"
4081,"11,598"
4082,"13,734"
4083,"8,845"
4084,"14,859"
4085,"11,593"
4086,"11,808"
4087,"13,165"
4088,"12,576"
4089,"10,838"
4090,"10,397"
4091,"10,006"
4092,"9,363"
4093,"9,732"
4094,"10,946"
4095,"11,936"
4096,"10,172"
4097,"8,356"
4098,"5,412"
4099,"11,355"
4100,"5,017"
4101,"9,960"
4102,"8,659"
4103,"8,575"
4104,"6,217"
4105,"4,676"
4106,"6,531"
4107,"7,975"
4108,"9,754"
4109,"8,484"
4110,"5,781"
4111,"8,542"
4112,"8,421"
4113,"8,343"
4114,"8,393"
4115,"5,085"
4116,"7,064"
4117,"8,484"
4118,"8,078"
4119,"3,577"
4120,"6,456"
4121,"5,774"
4122,"6,758"
4123,"7,518"
4124,"3,956"
4125,"7,138"
4126,"3,417"
4127,"7,022"
4128,"5,246"
4129,"5,717"
4130,"4,933"
4131,"7,134"
4132,"4,182"
4133,"4,363"
4134,"5,040"
4135,"6,335"
4136,"6,100"
4137,"4,851"
4138,"4,939"
4139,"5,034"
4140,"4,828"
4141,"6,414"
4142,"3,571"
4143,"5,405"
4144,"5,133"
4145,"6,006"
4146,"5,891"
4147,"5,242"
4148,"4,126"
4149,"4,941"
4150,"5,958"
4151,"5,471"
4152,"5,449"
4153,"4,521"
4154,"4,448"
4155,"4,450"
4156,"4,194"
4157,"5,037"
4158,"4,385"
4159,"3,152"
4160,"5,198"
4161,"4,155"
4162,"3,791"
4163,"2,939"
4164,"4,566"
4165,"3,608"
4166,"4,187"
4167,"4,446"
4168,"3,915"
4169,"4,329"
4170,"3,135"
4171,"3,639"
4172,"3,734"
4173,"3,715"
4174,"2,174"
4175,"2,016"
4176,"3,786"
4177,"3,612"
4178,"2,859"
4179,"2,836"
4180,"3,028"
4181,"2,677"
4182,"2,926"
4183,"3,343"
4184,"3,213"
4185,"2,481"
4186,"3,002"
4187,"2,621"
4188,"2,100"
4189,"2,343"
4190,"2,748"
4191,"3,035"
4192,"2,428"
4193,"2,229"
4194,"2,338"
4195,"1,715"
4196,"1,984"
4197,"1,827"
4198,"2,026"
4199,"1,812"
4200,"2,042"
4201,"2,024"
4202,"2,239"
4203,"1,471"
4204,"1,498"
4205,"1,011"
4206,733
4207,"1,248"
4208,"1,640"
4209,"1,726"
4210,"1,269"
4211,"1,369"
4212,"1,648"
4213,"1,665"
4214,"1,650"
4215,"1,519"
4216,779
4217,"1,051"
4218,"1,412"
4219,"1,407"
4220,"1,298"
4221,"1,254"
4222,"1,331"
4223,908
4224,"1,105"
4225,"1,231"
4226,921
4227,"1,161"
4228,"1,003"
4229,852
4230,613
4231,"1,084"
4232,"1,088"
4233,820
4234,989
4235,365
4236,902
4237,878
4238,972
4239,594
4240,918
4241,825
4242,890
4243,645772
4244,782270
4245,502075
4246,378257
4247,333087
4248,208418
4249,182796
4250,185546
4251,274268
4252,205015
4253,273881
4254,114498
4255,176132
4256,162144
4257,161465
4258,120165
4259,160393
4260,"82,389"
4261,120427
4262,"54,731"
4263,"80,682"
4264,138988
4265,134797
4266,120347
4267,"62,117"
4268,108374
4269,112547
4270,113396
4271,102202
4272,100555
4273,"78,576"
4274,"93,923"
4275,"99,926"
4276,"89,849"
4277,"64,282"
4278,"78,802"
4279,"67,270"
4280,"65,661"
4281,"67,882"
4282,"64,366"
4283,"65,256"
4284,"42,883"
4285,"63,362"
4286,"61,336"
4287,"29,273"
4288,"56,582"
4289,"43,885"
4290,"53,825"
4291,"53,073"
4292,"38,839"
4293,"35,237"
4294,"39,488"
4295,"31,165"
4296,"42,062"
4297,"35,860"
4298,"47,920"
4299,"40,406"
4300,"34,834"
4301,"39,696"
4302,"37,419"
4303,"22,114"
4304,"26,993"
4305,"15,125"
4306,"33,281"
4307,"20,289"
4308,"32,968"
4309,"28,994"
4310,"18,463"
4311,"28,789"
4312,"16,854"
4313,"32,159"
4314,"30,418"
4315,"17,671"
4316,"17,357"
4317,"20,961"
4318,"26,566"
4319,"23,281"
4320,"20,331"
4321,"23,315"
4322,"16,910"
4323,"23,021"
4324,"11,922"
4325,"24,056"
4326,"21,331"
4327,"24,339"
4328,"18,034"
4329,"10,127"
4330,"16,794"
4331,"22,919"
4332,"14,207"
4333,"17,231"
4334,"22,572"
4335,"12,788"
4336,"22,867"
4337,"19,626"
4338,"22,198"
4339,"19,041"
4340,"17,283"
4341,"17,668"
4342,"20,545"
4343,"19,260"
4344,"15,637"
4345,"16,032"
4346,"14,588"
4347,"15,569"
4348,"17,336"
4349,"13,912"
4350,"17,857"
4351,"16,581"
4352,"9,090"
4353,"13,938"
4354,"13,161"
4355,"11,736"
4356,"12,080"
4357,"9,486"
4358,"13,338"
4359,"13,682"
4360,"11,850"
4361,"11,658"
4362,"5,052"
4363,"8,154"
4364,"11,607"
4365,"10,092"
4366,"11,117"
4367,"12,671"
4368,"11,810"
4369,"7,597"
4370,"10,089"
4371,"12,464"
4372,"10,459"
4373,"11,485"
4374,"10,102"
4375,"9,579"
4376,"8,506"
4377,"10,777"
4378,"8,594"
4379,"7,999"
4380,"8,595"
4381,"10,250"
4382,"8,162"
4383,"10,143"
4384,"8,455"
4385,"8,438"
4386,"7,777"
4387,"9,064"
4388,"4,474"
4389,"5,926"
4390,"7,636"
4391,"8,314"
4392,"7,814"
4393,"7,310"
4394,"8,178"
4395,"4,994"
4396,"6,717"
4397,"3,820"
4398,"5,169"
4399,"3,952"
4400,"3,627"
4401,"7,440"
4402,"7,475"
4403,"6,210"
4404,"3,347"
4405,"5,642"
4406,"5,759"
4407,"6,838"
4408,"5,206"
4409,"6,372"
4410,"6,115"
4411,"4,875"
4412,"6,241"
4413,"5,014"
4414,"6,072"
4415,"5,209"
4416,"5,996"
4417,"5,533"
4418,"5,440"
4419,"4,369"
4420,"3,416"
4421,"4,587"
4422,"4,410"
4423,"4,260"
4424,"3,778"
4425,"4,333"
4426,"3,376"
4427,"4,335"
4428,"2,557"
4429,"5,074"
4430,"4,186"
4431,"3,949"
4432,"3,700"
4433,"3,961"
4434,"4,734"
4435,"4,209"
4436,"4,491"
4437,"4,374"
4438,"3,451"
4439,"4,513"
4440,"4,458"
4441,"4,308"
4442,"3,929"
4443,"3,201"
4444,"2,981"
4445,"2,417"
4446,"4,018"
4447,"3,872"
4448,"2,461"
4449,"2,892"
4450,"3,161"
4451,"2,954"
4452,"2,744"
4453,"3,468"
4454,"2,029"
4455,"2,613"
4456,"2,660"
4457,"1,759"
4458,"3,203"
4459,"2,358"
4460,"2,292"
4461,"2,302"
4462,"1,489"
4463,"2,437"
4464,"2,235"
4465,"1,800"
4466,"2,381"
4467,"2,348"
4468,"2,366"
4469,"2,020"
4470,"1,856"
4471,"1,963"
4472,"1,516"
4473,"1,026"
4474,"2,015"
4475,"1,454"
4476,"1,862"
4477,801
4478,"1,571"
4479,"1,717"
4480,894
4481,"1,440"
4482,"1,561"
4483,"1,471"
4484,812
4485,"1,204"
4486,"1,139"
4487,"1,177"
4488,"1,470"
4489,"1,005"
4490,"1,081"
4491,"1,370"
4492,"1,161"
4493,"1,342"
4494,"1,289"
4495,"1,381"
4496,"1,399"
4497,"1,187"
4498,"1,351"
4499,"1,202"
4500,"1,091"
4501,"1,089"
4502,"1,192"
4503,"1,189"
4504,"1,280"
4505,"1,345"
4506,"1,229"
4507,"1,073"
4508,905
4509,920
4510,"1,014"
4511,"1,082"
4512,"1,055"
4513,996
4514,734
4515,954
4516,386
4517,909
4518,969
4519,917
4520,663317
4521,848688
4522,412901
4523,316860
4524,434818
4525,206169
4526,357909
4527,183114
4528,154867
4529,250643
4530,191042
4531,105925
4532,131504
4533,142794
4534,137734
4535,179235
4536,156003
4537,118749
4538,126677
4539,"66,086"
4540,120470
4541,127852
4542,112511
4543,"65,464"
4544,"91,012"
4545,"43,096"
4546,105399
4547,"80,863"
4548,"81,388"
4549,"51,225"
4550,"91,833"
4551,"89,931"
4552,"64,606"
4553,"53,229"
4554,"74,387"
4555,"85,549"
4556,"86,558"
4557,"85,510"
4558,"68,886"
4559,"77,037"
4560,"51,887"
4561,"60,863"
4562,"58,361"
4563,"55,124"
4564,"44,319"
4565,"33,306"
4566,"48,047"
4567,"43,874"
4568,"47,588"
4569,"33,683"
4570,"42,562"
4571,"41,428"
4572,"46,987"
4573,"27,628"
4574,"30,796"
4575,"32,295"
4576,"22,255"
4577,"39,092"
4578,"31,304"
4579,"15,584"
4580,"32,436"
4581,"19,938"
4582,"16,826"
4583,"17,681"
4584,"26,280"
4585,"26,916"
4586,"27,208"
4587,"29,569"
4588,"23,766"
4589,"26,203"
4590,"29,137"
4591,"16,027"
4592,"16,167"
4593,"26,802"
4594,"12,744"
4595,"21,660"
4596,"18,054"
4597,"21,884"
4598,"18,552"
4599,"23,348"
4600,"17,546"
4601,"13,794"
4602,"21,183"
4603,"13,156"
4604,"22,314"
4605,"18,191"
4606,"19,269"
4607,"18,063"
4608,"18,599"
4609,"21,860"
4610,"20,993"
4611,"19,616"
4612,"12,138"
4613,"11,417"
4614,"17,243"
4615,"14,509"
4616,"12,725"
4617,"17,582"
4618,"16,007"
4619,"9,350"
4620,"15,596"
4621,"16,748"
4622,"7,265"
4623,"13,260"
4624,"12,143"
4625,"13,804"
4626,"14,916"
4627,"15,189"
4628,"12,919"
4629,"11,862"
4630,"12,077"
4631,"12,494"
4632,"12,719"
4633,"11,643"
4634,"13,407"
4635,"11,240"
4636,"11,958"
4637,"10,216"
4638,"8,209"
4639,"9,782"
4640,"9,727"
4641,"11,770"
4642,"10,408"
4643,"7,989"
4644,"9,554"
4645,"11,201"
4646,"8,950"
4647,"10,135"
4648,"8,187"
4649,"10,916"
4650,"8,252"
4651,"9,524"
4652,"8,438"
4653,"7,942"
4654,"9,027"
4655,"4,724"
4656,"5,780"
4657,"5,484"
4658,"7,335"
4659,"7,902"
4660,"3,731"
4661,"8,180"
4662,"4,796"
4663,"6,986"
4664,"5,663"
4665,"3,165"
4666,"5,870"
4667,"6,055"
4668,"7,579"
4669,"7,474"
4670,"7,194"
4671,"5,510"
4672,"6,413"
4673,"6,265"
4674,"5,449"
4675,"6,443"
4676,"6,275"
4677,"6,088"
4678,"2,963"
4679,"6,527"
4680,"3,156"
4681,"5,483"
4682,"6,698"
4683,"6,218"
4684,"6,005"
4685,"5,817"
4686,"4,996"
4687,"2,935"
4688,"5,679"
4689,"4,418"
4690,"5,362"
4691,"3,668"
4692,"5,330"
4693,"4,206"
4694,"3,963"
4695,"3,996"
4696,"4,893"
4697,"4,961"
4698,"2,520"
4699,"4,133"
4700,"4,392"
4701,"3,802"
4702,"2,713"
4703,"3,574"
4704,"3,576"
4705,"4,295"
4706,"3,572"
4707,"4,211"
4708,"4,398"
4709,"4,039"
4710,"3,290"
4711,"3,228"
4712,"2,753"
4713,"3,710"
4714,"3,268"
4715,"3,243"
4716,"2,902"
4717,"2,592"
4718,"3,102"
4719,"3,195"
4720,"1,930"
4721,"2,431"
4722,"2,447"
4723,"2,488"
4724,"2,162"
4725,"3,019"
4726,"2,329"
4727,"1,826"
4728,"2,112"
4729,"2,359"
4730,"2,373"
4731,"1,388"
4732,"1,255"
4733,"2,148"
4734,"1,943"
4735,"1,709"
4736,"1,965"
4737,"2,062"
4738,"1,622"
4739,"1,863"
4740,"1,512"
4741,"1,026"
4742,"1,565"
4743,"1,394"
4744,"1,200"
4745,"1,320"
4746,"1,693"
4747,"1,605"
4748,"1,345"
4749,"1,512"
4750,"1,523"
4751,"1,698"
4752,"1,776"
4753,"1,719"
4754,"1,516"
4755,"1,216"
4756,"1,628"
4757,723
4758,"1,191"
4759,838
4760,"1,368"
4761,"1,457"
4762,966
4763,"1,417"
4764,"1,216"
4765,"1,164"
4766,"1,330"
4767,"1,201"
4768,"1,366"
4769,"1,282"
4770,"1,186"
4771,"1,091"
4772,"1,073"
4773,908
4774,849
4775,"1,043"
4776,"1,043"
4777,394
4778,758
4779,837
4780,804
4781,813
4782,689216
4783,905246
4784,440443
4785,445835
4786,302681
4787,199629
4788,380910
4789,177152
4790,134415
4791,233017
4792,142294
4793,169731
4794,"98,398"
4795,192361
4796,191716
4797,131253
4798,115088
4799,155290
4800,105805
4801,"69,266"
4802,115704
4803,113811
4804,"93,637"
4805,"63,379"
4806,"81,329"
4807,"96,813"
4808,100809
4809,"79,232"
4810,"90,413"
4811,"64,018"
4812,"83,977"
4813,"82,963"
4814,"49,654"
4815,"71,066"
4816,"76,860"
4817,"79,107"
4818,"31,187"
4819,"62,553"
4820,"61,936"
4821,"56,998"
4822,"51,425"
4823,"51,086"
4824,"45,407"
4825,"39,666"
4826,"26,216"
4827,"31,927"
4828,"38,920"
4829,"38,471"
4830,"34,035"
4831,"42,515"
4832,"47,709"
4833,"23,725"
4834,"40,190"
4835,"39,734"
4836,"28,542"
4837,"24,920"
4838,"35,788"
4839,"16,008"
4840,"28,317"
4841,"26,936"
4842,"31,935"
4843,"15,920"
4844,"25,659"
4845,"27,993"
4846,"24,332"
4847,"16,655"
4848,"13,559"
4849,"26,214"
4850,"22,843"
4851,"25,369"
4852,"20,860"
4853,"23,886"
4854,"18,560"
4855,"14,031"
4856,"19,611"
4857,"14,048"
4858,"20,917"
4859,"18,837"
4860,"13,049"
4861,"17,061"
4862,"17,665"
4863,"19,129"
4864,"21,917"
4865,"21,376"
4866,"19,845"
4867,"14,316"
4868,"13,923"
4869,"14,699"
4870,"16,679"
4871,"14,908"
4872,"18,184"
4873,"19,195"
4874,"18,111"
4875,"15,403"
4876,"16,881"
4877,"15,750"
4878,"16,132"
4879,"13,136"
4880,"8,458"
4881,"9,395"
4882,"11,546"
4883,"13,698"
4884,"12,065"
4885,"10,115"
4886,"11,620"
4887,"9,948"
4888,"11,939"
4889,"12,172"
4890,"7,011"
4891,"9,067"
4892,"12,898"
4893,"12,464"
4894,"11,997"
4895,"10,009"
4896,"11,371"
4897,"10,806"
4898,"9,975"
4899,"10,098"
4900,"9,012"
4901,"9,363"
4902,"8,338"
4903,"9,422"
4904,"4,517"
4905,"9,984"
4906,"8,911"
4907,"6,390"
4908,"6,804"
4909,"8,707"
4910,"4,888"
4911,"9,901"
4912,"7,494"
4913,"7,173"
4914,"6,523"
4915,"7,174"
4916,"6,388"
4917,"3,771"
4918,"7,298"
4919,"6,098"
4920,"4,616"
4921,"7,526"
4922,"6,095"
4923,"7,114"
4924,"6,055"
4925,"7,092"
4926,"6,721"
4927,"5,597"
4928,"6,149"
4929,"3,054"
4930,"6,029"
4931,"5,420"
4932,"4,167"
4933,"5,485"
4934,"2,560"
4935,"5,293"
4936,"5,279"
4937,"4,121"
4938,"4,957"
4939,"5,008"
4940,"2,579"
4941,"4,794"
4942,"3,263"
4943,"4,964"
4944,"3,749"
4945,"4,788"
4946,"4,620"
4947,"4,518"
4948,"4,544"
4949,"4,181"
4950,"3,833"
4951,"4,354"
4952,"3,392"
4953,"3,984"
4954,"4,059"
4955,"3,396"
4956,"3,846"
4957,"3,254"
4958,"3,797"
4959,"2,732"
4960,"3,397"
4961,"2,996"
4962,"3,127"
4963,"2,397"
4964,"2,916"
4965,"3,169"
4966,"2,677"
4967,"3,496"
4968,"3,051"
4969,"2,829"
4970,"1,650"
4971,"1,372"
4972,"2,958"
4973,"3,099"
4974,"2,898"
4975,"2,366"
4976,"2,713"
4977,"2,054"
4978,"2,875"
4979,"2,256"
4980,"2,321"
4981,"2,237"
4982,"2,133"
4983,"2,290"
4984,"1,801"
4985,"2,160"
4986,"1,983"
4987,"2,273"
4988,"1,475"
4989,"1,622"
4990,"2,077"
4991,"2,379"
4992,"2,046"
4993,"2,116"
4994,"2,009"
4995,"2,189"
4996,"1,117"
4997,"1,498"
4998,"1,978"
4999,"1,702"
5000,"1,553"
5001,"1,084"
5002,964
5003,"1,725"
5004,"1,818"
5005,"1,576"
5006,"1,299"
5007,"1,565"
5008,907
5009,"1,362"
5010,"1,641"
5011,"1,503"
5012,858
5013,"1,263"
5014,"1,536"
5015,"1,339"
5016,"1,296"
5017,"1,276"
5018,"1,400"
5019,"1,361"
5020,"1,340"
5021,"1,423"
5022,"1,003"
5023,"1,273"
5024,884
5025,"1,236"
5026,"1,237"
5027,989
5028,"1,069"
5029,941
5030,394
5031,696
5032,925
5033,718
