Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,11027,12942,1526,25495
Volvo,V50,36.52,5.18,113.35,2106.5,petrol,6560,17272,1503,25335
Alfa-Romeo,147,25.34,5.19,95.1,1802.77,petrol,8499,14993,1328,24820
Renault,Modus,17.82,4.67,70.33,1298.67,petrol,11838,11702,1251,24791
BMW,X3,76.59,8.0,184.0,2396.4,petrol,9740,13693,1307,24740
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,8164,14939,823,23926
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,2251,19985,1582,23818
Hyundai,Santa,44.14,6.55,144.64,2242.64,diesel,6909,16079,808,23796
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,6227,15840,1674,23741
Chevrolet,Matiz,9.49,4.91,40.82,850.27,petrol,13613,8540,1160,23313
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,6275,15723,1275,23273
Suzuki,Ignis,19.45,3.57,61.0,1197.0,petrol,10953,10500,1716,23169
MG,TF,32.09,4.0,98.2,1754.4,petrol,10731,10948,1292,22971
Saab,900,37.01,4.59,114.68,2208.09,petrol,5472,15968,1432,22872
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,3073,18681,1018,22772
Volvo,850,36.38,4.5,125.71,2294.76,petrol,3928,17664,1118,22710
BMW,Z4,64.11,6.75,202.12,2778.0,petrol,6906,14317,1416,22639
Kia,Sorento,36.01,6.0,151.67,2048.67,petrol,5642,16395,590,22627
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,12092,8824,1219,22135
BMW,740i,115.53,8.0,250.0,2998.0,petrol,1955,18962,1130,22047
Ford,S-MAX,47.52,6.0,128.89,1886.56,diesel,7360,13742,806,21908
Mazda,626,20.72,4.72,81.38,1950.91,petrol,4691,15721,1025,21437
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,2580,17287,1153,21020
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,5055,14650,821,20526
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,3657,16009,759,20425
Chrysler,PT,29.88,4.74,109.11,2238.63,petrol,7898,11350,1069,20317
Renault,Kangoo,18.77,4.86,67.02,1391.02,diesel,6812,11615,1124,19551
Volvo,940,30.24,4.5,110.0,2316.0,petrol,3416,14903,962,19281
Rover,Mini,7.92,4.0,33.33,868.33,petrol,8164,10144,819,19127
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,4106,13808,1127,19041
Seat,Altea,27.13,5.77,96.05,1774.78,diesel,7033,11392,607,19032
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,7216,10504,1223,18943
Smart,Fortwo,19.97,2.81,55.38,592.56,automatic,8794,9199,862,18855
Mercedes,B,41.39,7.29,105.71,1545.43,diesel,7915,9923,956,18794
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,5480,12651,572,18703
Kia,Ceed,26.98,5.86,88.09,1460.8,petrol,5835,12409,402,18646
BMW,M3,135.11,6.5,309.0,3999.0,petrol,1712,15809,660,18181
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,7915,9062,842,17819
Hyundai,Matrix,18.51,4.6,76.0,1599.0,petrol,6402,10770,614,17786
Audi,A2,23.05,5.0,55.0,1406.0,petrol,8604,7655,1224,17483
MG,ZT,42.75,5.0,128.5,2548.83,petrol,2229,14308,507,17044
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,3314,11874,862,16050
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,3357,12026,500,15883
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,5721,9251,750,15722
Hyundai,I30,28.61,5.95,100.59,1387.62,petrol,5198,9923,394,15515
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,4549,10092,831,15472
Peugeot,Partner,20.36,5.86,82.25,1534.39,diesel,4508,10255,680,15443
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,9177,5345,758,15280
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,1872,12702,687,15261
Fiat,Multipla,25.21,5.0,80.5,1753.0,petrol,5639,8670,896,15205
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,3083,11139,580,14802
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,2669,11326,732,14727
Ford,C-MAX,32.18,6.0,99.0,1448.6,petrol,4698,9456,446,14600
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,7626,6253,705,14584
Volkswagen,Touareg,94.1,8.0,190.0,2967.0,diesel,3779,10197,592,14568
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,11749,1928,826,14503
Fiat,Doblo,25.17,5.52,79.31,1523.74,diesel,3549,10384,567,14500
Hyundai,Tucson,41.59,6.46,111.31,1624.77,petrol,4675,9353,447,14475
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,5792,7501,843,14136
Chevrolet,Kalos,14.22,4.73,64.45,1353.36,petrol,6488,6432,611,13531
Mazda,5,22.13,5.5,75.09,1622.68,petrol,5010,7348,583,12941
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,6259,6035,639,12933
Audi,80,27.1,4.67,91.75,2247.33,petrol,2299,10004,558,12861
Volvo,C30,32.49,5.3,113.28,2093.02,petrol,4798,6968,725,12491
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,2086,9681,672,12439
Jaguar,XF,78.75,8.0,176.25,1997.0,diesel,1137,10686,456,12279
Hyundai,I20,21.85,6.09,70.73,1052.27,petrol,5268,6718,286,12272
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,2635,9083,475,12193
Volvo,440,20.28,4.11,72.85,1832.89,petrol,3391,7849,624,11864
Honda,FR-V,33.13,5.29,103.0,1914.71,petrol,4605,6578,676,11859
Suzuki,SX4,20.67,4.75,88.0,1586.0,petrol,4585,6465,752,11802
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,5631,5380,602,11613
Volkswagen,Eos,42.29,6.0,113.8,1740.0,petrol,6036,4620,862,11518
Smart,City-coupe,13.21,6.0,35.8,679.0,petrol,5725,4991,684,11400
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,2643,8179,467,11289
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,1992,8583,590,11165
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,1356,9537,264,11157
Volkswagen,Fox,12.5,5.0,48.67,1336.67,petrol,6369,3886,540,10795
Suzuki,Liana,18.88,4.67,74.0,1523.33,petrol,3793,6374,618,10785
Chevrolet,Lacetti,18.76,4.71,80.43,1612.93,petrol,3265,6979,469,10713
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,2252,7799,432,10483
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,2456,7384,495,10335
Skoda,Superb,39.72,6.8,110.0,1592.0,petrol,1160,8812,342,10314
BMW,640i,114.88,8.0,235.0,2979.0,petrol,1370,8171,387,9928
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,3099,6215,599,9913
Audi,A5,59.43,7.0,150.45,1981.82,petrol,1532,7759,437,9728
Saab,9000,41.62,4.6,125.36,2336.52,petrol,1524,7675,527,9726
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,2775,6332,447,9554
Audi,Q7,106.55,8.0,210.0,2976.33,diesel,2261,6850,433,9544
Porsche,Cayenne,158.98,8.0,326.0,3295.0,petrol,2319,6552,464,9335
Volvo,XC70,58.47,6.44,148.52,2174.04,diesel,1886,6576,576,9038
Volkswagen,Tiguan,44.31,6.71,108.0,1663.93,petrol,3365,5232,434,9031
Citroen,C8,45.59,5.25,104.17,2027.83,petrol,2885,5516,426,8827
Peugeot,807,45.76,5.31,109.08,2053.0,diesel,2720,5603,481,8804
Hyundai,Trajet,30.35,4.4,99.0,2117.6,petrol,2818,5568,380,8766
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,4217,3945,507,8669
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,2923,5241,432,8596
Audi,A8,116.54,8.0,230.0,2981.0,petrol,604,7405,410,8419
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,2338,5333,509,8180
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,2158,5562,394,8114
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,1835,5807,358,8000
Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,4041,3288,535,7864
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,1615,5669,416,7700
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,2052,4876,581,7509
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,715,6440,315,7470
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,1202,5920,290,7412
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,1967,5028,408,7403
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,1724,5231,325,7280
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,2444,4385,361,7190
Mitsubishi,Outlander,37.45,2.61,120.33,2085.06,petrol,2086,4736,328,7150
Bentley,Continental,285.25,7.2,428.2,5577.8,petrol,696,6159,290,7145
Mercedes,CLC,42.56,6.17,131.67,2313.67,petrol,2988,3765,293,7046
Skoda,Roomster,20.92,5.38,68.88,1272.44,petrol,2466,4288,288,7042
Nissan,350Z,55.42,6.0,221.0,3498.0,petrol,962,5742,280,6984
Renault,Twingo,14.94,5.2,59.6,958.6,petrol,4087,2596,248,6931
Peugeot,1007,18.66,5.0,59.58,1407.33,petrol,3221,3235,347,6803
Nissan,Pathfinder,60.96,5.5,146.0,2588.6,diesel,1635,4874,240,6749
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,1998,4391,322,6711
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,1780,4506,357,6643
Audi,S3,60.87,6.75,228.0,1984.0,petrol,987,5254,245,6486
Toyota,IQ,17.32,3.67,58.44,1152.89,petrol,3133,2751,545,6429
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,2778,3336,303,6417
Chrysler,300C,70.32,4.5,199.0,4123.5,petrol,634,5517,182,6333
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,1816,4083,264,6163
Ford,Scorpio,30.86,4.45,105.55,2458.91,petrol,782,5124,214,6120
Kia,Cerato,19.9,4.8,94.0,1742.6,petrol,1777,3575,230,5582
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,1992,3239,347,5578
Dodge,Caliber,26.59,4.12,108.62,1911.75,petrol,1779,3624,157,5560
Alfa-Romeo,GT,37.35,5.38,121.06,1972.81,petrol,987,4222,269,5478
Peugeot,607,48.1,5.11,117.79,2315.0,petrol,629,4515,254,5398
Renault,19,16.29,4.8,57.87,1645.13,petrol,1529,3496,230,5255
Porsche,Cayman,84.6,6.5,220.5,3071.0,petrol,823,4108,236,5167
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,816,4066,281,5163
Chevrolet,Tacuma,20.2,4.78,82.33,1775.78,petrol,1791,3083,271,5145
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,968,3862,225,5055
Ford,Granada,18.85,4.08,87.08,2326.36,petrol,583,4300,142,5025
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,736,4009,239,4984
Hyundai,Elantra,19.06,4.6,89.2,1827.8,petrol,1204,3557,177,4938
Suzuki,Splash,13.15,4.8,55.4,1144.8,petrol,2215,2264,319,4798
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,1197,3148,304,4649
Mazda,MX-3,22.13,5.0,83.0,1721.5,petrol,1783,2402,249,4434
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,1257,2866,246,4369
Audi,S4,95.3,6.33,253.67,3764.33,petrol,509,3666,161,4336
Kia,Pride,9.36,4.33,47.0,1324.0,petrol,1952,2153,210,4315
Kia,Magentis,28.8,4.8,111.2,2126.8,petrol,766,3361,146,4273
Chevrolet,Aveo,18.61,5.2,69.6,1330.4,petrol,1830,2136,192,4158
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,857,3056,211,4124
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,1076,2841,172,4089
Porsche,944,59.49,5.0,137.5,2734.5,petrol,407,3548,132,4087
Volvo,960,40.76,4.33,133.33,2634.22,petrol,688,3098,211,3997
Hyundai,Terracan,44.63,4.33,127.67,3100.33,diesel,841,3076,79,3996
Alfa-Romeo,159,43.26,5.91,135.38,2276.0,diesel,486,3320,188,3994
Honda,Stream,27.94,5.0,103.5,1833.0,petrol,1263,2404,288,3955
Chrysler,Crossfire,56.16,5.5,174.33,3199.0,petrol,1357,2315,158,3830
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,743,2845,145,3733
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,408,3225,79,3712
Toyota,Supra,81.3,8.0,250.0,2998.0,petrol,375,3214,115,3704
Audi,Q5,64.51,6.85,144.23,2048.54,diesel,1140,2345,216,3701
Daewoo,Nexia,12.48,4.67,58.67,1498.0,petrol,1311,2200,174,3685
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,589,2940,142,3671
Nissan,Pixo,9.47,4.67,50.0,996.0,petrol,2050,1470,150,3670
Aston-Martin,Vantage,360.76,6.0,410.0,5341.0,petrol,290,3251,123,3664
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,421,3095,137,3653
Honda,Concerto,16.67,4.5,74.0,1541.5,petrol,1202,2242,190,3634
Fiat,Idea,20.31,5.35,63.29,1344.82,diesel,1536,1894,186,3616
Aston-Martin,DB9,273.76,6.0,381.0,5935.0,petrol,257,3106,108,3471
Nissan,Bluebird,14.44,4.9,64.2,1891.7,petrol,707,2640,101,3448
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,192,3098,124,3414
Mazda,121,13.19,5.0,51.33,1431.33,petrol,1739,1446,180,3365
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,874,2235,225,3334
Mitsubishi,Grandis,30.84,4.6,121.0,2378.0,petrol,1052,2085,189,3326
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,270,2951,79,3300
Ssangyong,Rexton,54.27,5.67,114.0,1998.0,diesel,741,2250,142,3133
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,petrol,988,1900,177,3065
Audi,RS4,121.77,6.67,316.33,3740.0,petrol,279,2631,121,3031
Audi,100,37.33,4.76,101.12,2349.08,petrol,460,2443,121,3024
Subaru,Justy,11.74,5.0,51.0,998.0,petrol,1392,1402,185,2979
Ford,Orion,15.4,5.0,60.11,1593.11,petrol,584,2278,76,2938
Audi,Coupe,35.87,5.59,117.02,1980.63,petrol,357,2459,101,2917
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,566,2114,203,2883
Volvo,460,20.5,4.14,72.43,1824.43,petrol,741,1958,139,2838
Mazda,Xedos,28.96,4.4,100.8,1936.6,petrol,522,2170,134,2826
Volkswagen,Vento,18.17,4.69,70.31,1932.15,petrol,627,2024,134,2785
Fiat,Sedici,21.91,4.67,88.0,1586.0,petrol,1202,1420,122,2744
Toyota,Hilux,46.6,6.0,110.0,2393.0,diesel,384,2172,104,2660
Kia,Mentor,14.76,4.67,75.0,1594.0,petrol,830,1581,103,2514
Fiat,Uno,11.28,4.29,49.29,1337.71,petrol,960,1390,103,2453
Skoda,Favorit,7.86,5.0,44.0,1289.0,petrol,644,1715,94,2453
Aston-Martin,DB7,158.82,4.5,250.0,3228.0,petrol,199,2046,120,2365
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,450,1727,138,2315
BMW,X6,125.5,8.0,282.25,3344.75,petrol,354,1866,79,2299
Honda,Legend,69.4,5.0,173.0,3358.67,petrol,249,1939,110,2298
Mazda,Tribute,38.02,4.5,129.5,2614.0,petrol,746,1424,101,2271
Mercedes,R,88.78,7.0,190.0,3377.44,petrol,562,1556,128,2246
Mercedes,Vaneo,28.97,5.0,72.62,1707.12,petrol,718,1368,154,2240
Honda,Logo,13.38,2.5,48.0,1343.0,petrol,1317,719,131,2167
Daihatsu,Copen,23.81,5.0,64.0,1298.0,petrol,1400,564,173,2137
Nissan,Maxima,34.1,4.57,121.86,2555.29,petrol,280,1704,106,2090
Dodge,Nitro,47.88,5.11,141.44,3106.67,diesel,504,1492,56,2052
Alfa-Romeo,146,18.2,5.0,87.71,1696.43,petrol,468,1397,87,1952
Alfa-Romeo,Brera,53.1,6.0,163.71,2679.29,petrol,317,1528,99,1944
Volkswagen,Transporter,35.38,6.0,103.08,1968.0,diesel,369,1464,92,1925
Honda,Integra,17.53,4.6,78.4,1549.8,petrol,222,1603,58,1883
Chrysler,Sebring,37.47,5.5,114.5,2167.5,petrol,413,1383,62,1858
Alfa-Romeo,166,43.89,5.67,130.56,2457.56,petrol,159,1510,76,1745
Mazda,MX-6,30.93,4.67,110.33,2328.33,petrol,389,1233,90,1712
Mercedes,GLK,59.05,6.75,144.38,2417.88,diesel,359,1181,90,1630
Alfa-Romeo,145,17.43,5.0,87.71,1696.43,petrol,401,1156,72,1629
Mitsubishi,Pajero,45.78,4.81,106.3,2768.51,diesel,313,1233,60,1606
Peugeot,4007,42.93,3.86,122.14,2308.29,petrol,480,1072,53,1605
Fiat,Tipo,23.58,5.81,80.81,1446.12,diesel,524,964,82,1570
Renault,Safrane,31.79,4.57,104.14,2211.07,petrol,262,1208,66,1536
Toyota,Paseo,15.76,5.0,66.0,1497.0,petrol,638,807,81,1526
Lexus,GS,78.48,0.89,224.78,3196.56,petrol,139,1283,92,1514
Daewoo,Espero,16.8,4.5,71.0,1764.0,petrol,301,1037,56,1394
Porsche,Carrera,646.6,6.0,450.0,5733.0,petrol,104,1228,60,1392
Mazda,MPV,35.3,5.0,102.0,2129.0,petrol,434,874,83,1391
Citroen,XM,36.36,4.55,110.5,2345.1,petrol,162,1114,75,1351
Audi,RS6,175.84,7.0,433.5,4493.5,petrol,97,1189,51,1337
Ssangyong,Musso,38.79,4.43,98.57,2755.57,diesel,235,1014,41,1290
Volkswagen,Phaeton,146.27,5.77,234.85,4089.92,petrol,81,1144,60,1285
Ford,Mustang,74.61,3.2,239.2,3640.2,petrol,105,1153,24,1282
Audi,R8,226.38,6.5,368.67,4857.0,petrol,84,1129,55,1268
BMW,850i,111.99,5.0,220.0,4988.0,petrol,112,1088,59,1259
Opel,Zafira,35.27,6.0,112.07,1574.43,petrol,415,758,86,1259
Ferrari,F430,260.29,6.0,360.0,4308.0,petrol,52,1167,38,1257
Fiat,Croma,34.33,5.59,105.0,1962.06,diesel,274,913,31,1218
Daihatsu,Move,12.92,4.0,43.0,989.0,petrol,564,576,76,1216
Toyota,Urban,20.21,6.0,74.0,1329.0,petrol,480,659,77,1216
Porsche,928,110.1,5.0,235.0,4957.0,petrol,65,1023,61,1149
Audi,S5,105.46,8.0,257.5,2981.0,petrol,117,965,56,1138
Citroen,C-Crosser,35.73,4.4,121.0,2287.6,petrol,302,793,23,1118
Honda,CRX,28.74,4.67,100.67,1590.0,petrol,335,730,47,1112
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,362,683,52,1097
Citroen,Nemo,13.44,5.0,54.5,1304.0,petrol,317,712,39,1068
TVR,Tuscan,107.7,5.0,274.0,3800.5,petrol,67,940,40,1047
Renault,Vel,51.64,5.38,126.5,2376.75,petrol,161,842,43,1046
Renault,21,20.35,4.79,67.68,1996.68,petrol,178,784,41,1003
Ford,Fiesta,18.53,5.71,68.57,1166.14,petrol,580488,516891,46639,1144018
Ford,Focus,30.62,5.97,94.03,1497.17,petrol,340499,645236,42183,1027918
Volkswagen,Golf,31.24,6.16,89.46,1537.41,petrol,279849,433589,43224,756662
Renault,Clio,22.1,5.62,75.58,1219.65,petrol,386211,268726,32061,686998
Ford,Mondeo,39.97,1.75,130.25,1998.5,petrol,110402,513891,22553,646846
Peugeot,206,20.03,4.83,71.33,1631.5,petrol,339260,199330,29628,568218
BMW,320i,47.85,6.44,126.11,1995.78,petrol,131716,401739,29041,562496
Nissan,Micra,20.38,4.87,67.96,1279.7,petrol,310229,181696,30028,521953
Renault,Megane,26.45,5.41,87.31,1623.79,petrol,209762,278090,27294,515146
Volkswagen,Polo,18.19,5.07,60.96,1408.06,petrol,283920,195957,31388,511265
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,303170,107210,21638,432018
Honda,Civic,29.94,4.5,106.22,1480.58,petrol,140616,246736,22096,409448
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,87928,207691,12209,307828
Citroen,Xsara,22.36,4.88,72.58,1743.44,petrol,101938,181714,11877,295529
Toyota,Yaris,20.72,3.52,74.4,1397.8,petrol,162704,94656,20700,278060
Peugeot,307,27.46,4.87,86.45,1723.0,petrol,112139,142204,13000,267343
Volkswagen,Passat,46.06,6.49,125.44,1835.85,petrol,44619,195958,13503,254080
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,60713,177261,15325,253299
Peugeot,306,18.64,4.84,67.0,1698.64,petrol,88015,150608,11691,250314
Audi,A4,57.93,6.16,149.71,2283.11,petrol,50852,176367,11840,239059
Toyota,Corolla,27.24,3.03,91.61,1677.95,petrol,87260,136248,14703,238211
Peugeot,106,12.36,4.65,53.88,1366.29,petrol,109354,97156,9657,216167
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,68898,121072,10552,200522
Renault,Laguna,34.02,5.55,99.0,1920.03,diesel,38041,143192,8112,189345
Citroen,Saxo,12.33,4.82,53.82,1367.27,petrol,90003,81953,7223,179179
Mini,Cooper,31.39,6.71,111.0,1711.57,petrol,106659,61578,10347,178584
Rover,2000,17.18,5.0,74.0,1994.0,petrol,65633,104853,8055,178541
Land-Rover,Freelander,43.86,5.29,105.17,2083.52,diesel,55670,104782,8206,168658
Peugeot,406,28.61,4.76,92.82,2043.82,petrol,28542,131093,7653,167288
Toyota,Avensis,37.32,4.32,103.68,1873.26,petrol,29350,125112,9610,164072
BMW,535i,93.71,8.0,225.0,2979.0,petrol,20480,134480,8275,163235
Land-Rover,Discovery,107.45,8.0,182.57,2425.43,diesel,31969,124011,6470,162450
Audi,A3,36.22,6.47,94.33,1424.67,petrol,52275,82986,8332,143593
Skoda,Fabia,19.01,5.21,66.97,1292.35,petrol,59101,76171,6630,141902
Nissan,Primera,26.51,4.02,93.59,1933.02,petrol,27744,102081,6971,136796
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,18354,105562,8362,132278
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,22059,100733,7556,130348
Citroen,C3,22.9,5.41,75.65,1364.0,petrol,65833,47376,5520,118729
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,55338,53689,7853,116880
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,59375,44752,7882,112009
