Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
Mercedes,ML,77.42,7.0,188.33,2876.0,diesel,13327,31808,2694,47829
Hyundai,I10,16.01,5.0,51.78,998.0,petrol,26360,20002,1279,47641
Subaru,Impreza,30.6,1.8,97.6,1757.6,petrol,7947,35754,1747,45448
Kia,Rio,22.96,6.29,80.0,998.0,petrol,18023,25875,1502,45400
Mercedes,SLK,61.86,6.83,184.17,2748.33,petrol,22839,19073,3183,45095
Volkswagen,Bora,25.4,4.65,78.85,1891.59,petrol,10138,32068,2182,44388
Toyota,Celica,31.53,5.17,109.67,1861.83,petrol,11795,30073,2258,44126
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,16667,24543,2223,43433
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,6874,33535,2312,42721
MG,ZR,21.02,5.0,92.33,1729.33,petrol,15077,25745,1691,42513
Ford,Puma,30.38,6.31,94.06,935.62,petrol,24629,15065,2634,42328
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,3206,35805,1651,40662
Suzuki,Alto,9.56,4.6,50.0,996.0,petrol,20161,15039,3075,38275
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,8875,25438,2791,37104
Fiat,Stilo,22.78,5.27,92.36,1837.36,petrol,12912,21695,1758,36365
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,10862,22194,1828,34884
Porsche,911,158.79,7.47,293.53,3005.4,petrol,3241,28375,1514,33130
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,8792,22018,1826,32636
Volvo,S60,52.08,8.0,223.83,1969.0,petrol,4833,25769,1617,32219
Volvo,XC90,85.83,8.0,213.15,1969.0,petrol,9489,19865,2143,31497
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,14380,14969,2075,31424
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,18077,11065,1626,30768
Volvo,V50,36.52,5.18,113.35,2106.5,petrol,8047,20679,1770,30496
Kia,Ceed,26.98,5.86,88.09,1460.8,petrol,9705,19115,761,29581
Ford,S-MAX,47.52,6.0,128.89,1886.56,diesel,9965,18424,1170,29559
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,10020,17374,1389,28783
Suzuki,Jimny,25.94,4.78,67.0,1372.67,petrol,13698,12893,2073,28664
Toyota,Carina,17.45,4.69,68.27,1791.23,petrol,6076,20303,1560,27939
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,9405,17486,947,27838
Renault,Modus,17.82,4.67,70.33,1298.67,petrol,12947,12661,1402,27010
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,6328,18974,1524,26826
Chevrolet,Matiz,9.49,4.91,40.82,850.27,petrol,15747,9512,1379,26638
Hyundai,Santa,44.14,6.55,144.64,2242.64,diesel,7668,17822,1014,26504
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,4845,20355,1265,26465
BMW,X3,76.59,8.0,184.0,2396.4,petrol,10207,14173,1476,25856
Volkswagen,Lupo,13.88,4.75,47.75,1373.75,petrol,15434,8452,1500,25386
Fiat,Bravo,22.46,6.0,92.31,1466.31,petrol,9333,14810,1146,25289
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,8267,15565,1269,25101
Hyundai,I30,28.61,5.95,100.59,1387.62,petrol,8345,15561,705,24611
Smart,Fortwo,19.97,2.81,55.38,592.56,automatic,11403,11952,1190,24545
Kia,Sorento,36.01,6.0,151.67,2048.67,petrol,6263,17517,680,24460
BMW,Z4,64.11,6.75,202.12,2778.0,petrol,7428,15321,1531,24280
Ford,C-MAX,32.18,6.0,99.0,1448.6,petrol,8051,15046,790,23887
Alfa-Romeo,147,25.34,5.19,95.1,1802.77,petrol,8051,14395,1302,23748
Mercedes,B,41.39,7.29,105.71,1545.43,diesel,10089,12357,1256,23702
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,2309,19649,1656,23614
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,5954,15519,1322,22795
Suzuki,Ignis,19.45,3.57,61.0,1197.0,petrol,10792,10268,1680,22740
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,5495,16002,1124,22621
Jaguar,XF,78.75,8.0,176.25,1997.0,diesel,1999,19245,809,22053
Hyundai,I20,21.85,6.09,70.73,1052.27,petrol,9926,11468,606,22000
MG,TF,32.09,4.0,98.2,1754.4,petrol,9646,10831,1237,21714
Fiat,Brava,17.22,4.89,70.0,1615.33,petrol,8022,12208,1208,21438
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,5545,14272,1549,21366
Seat,Altea,27.13,5.77,96.05,1774.78,diesel,7899,12382,694,20975
BMW,740i,115.53,8.0,250.0,2998.0,petrol,1855,17913,1157,20925
Renault,Kangoo,18.77,4.86,67.02,1391.02,diesel,7204,12395,1242,20841
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,3721,16106,998,20825
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,2625,16836,1116,20577
Peugeot,205,13.12,4.75,50.88,1430.75,petrol,7146,12349,944,20439
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,8681,10393,1300,20374
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,10861,8293,1136,20290
Chrysler,PT,29.88,4.74,109.11,2238.63,petrol,7677,10998,1113,19788
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,5784,13020,660,19464
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,4685,13381,769,18835
Citroen,ZX,16.06,4.92,67.0,1703.15,petrol,5630,12064,976,18670
Saab,900,37.01,4.59,114.68,2208.09,petrol,4383,12888,1191,18462
Volvo,850,36.38,4.5,125.71,2294.76,petrol,3165,14347,895,18407
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,3958,13168,1102,18228
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,6676,10199,1163,18038
Hyundai,Matrix,18.51,4.6,76.0,1599.0,petrol,6547,10553,690,17790
Volvo,C30,32.49,5.3,113.28,2093.02,petrol,7003,9719,964,17686
BMW,M3,135.11,6.5,309.0,3999.0,petrol,1654,15292,674,17620
Audi,A5,59.43,7.0,150.45,1981.82,petrol,3209,13583,810,17602
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,3675,13068,737,17480
Mazda,626,20.72,4.72,81.38,1950.91,petrol,3791,12679,887,17357
Audi,A2,23.05,5.0,55.0,1406.0,petrol,8512,7570,1247,17329
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,3656,12867,556,17079
Rover,Mini,7.92,4.0,33.33,868.33,petrol,6960,9314,754,17028
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,2138,14051,820,17009
Peugeot,Partner,20.36,5.86,82.25,1534.39,diesel,4817,11093,739,16649
MG,ZT,42.75,5.0,128.5,2548.83,petrol,2094,13611,504,16209
Mazda,5,22.13,5.5,75.09,1622.68,petrol,6341,9042,796,16179
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,4779,10411,892,16082
Volkswagen,Touareg,94.1,8.0,190.0,2967.0,diesel,4195,11052,676,15923
Volvo,940,30.24,4.5,110.0,2316.0,petrol,2833,12224,806,15863
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,3327,11607,890,15824
Fiat,Doblo,25.17,5.52,79.31,1523.74,diesel,3801,10796,701,15298
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,5564,8854,779,15197
Volkswagen,Tiguan,44.31,6.71,108.0,1663.93,petrol,5716,8695,746,15157
Hyundai,Tucson,41.59,6.46,111.31,1624.77,petrol,4817,9425,481,14723
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,8598,5256,722,14576
Fiat,Multipla,25.21,5.0,80.5,1753.0,petrol,5342,8229,900,14471
Volkswagen,Fox,12.5,5.0,48.67,1336.67,petrol,8458,5239,766,14463
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,7640,6021,732,14393
Suzuki,SX4,20.67,4.75,88.0,1586.0,petrol,5698,7561,852,14111
Chevrolet,Kalos,14.22,4.73,64.45,1353.36,petrol,6819,6487,686,13992
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,11159,1878,834,13871
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,2464,10766,527,13757
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,5536,7280,823,13639
Volkswagen,Eos,42.29,6.0,113.8,1740.0,petrol,7165,5355,1039,13559
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,6143,5825,637,12605
Honda,FR-V,33.13,5.29,103.0,1914.71,petrol,4947,6837,708,12492
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,5225,6276,597,12098
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,3196,8256,516,11968
Renault,Twingo,14.94,5.2,59.6,958.6,petrol,6961,4544,418,11923
Audi,Q7,106.55,8.0,210.0,2976.33,diesel,2838,8452,618,11908
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,2178,9087,630,11895
Skoda,Superb,39.72,6.8,110.0,1592.0,petrol,1322,10071,429,11822
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,2131,8950,614,11695
Chevrolet,Lacetti,18.76,4.71,80.43,1612.93,petrol,3553,7451,526,11530
Smart,City-coupe,13.21,6.0,35.8,679.0,petrol,5696,4959,728,11383
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,2411,8080,474,10965
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,1800,8232,575,10607
Suzuki,Liana,18.88,4.67,74.0,1523.33,petrol,3816,6122,616,10554
Volvo,XC70,58.47,6.44,148.52,2174.04,diesel,2229,7462,663,10354
Toyota,IQ,17.32,3.67,58.44,1152.89,petrol,5138,4165,819,10122
BMW,640i,114.88,8.0,235.0,2979.0,petrol,1433,8186,448,10067
Porsche,Cayenne,158.98,8.0,326.0,3295.0,petrol,2487,7026,503,10016
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,2225,7175,407,9807
Mercedes,CLC,42.56,6.17,131.67,2313.67,petrol,4415,4854,456,9725
Audi,80,27.1,4.67,91.75,2247.33,petrol,1714,7334,401,9449
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,2007,6995,419,9421
Mitsubishi,Outlander,37.45,2.61,120.33,2085.06,petrol,2673,5878,422,8973
Audi,A8,116.54,8.0,230.0,2981.0,petrol,659,7833,457,8949
Citroen,C8,45.59,5.25,104.17,2027.83,petrol,2896,5454,448,8798
Peugeot,807,45.76,5.31,109.08,2053.0,diesel,2751,5516,492,8759
Skoda,Roomster,20.92,5.38,68.88,1272.44,petrol,3020,5196,417,8633
Jaguar,XKR,171.13,6.0,375.0,5000.0,petrol,911,7223,390,8524
Hyundai,Trajet,30.35,4.4,99.0,2117.6,petrol,2667,5282,409,8358
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,3955,3849,505,8309
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,2759,5031,417,8207
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,3835,3931,404,8170
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,2560,5039,518,8117
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,945,6957,198,8100
Volvo,440,20.28,4.11,72.85,1832.89,petrol,2309,5159,406,7874
Nissan,Pixo,9.47,4.67,50.0,996.0,petrol,4434,2938,321,7693
Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,3826,3154,538,7518
Nissan,Pathfinder,60.96,5.5,146.0,2588.6,diesel,1838,5387,258,7483
Bentley,Continental,285.25,7.2,428.2,5577.8,petrol,780,6279,340,7399
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,1702,5293,358,7353
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,1543,5431,377,7351
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,2119,4720,341,7180
Saab,9000,41.62,4.6,125.36,2336.52,petrol,1105,5668,401,7174
Chevrolet,Aveo,18.61,5.2,69.6,1330.4,petrol,3249,3608,315,7172
Chrysler,300C,70.32,4.5,199.0,4123.5,petrol,724,6218,204,7146
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,1912,4801,377,7090
Peugeot,1007,18.66,5.0,59.58,1407.33,petrol,3367,3347,373,7087
Audi,S3,60.87,6.75,228.0,1984.0,petrol,1163,5579,273,7015
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,1877,4566,531,6974
Nissan,350Z,55.42,6.0,221.0,3498.0,petrol,930,5707,245,6882
Audi,Q5,64.51,6.85,144.23,2048.54,diesel,2284,4218,373,6875
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,626,5696,286,6608
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,1497,4732,301,6530
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,1879,4161,435,6475
Suzuki,Splash,13.15,4.8,55.4,1144.8,petrol,3045,2895,402,6342
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,2610,3349,305,6264
Chevrolet,Tacuma,20.2,4.78,82.33,1775.78,petrol,2141,3577,332,6050
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,985,4739,228,5952
Alfa-Romeo,GT,37.35,5.38,121.06,1972.81,petrol,1000,4520,281,5801
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,1908,3528,313,5749
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,1484,3930,294,5708
Dodge,Caliber,26.59,4.12,108.62,1911.75,petrol,1880,3615,186,5681
Porsche,Cayman,84.6,6.5,220.5,3071.0,petrol,905,4409,283,5597
Kia,Cerato,19.9,4.8,94.0,1742.6,petrol,1831,3526,237,5594
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,1466,3790,326,5582
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,747,4556,251,5554
Alfa-Romeo,159,43.26,5.91,135.38,2276.0,diesel,702,4558,263,5523
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,1625,3581,239,5445
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,1869,3186,371,5426
BMW,X1,51.44,7.2,123.93,1863.13,diesel,1816,3059,337,5212
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,1517,3435,250,5202
Peugeot,3008,40.98,7.31,114.27,1352.58,petrol,1555,3220,167,4942
Peugeot,607,48.1,5.11,117.79,2315.0,petrol,585,4084,256,4925
Audi,S4,95.3,6.33,253.67,3764.33,petrol,590,4133,174,4897
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,petrol,1614,2997,238,4849
Hyundai,Elantra,19.06,4.6,89.2,1827.8,petrol,1147,3343,183,4673
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,1223,3075,289,4587
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,824,3371,189,4384
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,663,3509,192,4364
Kia,Magentis,28.8,4.8,111.2,2126.8,petrol,757,3374,153,4284
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,658,3359,235,4252
Citroen,DS3,23.36,5.25,81.29,1410.36,petrol,1955,2135,133,4223
Ford,Scorpio,30.86,4.45,105.55,2458.91,petrol,503,3434,150,4087
Nissan,Juke,28.23,6.45,86.0,999.0,petrol,1911,2016,116,4043
Aston-Martin,Vantage,360.76,6.0,410.0,5341.0,petrol,305,3552,144,4001
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,1105,2615,222,3942
Hyundai,Terracan,44.63,4.33,127.67,3100.33,diesel,825,3002,82,3909
Honda,Stream,27.94,5.0,103.5,1833.0,petrol,1200,2345,279,3824
Chrysler,Crossfire,56.16,5.5,174.33,3199.0,petrol,1251,2219,172,3642
Aston-Martin,DB9,273.76,6.0,381.0,5935.0,petrol,258,3240,114,3612
Skoda,Yeti,30.35,6.3,83.5,1452.3,petrol,1005,2480,126,3611
Fiat,Idea,20.31,5.35,63.29,1344.82,diesel,1529,1868,199,3596
Ford,Granada,18.85,4.08,87.08,2326.36,petrol,384,3093,95,3572
Porsche,944,59.49,5.0,137.5,2734.5,petrol,366,3079,124,3569
Mitsubishi,Grandis,30.84,4.6,121.0,2378.0,petrol,1081,2167,196,3444
Volvo,960,40.76,4.33,133.33,2634.22,petrol,565,2611,183,3359
Mazda,MX-3,22.13,5.0,83.0,1721.5,petrol,1332,1823,184,3339
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,187,3001,136,3324
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,523,2648,150,3321
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,364,2874,75,3313
Ssangyong,Rexton,54.27,5.67,114.0,1998.0,diesel,784,2265,143,3192
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,370,2682,122,3174
Renault,19,16.29,4.8,57.87,1645.13,petrol,919,2105,147,3171
Chevrolet,Spark,11.4,5.0,52.5,1047.75,petrol,1551,1378,212,3141
Hyundai,Ix35,38.9,5.84,113.84,1926.0,diesel,1020,2043,66,3129
BMW,X6,125.5,8.0,282.25,3344.75,petrol,504,2489,132,3125
Toyota,Supra,81.3,8.0,250.0,2998.0,petrol,342,2678,87,3107
Audi,RS4,121.77,6.67,316.33,3740.0,petrol,276,2668,121,3065
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,741,2012,210,2963
Kia,Pride,9.36,4.33,47.0,1324.0,petrol,1299,1465,148,2912
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,227,2540,78,2845
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,563,2103,145,2811
Fiat,Sedici,21.91,4.67,88.0,1586.0,petrol,1263,1409,128,2800
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,688,1967,112,2767
Mazda,121,13.19,5.0,51.33,1431.33,petrol,1376,1180,154,2710
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,513,2014,156,2683
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,510,2047,95,2652
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,498,1946,185,2629
Subaru,Justy,11.74,5.0,51.0,998.0,petrol,1228,1194,169,2591
Toyota,Urban,20.21,6.0,74.0,1329.0,petrol,1112,1272,154,2538
Honda,Concerto,16.67,4.5,74.0,1541.5,petrol,835,1563,122,2520
Mercedes,R,88.78,7.0,190.0,3377.44,petrol,627,1731,154,2512
Volkswagen,Transporter,35.38,6.0,103.08,1968.0,diesel,461,1822,116,2399
Nissan,Bluebird,14.44,4.9,64.2,1891.7,petrol,487,1842,61,2390
Alfa-Romeo,Brera,53.1,6.0,163.71,2679.29,petrol,371,1866,117,2354
Kia,Venga,23.59,5.25,81.17,1509.75,petrol,897,1396,38,2331
Toyota,Hilux,46.6,6.0,110.0,2393.0,diesel,335,1898,88,2321
Audi,Coupe,35.87,5.59,117.02,1980.63,petrol,284,1948,86,2318
Aston-Martin,DB7,158.82,4.5,250.0,3228.0,petrol,180,1914,122,2216
Mercedes,Vaneo,28.97,5.0,72.62,1707.12,petrol,707,1329,165,2201
Mazda,Tribute,38.02,4.5,129.5,2614.0,petrol,725,1369,105,2199
Audi,100,37.33,4.76,101.12,2349.08,petrol,342,1768,86,2196
Daewoo,Nexia,12.48,4.67,58.67,1498.0,petrol,780,1313,95,2188
Dodge,Nitro,47.88,5.11,141.44,3106.67,diesel,532,1527,78,2137
Honda,Logo,13.38,2.5,48.0,1343.0,petrol,1252,736,140,2128
Chrysler,Sebring,37.47,5.5,114.5,2167.5,petrol,482,1519,78,2079
Mazda,Xedos,28.96,4.4,100.8,1936.6,petrol,379,1593,103,2075
Daihatsu,Copen,23.81,5.0,64.0,1298.0,petrol,1328,551,168,2047
Honda,Legend,69.4,5.0,173.0,3358.67,petrol,224,1674,111,2009
Peugeot,4007,42.93,3.86,122.14,2308.29,petrol,599,1317,69,1985
Volkswagen,Vento,18.17,4.69,70.31,1932.15,petrol,434,1450,88,1972
Mercedes,GLK,59.05,6.75,144.38,2417.88,diesel,424,1384,109,1917
Ford,Orion,15.4,5.0,60.11,1593.11,petrol,365,1500,35,1900
Kia,Mentor,14.76,4.67,75.0,1594.0,petrol,621,1179,85,1885
Volvo,460,20.5,4.14,72.43,1824.43,petrol,510,1268,98,1876
Abarth,500C,21.11,5.0,60.62,1039.5,petrol,649,1101,93,1843
Citroen,Nemo,13.44,5.0,54.5,1304.0,petrol,564,1154,73,1791
Audi,S5,105.46,8.0,257.5,2981.0,petrol,233,1467,89,1789
Lexus,GS,78.48,0.89,224.78,3196.56,petrol,176,1468,112,1756
Citroen,C-Crosser,35.73,4.4,121.0,2287.6,petrol,482,1198,56,1736
Peugeot,5008,42.51,7.14,99.52,1294.14,petrol,568,1056,101,1725
Honda,Integra,17.53,4.6,78.4,1549.8,petrol,187,1432,53,1672
Nissan,Maxima,34.1,4.57,121.86,2555.29,petrol,223,1330,88,1641
Dodge,Journey,37.77,5.56,114.0,2184.0,diesel,483,1051,56,1590
Fiat,Uno,11.28,4.29,49.29,1337.71,petrol,554,930,72,1556
Audi,R8,226.38,6.5,368.67,4857.0,petrol,96,1382,77,1555
Skoda,Favorit,7.86,5.0,44.0,1289.0,petrol,407,1080,57,1544
Alfa-Romeo,166,43.89,5.67,130.56,2457.56,petrol,154,1288,67,1509
Mitsubishi,Pajero,45.78,4.81,106.3,2768.51,diesel,299,1105,67,1471
Peugeot,Expert,21.66,5.76,90.86,1809.71,diesel,217,1190,62,1469
Peugeot,RCZ,38.94,6.0,135.56,1642.33,petrol,564,805,78,1447
Chevrolet,Cruze,28.17,5.58,103.0,1706.33,petrol,290,1067,69,1426
Volkswagen,Phaeton,146.27,5.77,234.85,4089.92,petrol,97,1217,76,1390
Audi,RS6,175.84,7.0,433.5,4493.5,petrol,101,1208,57,1366
Alfa-Romeo,146,18.2,5.0,87.71,1696.43,petrol,307,954,72,1333
Mazda,MPV,35.3,5.0,102.0,2129.0,petrol,395,847,82,1324
Toyota,Paseo,15.76,5.0,66.0,1497.0,petrol,549,694,76,1319
Porsche,Carrera,646.6,6.0,450.0,5733.0,petrol,98,1155,51,1304
Mazda,MX-6,30.93,4.67,110.33,2328.33,petrol,278,928,72,1278
Opel,Zafira,35.27,6.0,112.07,1574.43,petrol,414,752,87,1253
Fiat,Qubo,16.7,5.0,54.0,1360.0,petrol,435,750,49,1234
Ford,Mustang,74.61,3.2,239.2,3640.2,petrol,94,1108,28,1230
Fiat,Croma,34.33,5.59,105.0,1962.06,diesel,294,871,34,1199
Alfa-Romeo,145,17.43,5.0,87.71,1696.43,petrol,280,855,57,1192
Nissan,GT-R,177.5,6.0,419.0,3799.0,petrol,43,1081,62,1186
BMW,850i,111.99,5.0,220.0,4988.0,petrol,87,1031,47,1165
Ferrari,F430,260.29,6.0,360.0,4308.0,petrol,50,1001,42,1093
Renault,Trafic,37.05,6.0,91.44,1773.82,diesel,154,866,47,1067
Renault,Safrane,31.79,4.57,104.14,2211.07,petrol,171,847,44,1062
Ssangyong,Rodius,57.59,5.43,121.0,1998.0,diesel,298,701,46,1045
Daihatsu,Move,12.92,4.0,43.0,989.0,petrol,475,484,72,1031
Honda,CR-Z,27.12,6.0,101.0,1497.0,petrol,355,611,64,1030
Seat,Exeo,33.86,5.38,116.25,1925.25,petrol,124,872,28,1024
Porsche,928,110.1,5.0,235.0,4957.0,petrol,54,923,43,1020
Ssangyong,Musso,38.79,4.43,98.57,2755.57,diesel,166,819,34,1019
Mercedes,Vito,37.31,5.68,102.73,2118.94,diesel,90,877,44,1011
Ford,Fiesta,18.53,5.71,68.57,1166.14,petrol,579692,516220,46103,1142015
Ford,Focus,30.62,5.97,94.03,1497.17,petrol,369115,695527,46478,1111120
Volkswagen,Golf,31.24,6.16,89.46,1537.41,petrol,287278,442741,43908,773927
Renault,Clio,22.1,5.62,75.58,1219.65,petrol,372428,259984,31507,663919
Ford,Mondeo,39.97,1.75,130.25,1998.5,petrol,102395,483044,20913,606352
BMW,320i,47.85,6.44,126.11,1995.78,petrol,130854,407075,29168,567097
Peugeot,206,20.03,4.83,71.33,1631.5,petrol,333388,197990,29678,561056
Volkswagen,Polo,18.19,5.07,60.96,1408.06,petrol,278717,193661,30621,502999
Nissan,Micra,20.38,4.87,67.96,1279.7,petrol,297084,172260,29002,498346
Renault,Megane,26.45,5.41,87.31,1623.79,petrol,204186,266172,26377,496735
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,305300,108625,21685,435610
Honda,Civic,29.94,4.5,106.22,1480.58,petrol,140718,246678,21908,409304
Toyota,Yaris,20.72,3.52,74.4,1397.8,petrol,177217,104932,22449,304598
Citroen,Xsara,22.36,4.88,72.58,1743.44,petrol,104949,182746,12340,300035
Peugeot,307,27.46,4.87,86.45,1723.0,petrol,118282,145324,13902,277508
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,63720,184659,15678,264057
Volkswagen,Passat,46.06,6.49,125.44,1835.85,petrol,46749,202998,13639,263386
Audi,A4,57.93,6.16,149.71,2283.11,petrol,54990,185948,12486,253424
Toyota,Corolla,27.24,3.03,91.61,1677.95,petrol,83982,130129,14246,228357
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,60812,149523,8563,218898
Peugeot,306,18.64,4.84,67.0,1698.64,petrol,73358,127525,9813,210696
Mini,Cooper,31.39,6.71,111.0,1711.57,petrol,123251,67995,11941,203187
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,65636,114474,10353,190463
Peugeot,106,12.36,4.65,53.88,1366.29,petrol,89102,84182,8029,181313
Toyota,Avensis,37.32,4.32,103.68,1873.26,petrol,31332,131369,9944,172645
Land-Rover,Freelander,43.86,5.29,105.17,2083.52,diesel,56616,106412,8387,171415
Renault,Laguna,34.02,5.55,99.0,1920.03,diesel,33628,128508,7216,169352
Audi,A3,36.22,6.47,94.33,1424.67,petrol,62889,96824,9631,169344
BMW,535i,93.71,8.0,225.0,2979.0,petrol,20821,135036,8335,164192
Land-Rover,Discovery,107.45,8.0,182.57,2425.43,diesel,32043,121815,6273,160131
Citroen,Saxo,12.33,4.82,53.82,1367.27,petrol,78017,74796,6562,159375
Skoda,Fabia,19.01,5.21,66.97,1292.35,petrol,66592,84457,7408,158457
Peugeot,406,28.61,4.76,92.82,2043.82,petrol,24860,113448,6621,144929
Peugeot,207,21.7,4.9,79.77,1536.0,petrol,80639,55479,6702,142820
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,19167,109050,8496,136713
Rover,2000,17.18,5.0,74.0,1994.0,petrol,48044,76885,5879,130808
Citroen,C3,22.9,5.41,75.65,1364.0,petrol,70830,50767,6221,127818
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,21163,98187,7130,126480
Renault,Scenic,32.06,5.96,89.35,1472.83,diesel,47681,68954,6007,122642
Nissan,Primera,26.51,4.02,93.59,1933.02,petrol,24313,88741,6134,119188
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,62769,47024,8487,118280
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,55929,54443,7821,118193
Saab,9-3X,49.29,6.0,145.0,1963.67,petrol,28671,83036,6402,118109
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,55682,55978,4694,116354
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,19714,84707,4500,108921
Ford,Galaxy,53.79,6.0,124.86,1855.0,diesel,29356,67720,4915,101991
BMW,118i,37.43,6.2,104.2,1796.6,petrol,42607,48109,5501,96217
Jaguar,XE,65.57,8.0,167.25,1998.0,petrol,14859,77309,3582,95750
Mazda,MX-5,37.47,5.86,103.43,1718.57,petrol,44378,42230,5788,92396
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,15715,70504,3370,89589
