Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,"59,896",106564,"7,634",174094
Toyota,Yaris,20.72,3.52,74.4,1397.8,petrol,"92,786","57,983","12,984",163753
BMW,535i,93.71,8.0,225.0,2979.0,petrol,"21,236",132210,"7,797",161243
Audi,A4,57.93,6.16,149.71,2283.11,petrol,"30,467",115546,"7,796",153809
Land-Rover,Discovery,107.45,8.0,182.57,2425.43,diesel,"31,547",115975,"6,169",153691
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,"24,654",108082,"8,171",140907
Peugeot,307,27.46,4.87,86.45,1723.0,petrol,"53,325","78,234","4,961",136520
Peugeot,205,13.12,4.75,50.88,1430.75,petrol,"54,720","70,621","6,595",131936
Land-Rover,Freelander,43.86,5.29,105.17,2083.52,diesel,"42,062","73,527","5,721",121310
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,"21,662","87,195","4,501",113358
Toyota,Carina,17.45,4.69,68.27,1791.23,petrol,"22,992","83,460","6,650",113102
Toyota,Avensis,37.32,4.32,103.68,1873.26,petrol,"20,393","85,695","6,152",112240
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,"15,459","87,523","6,806",109788
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,"17,224","85,782","2,972",105978
Mazda,323,17.34,4.75,70.92,1683.61,petrol,"37,884","57,583","5,129",100596
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,"18,445","76,796","4,154","99,395"
Citroen,ZX,16.06,4.92,67.0,1703.15,petrol,"32,504","61,050","5,027","98,581"
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,"45,830","40,714","4,659","91,203"
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,"39,817","42,227","4,106","86,150"
Skoda,Fabia,19.01,5.21,66.97,1292.35,petrol,"32,791","45,819","3,996","82,606"
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,"39,266","37,297","5,889","82,452"
Ford,Galaxy,53.79,6.0,124.86,1855.0,diesel,"22,596","54,754","3,843","81,193"
Suzuki,Vitara,26.8,5.43,85.71,1310.0,petrol,"31,226","40,697","5,021","76,944"
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,"30,951","42,174","3,484","76,609"
Mini,Cooper,31.39,6.71,111.0,1711.57,petrol,"37,551","32,281","4,482","74,314"
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,"36,674","30,478","4,866","72,018"
Rover,75,39.35,5.0,98.05,1928.71,petrol,"9,263","58,756","2,427","70,446"
Fiat,Brava,17.22,4.89,70.0,1615.33,petrol,"25,298","38,828","3,520","67,646"
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,"24,625","39,836","3,124","67,585"
Mazda,MX-5,37.47,5.86,103.43,1718.57,petrol,"32,817","30,033","4,524","67,374"
Audi,A3,36.22,6.47,94.33,1424.67,petrol,"23,249","37,962","4,219","65,430"
Volvo,440,20.28,4.11,72.85,1832.89,petrol,"17,437","41,868","3,180","62,485"
Rover,45,23.32,3.75,84.2,1853.9,petrol,"12,864","46,615","1,867","61,346"
Volvo,V70,50.96,6.18,135.29,1971.16,diesel,"10,532","44,580","4,074","59,186"
Volvo,S40,35.28,5.18,113.35,2106.5,petrol,"13,233","42,251","3,394","58,878"
Citroen,C3,22.9,5.41,75.65,1364.0,petrol,"30,698","26,082","1,936","58,716"
Volvo,V40,35.81,6.29,117.43,1921.47,petrol,"15,738","38,047","3,532","57,317"
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,"8,608","44,779","2,190","55,577"
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,"4,904","48,200","2,169","55,273"
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,"9,536","42,546","2,311","54,393"
Renault,19,16.29,4.8,57.87,1645.13,petrol,"15,973","35,626","2,543","54,142"
Audi,A6,82.06,7.73,199.73,2790.45,diesel,"7,788","42,182","2,932","52,902"
Toyota,Celica,31.53,5.17,109.67,1861.83,petrol,"14,318","35,478","2,802","52,598"
Saab,9-3X,49.29,6.0,145.0,1963.67,petrol,"12,994","35,734","3,383","52,111"
Mazda,626,20.72,4.72,81.38,1950.91,petrol,"10,318","38,330","2,341","50,989"
Ford,Puma,30.38,6.31,94.06,935.62,petrol,"28,877","18,340","2,842","50,059"
Honda,Jazz,26.35,0.0,80.0,1498.0,petrol,"25,482","22,542","1,978","50,002"
Ford,Orion,15.4,5.0,60.11,1593.11,petrol,"11,563","35,460","1,726","48,749"
Volkswagen,Beetle,33.25,6.17,112.75,1475.0,petrol,"27,691","17,217","3,106","48,014"
Audi,80,27.1,4.67,91.75,2247.33,petrol,"8,946","36,464","2,057","47,467"
Saab,900,37.01,4.59,114.68,2208.09,petrol,"11,170","32,739","3,045","46,954"
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,"11,930","32,490","2,475","46,895"
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,"26,854","13,178","2,015","42,047"
Subaru,Impreza,30.6,1.8,97.6,1757.6,petrol,"7,664","32,554","1,786","42,004"
Jaguar,XE,65.57,8.0,167.25,1998.0,petrol,"6,778","33,436","1,569","41,783"
Ford,Granada,18.85,4.08,87.08,2326.36,petrol,"5,334","34,938","1,185","41,457"
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,"7,768","31,374","2,198","41,340"
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,"17,572","20,532","2,183","40,287"
MG,ZR,21.02,5.0,92.33,1729.33,petrol,"14,494","23,985","1,234","39,713"
Volvo,940,30.24,4.5,110.0,2316.0,petrol,"7,476","29,896","2,017","39,389"
Mercedes,CLK,72.8,6.21,166.32,3041.0,petrol,"10,393","26,502","2,210","39,105"
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,"22,416","14,078","2,186","38,680"
Volvo,850,36.38,4.5,125.71,2294.76,petrol,"6,866","29,670","2,010","38,546"
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,"11,105","25,621","1,617","38,343"
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,"11,317","25,017","1,863","38,197"
Suzuki,Swift,19.09,3.73,68.91,1180.55,petrol,"18,368","16,993","2,586","37,947"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"8,806","27,233","1,693","37,732"
Jaguar,S-Type,66.59,5.74,172.32,2934.63,petrol,"4,322","30,966","1,519","36,807"
Volkswagen,Bora,25.4,4.65,78.85,1891.59,petrol,"8,146","26,489","1,663","36,298"
Audi,TT,64.59,6.78,178.56,2011.56,petrol,"11,305","22,571","2,387","36,263"
Fiat,Bravo,22.46,6.0,92.31,1466.31,petrol,"14,452","19,896","1,767","36,115"
Seat,Leon,32.94,6.35,114.82,1615.37,petrol,"8,952","23,699","1,793","34,444"
Mini,One,24.1,6.25,68.75,1498.25,petrol,"21,092","11,038","2,100","34,230"
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,"6,260","26,254","1,480","33,994"
Saab,9000,41.62,4.6,125.36,2336.52,petrol,"5,348","25,643","1,708","32,699"
Rover,Mini,7.92,4.0,33.33,868.33,petrol,"15,975","14,595","1,479","32,049"
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,"4,365","24,992","1,852","31,209"
Fiat,Uno,11.28,4.29,49.29,1337.71,petrol,"13,413","16,146","1,574","31,133"
Citroen,C5,34.91,5.6,104.23,1805.92,diesel,"4,234","24,943",947,"30,124"
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,"17,463","10,547","1,584","29,594"
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,"12,042","14,853","2,331","29,226"
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,"7,764","19,468","1,902","29,134"
Citroen,Berlingo,27.44,6.34,85.28,1452.0,diesel,"8,320","19,300",940,"28,560"
Mercedes,ML,77.42,7.0,188.33,2876.0,diesel,"7,785","18,957","1,550","28,292"
Fiat,Stilo,22.78,5.27,92.36,1837.36,petrol,"9,063","18,026",853,"27,942"
BMW,740i,115.53,8.0,250.0,2998.0,petrol,"2,568","23,845","1,283","27,696"
Nissan,Bluebird,14.44,4.9,64.2,1891.7,petrol,"5,839","20,821","1,012","27,672"
Ford,Fusion,19.38,4.86,61.27,1470.91,petrol,"11,060","15,751",635,"27,446"
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,"7,367","17,629","1,838","26,834"
Volkswagen,Lupo,13.88,4.75,47.75,1373.75,petrol,"16,599","7,728","1,509","25,836"
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,"4,287","19,683","1,334","25,304"
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,"7,477","16,566","1,151","25,194"
Mercedes,SLK,61.86,6.83,184.17,2748.33,petrol,"11,573","11,440","1,928","24,941"
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,"5,946","17,320","1,064","24,330"
Daewoo,Nexia,12.48,4.67,58.67,1498.0,petrol,"8,861","13,844","1,225","23,930"
Mitsubishi,Colt,17.04,5.3,73.49,1374.05,petrol,"11,571","10,997","1,262","23,830"
Hyundai,Getz,13.64,4.71,69.0,1424.86,petrol,"11,096","11,716",720,"23,532"
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,"5,975","16,457","1,025","23,457"
BMW,X5,113.27,8.0,246.33,2994.67,diesel,"4,854","16,677",922,"22,453"
Porsche,911,158.79,7.47,293.53,3005.4,petrol,"1,939","19,448",957,"22,344"
Ford,Scorpio,30.86,4.45,105.55,2458.91,petrol,"2,948","18,439",789,"22,176"
Renault,Scenic,32.06,5.96,89.35,1472.83,diesel,"7,485","13,598",744,"21,827"
Suzuki,Alto,9.56,4.6,50.0,996.0,petrol,"10,732","8,797","2,242","21,771"
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,"6,392","14,129",999,"21,520"
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,"5,010","15,065","1,407","21,482"
Suzuki,Jimny,25.94,4.78,67.0,1372.67,petrol,"10,379","8,243","1,960","20,582"
Nissan,X-Trail,47.36,3.75,113.38,1774.81,diesel,"4,841","14,849",829,"20,519"
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,"8,222","10,559","1,356","20,137"
Mazda,6,42.67,5.91,118.19,2095.19,petrol,"3,590","15,734",693,"20,017"
Fiat,Tipo,23.58,5.81,80.81,1446.12,diesel,"6,854","11,742","1,012","19,608"
Fiat,Panda,10.42,5.0,52.44,1095.78,petrol,"9,649","9,036",864,"19,549"
MG,TF,32.09,4.0,98.2,1754.4,petrol,"9,642","8,750","1,046","19,438"
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,"4,605","13,209",956,"18,770"
Skoda,Favorit,7.86,5.0,44.0,1289.0,petrol,"5,752","12,070",730,"18,552"
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,"3,400","13,714","1,195","18,309"
Kia,Rio,22.96,6.29,80.0,998.0,petrol,"6,140","11,439",571,"18,150"
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,"3,622","13,361",635,"17,618"
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,"8,912","8,218",426,"17,556"
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,"1,594","14,758","1,140","17,492"
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,"4,612","11,602","1,198","17,412"
Alfa-Romeo,147,25.34,5.19,95.1,1802.77,petrol,"6,029","10,291",897,"17,217"
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,"10,183","6,040",778,"17,001"
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,"2,884","13,339",667,"16,890"
Volvo,S60,52.08,8.0,223.83,1969.0,petrol,"2,175","13,573",970,"16,718"
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,"5,030","10,436",997,"16,463"
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,"4,853","10,661",805,"16,319"
Volvo,460,20.5,4.14,72.43,1824.43,petrol,"4,066","11,437",748,"16,251"
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,"4,239","11,373",605,"16,217"
Kia,Pride,9.36,4.33,47.0,1324.0,petrol,"7,831","7,121",770,"15,722"
Suzuki,Ignis,19.45,3.57,61.0,1197.0,petrol,"6,690","7,633","1,377","15,700"
MG,ZS,30.99,0.0,105.0,335.0,automatic,"3,169","12,063",371,"15,603"
Honda,Concerto,16.67,4.5,74.0,1541.5,petrol,"4,913","9,691",912,"15,516"
BMW,M3,135.11,6.5,309.0,3999.0,petrol,"1,448","13,331",556,"15,335"
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,"1,961","12,167",689,"14,817"
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,"1,546","12,404",808,"14,758"
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,"6,211","7,667",737,"14,615"
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,"3,977","9,644",794,"14,415"
Renault,21,20.35,4.79,67.68,1996.68,petrol,"2,930","10,635",618,"14,183"
Audi,A2,23.05,5.0,55.0,1406.0,petrol,"6,510","6,741",922,"14,173"
Chrysler,PT,29.88,4.74,109.11,2238.63,petrol,"4,820","8,332",648,"13,800"
Audi,100,37.33,4.76,101.12,2349.08,petrol,"2,120","10,774",597,"13,491"
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,"4,258","8,689",531,"13,478"
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,"1,337","11,707",395,"13,439"
Subaru,Forester,51.65,0.0,110.0,1995.0,petrol,"3,477","8,916",969,"13,362"
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,"4,565","7,718",646,"12,929"
Fiat,Multipla,25.21,5.0,80.5,1753.0,petrol,"4,297","7,430",693,"12,420"
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,"1,969","9,726",629,"12,324"
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,"2,768","9,051",458,"12,277"
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,"3,757","7,969",546,"12,272"
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,"2,476","9,054",625,"12,155"
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,"2,526","9,082",487,"12,095"
MG,ZT,42.75,5.0,128.5,2548.83,petrol,"1,505","10,196",327,"12,028"
Renault,Kangoo,18.77,4.86,67.02,1391.02,diesel,"4,260","6,938",617,"11,815"
Hyundai,Santa,44.14,6.55,144.64,2242.64,diesel,"3,201","8,096",346,"11,643"
Daewoo,Espero,16.8,4.5,71.0,1764.0,petrol,"2,488","8,513",490,"11,491"
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,"1,983","7,958",456,"10,397"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"3,509","5,964",394,"9,867"
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,"4,572","4,389",452,"9,413"
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,"7,222","1,799",340,"9,361"
Mazda,MX-3,22.13,5.0,83.0,1721.5,petrol,"3,799","4,832",539,"9,170"
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,"2,328","6,290",540,"9,158"
Volkswagen,Vento,18.17,4.69,70.31,1932.15,petrol,"2,073","6,316",390,"8,779"
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,"2,651","5,460",338,"8,449"
Hyundai,Matrix,18.51,4.6,76.0,1599.0,petrol,"2,769","5,466",202,"8,437"
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,"2,203","5,764",385,"8,352"
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,"2,481","5,194",596,"8,271"
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,"2,251","5,661",316,"8,228"
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,"2,064","5,705",430,"8,199"
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,"2,181","5,716",192,"8,089"
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,841,"6,879",329,"8,049"
Volvo,XC90,85.83,8.0,213.15,1969.0,petrol,"2,174","5,260",538,"7,972"
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,"1,855","5,795",307,"7,957"
Peugeot,Partner,20.36,5.86,82.25,1534.39,diesel,"2,597","5,121",236,"7,954"
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,"3,796","3,800",354,"7,950"
Suzuki,Liana,18.88,4.67,74.0,1523.33,petrol,"2,132","4,826",452,"7,410"
Mazda,3,31.0,5.79,101.89,1905.63,petrol,"2,475","4,699",220,"7,394"
Volvo,960,40.76,4.33,133.33,2634.22,petrol,"1,130","5,877",378,"7,385"
Volkswagen,Touran,32.99,6.23,94.04,1528.81,diesel,"2,461","4,461",462,"7,384"
Audi,Coupe,35.87,5.59,117.02,1980.63,petrol,973,"6,128",261,"7,362"
Mazda,Xedos,28.96,4.4,100.8,1936.6,petrol,"1,289","5,532",391,"7,212"
Mazda,121,13.19,5.0,51.33,1431.33,petrol,"3,954","2,798",374,"7,126"
BMW,Z4,64.11,6.75,202.12,2778.0,petrol,"1,984","4,413",508,"6,905"
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,"1,274","5,328",294,"6,896"
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,"1,785","4,752",296,"6,833"
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,874,"5,800",147,"6,821"
Hyundai,Trajet,30.35,4.4,99.0,2117.6,petrol,"1,992","4,570",238,"6,800"
Kia,Picanto,16.59,5.0,52.85,998.0,petrol,"3,951","2,640",200,"6,791"
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,"1,345","5,120",271,"6,736"
Porsche,944,59.49,5.0,137.5,2734.5,petrol,822,"5,680",223,"6,725"
Toyota,Supra,81.3,8.0,250.0,2998.0,petrol,743,"5,705",225,"6,673"
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,834,"5,498",251,"6,583"
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,821,"5,417",322,"6,560"
Subaru,Justy,11.74,5.0,51.0,998.0,petrol,"3,066","2,951",494,"6,511"
Fiat,Tempra,17.92,4.19,64.48,1759.19,petrol,"1,421","4,785",299,"6,505"
Renault,Safrane,31.79,4.57,104.14,2211.07,petrol,982,"5,194",304,"6,480"
Kia,Mentor,14.76,4.67,75.0,1594.0,petrol,"2,077","4,072",285,"6,434"
Smart,City-coupe,13.21,6.0,35.8,679.0,petrol,"3,003","3,019",375,"6,397"
Kia,Sorento,36.01,6.0,151.67,2048.67,petrol,"1,388","4,745",183,"6,316"
Fiat,Doblo,25.17,5.52,79.31,1523.74,diesel,"1,555","4,265",181,"6,001"
Citroen,XM,36.36,4.55,110.5,2345.1,petrol,720,"5,030",239,"5,989"
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,"3,261","2,433",274,"5,968"
Alfa-Romeo,146,18.2,5.0,87.71,1696.43,petrol,"1,392","4,009",317,"5,718"
Nissan,Prairie,21.41,4.5,72.0,1974.0,petrol,"1,511","3,849",278,"5,638"
Ford,Explorer,76.71,0.0,336.0,0.0,petrol,"1,098","4,187",208,"5,493"
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,"1,797","3,360",297,"5,454"
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,904,"4,365",185,"5,454"
Mazda,2,21.6,6.0,64.62,1496.0,petrol,"2,408","2,624",157,"5,189"
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,788,"3,833",283,"4,904"
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,"1,036","3,572",255,"4,863"
Audi,A8,116.54,8.0,230.0,2981.0,petrol,322,"4,221",220,"4,763"
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,"1,707","2,876",148,"4,731"
Nissan,Maxima,34.1,4.57,121.86,2555.29,petrol,615,"3,791",236,"4,642"
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,"1,202","3,007",269,"4,478"
BMW,118i,37.43,6.2,104.2,1796.6,petrol,"1,646","2,421",271,"4,338"
Hyundai,Elantra,19.06,4.6,89.2,1827.8,petrol,909,"3,302",126,"4,337"
Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,"2,008","2,024",159,"4,191"
Audi,S3,60.87,6.75,228.0,1984.0,petrol,686,"3,289",184,"4,159"
BMW,X3,76.59,8.0,184.0,2396.4,petrol,"1,388","2,471",234,"4,093"
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,"1,076","2,681",287,"4,044"
Suzuki,SJ,8.47,4.6,41.4,1182.4,petrol,858,"2,945",155,"3,958"
Alfa-Romeo,145,17.43,5.0,87.71,1696.43,petrol,"1,033","2,669",202,"3,904"
Honda,Legend,69.4,5.0,173.0,3358.67,petrol,460,"3,159",209,"3,828"
Peugeot,807,45.76,5.31,109.08,2053.0,diesel,"1,077","2,528",213,"3,818"
Mazda,MX-6,30.93,4.67,110.33,2328.33,petrol,895,"2,654",184,"3,733"
Citroen,C8,45.59,5.25,104.17,2027.83,petrol,"1,108","2,404",146,"3,658"
Peugeot,407,38.73,5.54,114.65,2178.19,diesel,557,"2,934",134,"3,625"
BMW,640i,114.88,8.0,235.0,2979.0,petrol,341,"3,114",135,"3,590"
Porsche,Cayenne,158.98,8.0,326.0,3295.0,petrol,662,"2,712",144,"3,518"
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,766,"2,526",216,"3,508"
Audi,90,28.38,4.6,91.6,2181.2,petrol,585,"2,756",124,"3,465"
Toyota,Hilux,46.6,6.0,110.0,2393.0,diesel,515,"2,700",142,"3,357"
Honda,Stream,27.94,5.0,103.5,1833.0,petrol,"1,044","2,086",219,"3,349"
Renault,25,22.35,4.22,80.93,1977.26,petrol,502,"2,699",132,"3,333"
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,"1,112","2,018",167,"3,297"
Peugeot,607,48.1,5.11,117.79,2315.0,petrol,378,"2,774",121,"3,273"
Skoda,Superb,39.72,6.8,110.0,1592.0,petrol,335,"2,681",182,"3,198"
Honda,Integra,17.53,4.6,78.4,1549.8,petrol,653,"2,261",96,"3,010"
Hyundai,Pony,10.32,4.14,54.36,1463.86,petrol,"1,091","1,769",126,"2,986"
Ssangyong,Musso,38.79,4.43,98.57,2755.57,diesel,598,"2,220",109,"2,927"
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,256,"2,480",113,"2,849"
Alfa-Romeo,155,23.91,5.0,100.67,2016.78,petrol,362,"2,355",109,"2,826"
Renault,11,11.63,4.43,47.14,1477.0,petrol,758,"1,690",76,"2,524"
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,137,"2,268",97,"2,502"
Peugeot,605,35.26,4.73,104.64,2367.18,petrol,362,"2,033",104,"2,499"
Volkswagen,Touareg,94.1,8.0,190.0,2967.0,diesel,549,"1,764",104,"2,417"
Aston-Martin,DB7,158.82,4.5,250.0,3228.0,petrol,191,"2,126",92,"2,409"
Audi,S4,95.3,6.33,253.67,3764.33,petrol,267,"2,016",94,"2,377"
Alfa-Romeo,166,43.89,5.67,130.56,2457.56,petrol,257,"1,971",119,"2,347"
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,703,"1,538",81,"2,322"
Nissan,350Z,55.42,6.0,221.0,3498.0,petrol,264,"1,961",91,"2,316"
Peugeot,505,20.66,4.96,67.0,2234.26,petrol,459,"1,689",123,"2,271"
Mazda,Tribute,38.02,4.5,129.5,2614.0,petrol,692,"1,486",92,"2,270"
Alfa-Romeo,164,38.4,4.75,131.0,2652.38,petrol,236,"1,894",98,"2,228"
Honda,Logo,13.38,2.5,48.0,1343.0,petrol,"1,379",725,122,"2,226"
Toyota,Paseo,15.76,5.0,66.0,1497.0,petrol,"1,069","1,023",109,"2,201"
Toyota,Prius,33.8,0.0,96.0,1797.4,petrol,496,"1,495",208,"2,199"
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,701,"1,373",103,"2,177"
Seat,Marbella,6.49,5.0,30.0,903.0,petrol,985,994,117,"2,096"
Volvo,XC70,58.47,6.44,148.52,2174.04,diesel,370,"1,493",157,"2,020"
Lada,Samara,10.92,5.0,49.8,1372.4,petrol,401,"1,455",46,"1,902"
Kia,Magentis,28.8,4.8,111.2,2126.8,petrol,236,"1,523",47,"1,806"
Porsche,928,110.1,5.0,235.0,4957.0,petrol,120,"1,598",69,"1,787"
BMW,850i,111.99,5.0,220.0,4988.0,petrol,163,"1,541",71,"1,775"
Daihatsu,Move,12.92,4.0,43.0,989.0,petrol,889,734,100,"1,723"
Hyundai,Terracan,44.63,4.33,127.67,3100.33,diesel,334,"1,349",32,"1,715"
Triumph,Acclaim,6.05,4.33,52.0,1335.0,petrol,539,"1,129",47,"1,715"
Honda,CRX,28.74,4.67,100.67,1590.0,petrol,574,"1,010",97,"1,681"
Volvo,V50,36.52,5.18,113.35,2106.5,petrol,390,"1,141",124,"1,655"
Porsche,Carrera,646.6,6.0,450.0,5733.0,petrol,137,"1,460",55,"1,652"
Bentley,Continental,285.25,7.2,428.2,5577.8,petrol,115,"1,471",60,"1,646"
Mercedes,Vaneo,28.97,5.0,72.62,1707.12,petrol,529,975,97,"1,601"
Hyundai,Tucson,41.59,6.46,111.31,1624.77,petrol,425,"1,000",29,"1,454"
Fiat,Barchetta,28.3,5.0,96.0,1747.0,petrol,354,960,84,"1,398"
Renault,Modus,17.82,4.67,70.33,1298.67,petrol,612,736,49,"1,397"
Lotus,Esprit,93.42,5.0,233.0,2995.0,petrol,59,"1,295",39,"1,393"
Mitsubishi,Pajero,45.78,4.81,106.3,2768.51,diesel,265,"1,015",62,"1,342"
Triumph,TR7,13.14,5.0,93.5,1998.0,petrol,153,"1,131",58,"1,342"
Chrysler,Crossfire,56.16,5.5,174.33,3199.0,petrol,285,953,44,"1,282"
Peugeot,305,12.61,4.5,56.25,1607.25,petrol,247,968,44,"1,259"
Mitsubishi,Outlander,37.45,2.61,120.33,2085.06,petrol,325,850,63,"1,238"
Audi,Quattro,61.24,5.0,147.0,2144.0,petrol,121,"1,040",42,"1,203"
Mazda,MPV,35.3,5.0,102.0,2129.0,petrol,397,735,59,"1,191"
Opel,Zafira,35.27,6.0,112.07,1574.43,petrol,333,710,112,"1,155"
Ferrari,360,200.2,6.0,294.0,3586.0,petrol,52,"1,039",40,"1,131"
Rover,2000,17.18,5.0,74.0,1994.0,petrol,71,"1,012",30,"1,113"
TVR,Tuscan,107.7,5.0,274.0,3800.5,petrol,72,994,32,"1,098"
Suzuki,X-90,16.64,4.5,71.0,1590.0,petrol,629,352,64,"1,045"
TVR,Griffith,71.19,5.0,239.0,4997.0,petrol,63,934,38,"1,035"
Seat,Altea,27.13,5.77,96.05,1774.78,diesel,244,594,193,"1,031"
Ford,Fiesta,18.53,5.71,68.57,1166.14,petrol,657149,590482,"52,404",1300035
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,290669,610738,"35,505",936912
Ford,Mondeo,39.97,1.75,130.25,1998.5,petrol,136421,576085,"24,759",737265
Volkswagen,Golf,31.24,6.16,89.46,1537.41,petrol,232700,364608,"36,934",634242
Renault,Clio,22.1,5.62,75.58,1219.65,petrol,344752,238045,"25,876",608673
Nissan,Micra,20.38,4.87,67.96,1279.7,petrol,327558,204065,"27,614",559237
Ford,Focus,30.62,5.97,94.03,1497.17,petrol,163596,311989,"16,111",491696
Rover,2000,17.18,5.0,74.0,1994.0,petrol,159312,299936,"19,471",478719
BMW,320i,47.85,6.44,126.11,1995.78,petrol,116733,328418,"23,758",468909
